id,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,valence
P11.1,-0.0235171106702344,6.39913102555799e-06,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,0.175614263405869,0.094999283811148,0.333646049629456,1.58052837065282,6.78708620120878,143.312427696395,neutral
P20.120,-0.0262823187439028,-1.62454995975954e-05,6.60521745028032e-06,6.60521745028032e-06,6.60521745028032e-06,6.60521745028032e-06,0.0616223359676802,0.054604494964006,0.071339279134207,0.801090367579843,11.8654432686824,798.509107750746,neutral
P20.112,-0.0330662333217893,5.41608799374374e-05,0.0,0.0,0.0,0.0,0.0258699544210805,0.0112285727789824,0.0492808272477364,0.284569498631885,22.3444432686824,797.87021108408,positive
P14.75,-0.034269899843814,-0.0012185283429207,0.0,0.0,0.0,0.0,0.0830846493441167,0.0183443319838839,0.22893817523598,1.08010044147352,-9.15031566336626,65.6784695890743,positive
P2.55,0.0741730593662719,0.0264221972203356,0.0026458938214188,0.0026458938214188,0.0026458938214188,0.0026458938214188,0.677262546954857,0.364856292177393,1.08125112168123,2.03178764086457,10.5151806155902,641.333098061488,neutral
P9.25,-0.0416488639582017,0.0005928742202419,0.0,0.0,0.0,0.0,0.0479771741014406,0.022547956044884,0.0737526855413702,0.479771741014406,-13.7739722233629,216.068857757071,positive
P7.14,-0.0229635429392158,-0.0002580468681035,4.31851762565106e-05,4.31851762565106e-05,4.31851762565106e-05,4.31851762565106e-05,0.0587743460494839,0.0141988870934916,0.144062886609124,0.705292152593806,8.95252414352277,176.692643769228,positive
P18.7,-0.005639956172112,-0.00050575352076,0.0002498025546233,0.0002498025546233,0.0002498025546233,0.0002498025546233,0.0239498008950345,0.0193351400445333,0.0357097430624407,0.263447809845379,-14.5840184310708,327.244734590185,neutral
P8.21,0.0262477768163189,0.0014963252784925,0.0003031308476114,0.0003031308476114,0.0003031308476114,0.0003031308476114,0.168043200285591,0.0318443750832403,0.312838691053631,1.8484752031415,-14.6528006261471,74.5947542545907,negative
NS4.10,0.102746262307536,0.170031574640572,0.0023218095611812,0.0142692057688985,0.0082955076650398,0.0165910153300798,0.0258478755525708,0.0258478755525708,0.0258478755525708,0.0258478755525708,17.74489563636,679.576834439272,neutral
P18.36,-0.0078877617217967,0.0121425955615404,0.0019875779184053,0.0019875779184053,0.0019875779184053,0.0019875779184053,0.0282655508104451,-0.0124577891750355,0.095457394554181,0.310921058914896,10.5359815689292,331.17337903463,positive
P6.11,0.0143756440349379,0.0011392540995219,0.0002318153530674,0.0002318153530674,0.0002318153530674,0.0002318153530674,0.301257864328555,0.0096709647274559,0.578759682457643,1.20503145731422,9.28689815728971,232.229988567201,positive
P20.4,-0.0213352625868022,0.0002915298065088,6.30175783065577e-05,6.30175783065577e-05,6.30175783065577e-05,6.30175783065577e-05,0.0346279163466655,0.0141810994139157,0.0921209627461119,0.277023330773324,24.8804432686824,798.009579972968,positive
P6.23,-0.0273197609518793,-0.0022752405903053,0.0,0.0,0.0,0.0,0.113775216109264,0.0304128899783277,0.400481977822051,0.910201728874109,-25.8961018427103,232.456291900534,neutral
P7.25,-0.0263643456326624,0.0012174146475521,0.0,0.0,0.0,0.0,0.0795110840699837,0.0481821226020695,0.132180835214238,0.954133008839804,8.02652414352276,176.709972658117,positive
P15.31,0.0395860960131605,0.0003143035739322,0.0001350020650806,0.0001350020650806,0.0001350020650806,0.0001350020650806,0.415153794941759,0.387467692423905,0.435355926132233,1.24546138482528,-6.80387585922151,239.032566571474,positive
P10.7,-0.0217383461116781,0.0009534143176181,0.0,0.0,0.0,0.0,0.100853911228362,0.0264457628329383,0.199209013731911,1.31110084596871,12.0880853767267,84.1786454252714,negative
P6.46,-0.0122034773945311,-0.0206349440454164,0.0,0.0,0.0,0.0,0.310692134343783,0.0522261956657115,0.526062050053741,2.17484494040648,4.46689815728972,233.026766344978,neutral
P3.9,-0.0271493318169012,0.0177239229779113,0.0017850246917578,0.0017850246917578,0.0017850246917578,0.0017850246917578,0.264964881832773,0.0977178917367551,0.6699685092056,1.85475417282941,11.2212031407002,161.60835541651,negative
P6.34,-0.019909766594083,-0.000264907912371,0.0,0.0,0.0,0.0,0.0279606192014225,0.0238846118518481,0.033269904475693,0.251645572812803,17.4428981572897,233.087775233867,neutral
P22.37,-0.0506489160282418,6.39913101353381e-06,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,0.0769193665357077,0.022271942595516,0.124632870730755,0.769193665357077,0.148924128864536,231.741165533738,positive
P14.17,-0.0209720541037616,-3.33205287189114e-05,8.96624100885009e-05,8.96624100885009e-05,8.96624100885009e-05,8.96624100885009e-05,0.154738054793134,0.134805138282081,0.190904095531333,2.01159471231075,-2.72031566336626,66.3129140335188,negative
P18.51,-0.0047627898257845,-0.0005878466135678,0.0,0.0,0.0,0.0,0.0278559796211133,0.015182540719192,0.0393907538208662,0.362127735074473,3.12898156892922,331.138660145741,positive
P10.1,-0.0057138856934222,0.0002178891633196,0.0,0.0,0.0,0.0,0.0531846246802186,0.0408811948933471,0.0651987113013958,0.691400120842842,-3.39791462327331,83.5992365363825,negative
P14.61,-0.0230391742529924,0.0007163708170481,0.0,0.0,0.0,0.0,0.112654989429436,0.0486912297546563,0.286766748420353,1.35185987315323,8.62968433663374,66.1288251446299,positive
P7.8,-0.0207406048373841,-1.94043134773862e-05,1.84090670898178e-05,1.84090670898178e-05,1.84090670898178e-05,1.84090670898178e-05,0.0335918524464533,0.0242758900109244,0.0527587022063197,0.369510376910987,-0.278475856477229,176.392500435895,positive
P20.101,-0.0168986521339773,3.64657479815367e-06,0.0001359582188691,0.0001359582188691,0.0001359582188691,0.0001359582188691,0.0134724170234201,0.0067484841012651,0.0242812484430697,0.161669004281041,14.8804432686824,797.008979972968,neutral
P24.2,-0.0641937281304668,-0.0016982077513668,0.0,0.0,0.0,0.0,0.0216729235880455,0.0129410561577082,0.0572860138591686,0.216729235880455,5.6026555793821,230.827661982668,negative
PS2.3,0.0378064383304911,-0.0346053500754341,0.0,0.0,0.0,0.0,0.123355943779616,0.0060487930999346,0.592936476430619,1.35691538157577,5.6120365757112,141.002539863207,neutral
P4.1,-0.0661402818812049,-3.47790046665946e-05,0.0,0.0,0.0,0.0,0.152034699604567,0.0277047467579232,0.689815391218177,1.3683122964411,-5.84549325103495,197.389070106754,neutral
P20.35,0.0810634234362919,0.0040561124008275,0.0004186393688106,0.0004186393688106,0.0004186393688106,0.0004186393688106,0.0510962321381345,0.0436493671795625,0.0599737615472245,0.613154785657614,18.3994432686824,798.527561084079,negative
P23.72,-0.0164834076585638,0.0996743234909958,0.0012472344195125,0.0012472344195125,0.0012472344195125,0.0012472344195125,0.195728709345989,0.117697691977033,0.323573367275143,0.782914837383954,-5.6941369470098,227.314483926427,positive
P20.80,-0.0254456575766726,-0.0011422927492075,0.0,0.0,0.0,0.0,0.0244855664430517,0.0164952419115661,0.0316454654552971,0.318312363759672,14.5454432686824,798.534618861857,positive
S9.8,0.0631144186546934,0.0900683184557512,0.0020123846361818,0.0043438028659273,0.0031780937510545,0.0063561875021091,0.456689991743086,0.0146077070524492,0.860576802817159,3.1968299422016,11.1071798705465,241.648405171882,neutral
P13.30,-0.0171352526969632,0.0007279176441314,0.0001123157229607,0.0001123157229607,0.0001123157229607,0.0001123157229607,0.273903301609602,0.0424508317642007,0.549493337744073,2.46512971448641,20.6871346590941,324.104975557719,negative
NS4.12,0.0769702050491989,0.0058475845425774,0.0,0.0,0.0,0.0,0.0279105551998574,0.0079329955995802,0.0498696398383475,0.167463331199144,26.67689563636,690.404989994827,neutral
P5.14,-0.0261864898296561,6.39913102910385e-06,2.566828617501e-07,2.566828617501e-07,2.566828617501e-07,2.566828617501e-07,0.110559176507731,0.0693382386516581,0.215106476159802,0.995032588569575,16.620697582083,153.554653475704,positive
P22.18,0.0409731684636762,-0.0053899119093876,0.0,0.0,0.0,0.0,0.484280070879925,0.434908399467695,0.533651742292155,0.96856014175985,17.2889241288645,233.386543311516,positive
P18.43,0.179773913199463,0.0835228866495745,0.001624746307459,0.0066246244344775,0.0041246853709682,0.0082493707419365,0.0474450431699206,0.0071000366695529,0.0795150810559464,0.616785561208968,-13.2110184310708,329.963015701297,neutral
P14.51,0.812439109824968,0.0394915184478704,0.0070336865439009,0.0070336865439009,0.0070336865439009,0.0070336865439009,0.137241652416017,0.0467519634031561,0.237062128870642,1.78414148140822,-3.88631566336626,65.7395007001854,positive
P24.38,-0.0674603173440379,-0.0050498751626387,0.0,0.0,0.0,0.0,0.0710276202352042,0.0035505032706236,0.363170724851241,0.923359063057654,-8.5053444206179,226.313848649335,positive
P8.35,-0.0215501087620285,-0.0010914099506347,0.0,0.0,0.0,0.0,0.0234159832829005,0.0148258526207205,0.0290588724626589,0.280991799394806,5.15919937385286,74.6215498101463,neutral
NS3.10,-0.0785873776039505,-0.0001225539168433,0.0,0.0,0.0,0.0,0.298753278414401,0.214958195673635,0.382548361155166,0.597506556828801,-5.05489262978277,42.5351933064035,neutral
NS3.1,0.178135725869376,-0.0010681574067634,0.0001888810908047,0.0001888810908047,0.0001888810908047,0.0001888810908047,0.114775519672594,0.0243043303371417,0.298707877430434,1.60685727541632,-8.14389262978277,43.1898388619591,positive
P20.100,0.0218545168269848,0.0002762491941365,0.0,0.0,0.0,0.0,0.0401828169535703,0.0283167481680364,0.0483346507585493,0.442010986489273,19.9304432686824,798.400491084079,positive
P3.6,-0.0242621014246192,4.67639638687262e-05,0.0,0.0,0.0,0.0,0.21508261037099,0.0290097481309839,0.721856518561584,1.93574349333891,18.6802031407002,163.129554305399,positive
NS3.25,-0.0673066095179375,0.0062847467925601,0.0,0.0,0.0,0.0,0.283110117161068,0.210781305148721,0.425981969149748,0.849330351483203,4.57910737021723,43.1314333064035,positive
P20.98,0.0028722352127304,-0.0002400342460255,0.0,0.0,0.0,0.0,0.1091339000047,0.0300267056786155,0.672685736737934,1.091339000047,-2.98155673131758,797.090433306302,positive
P18.157,-0.0224043371772768,0.0021378947274506,0.000264340113344,0.000264340113344,0.000264340113344,0.000264340113344,0.118093645766136,0.0878726784362863,0.148314613095986,0.236187291532272,-15.2840184310708,330.423312367963,positive
P15.20,-0.0316746958473161,0.197397541540294,0.0,0.0,0.0,0.0,0.0982601232898235,0.023416105584661,0.21276517156083,0.786080986318588,12.7181241407785,247.311362127029,neutral
P22.56,0.0546917194679122,0.0406877758970411,0.0,0.0,0.0,0.0,0.316086814469958,0.128083094443527,0.539110305181017,3.16086814469958,-1.26707587113548,231.975281089294,positive
P8.25,0.004178071422663,-0.0002918152461734,0.0,0.0,0.0,0.0,0.056150131820894,0.007547603837911,0.163643576498362,0.786101845492516,-1.79380062614715,74.6120375879241,neutral
P18.52,-0.0180561912694133,-0.0007264125423543,0.0001946947176329,0.0001946947176329,0.0001946947176329,0.0001946947176329,0.0202109473830911,0.0098247706117327,0.0278368339314308,0.282953263363276,15.1469815689292,330.491055701296,positive
NS1.4,-0.124431415989099,0.0016997045245819,0.0,0.0,0.0,0.0,0.242035961580487,0.0588041142738039,0.373251792079954,0.968143846321947,1.60890588747674,57.8498723634413,positive
P11.20,0.0770094650837489,-0.0047370940311414,0.0,0.0,0.0,0.0,0.010412727579017,0.0040945956084437,0.0163377422580127,0.114540003369187,1.09008620120878,142.765657696395,positive
P14.29,-0.0171820201277877,0.0003283527967155,0.0,0.0,0.0,0.0,0.0849185305237087,0.0198293557665642,0.19041491122645,1.0190223662845,-6.23531566336626,65.6094751446299,positive
S9.6,0.0768156628662226,-0.01360159650812,0.0,0.0,0.0,0.0,0.508111968275876,0.163962531116232,1.03300213969895,4.06489574620701,-8.78182012945352,241.817201838549,positive
P20.62,0.0018796744104893,0.0001754198960963,5.19138760380468e-05,5.19138760380468e-05,5.19138760380468e-05,5.19138760380468e-05,0.175187848680861,-0.0012655167649823,0.496354918247015,1.40150278944689,17.2974432686824,798.470396639635,negative
P22.4,-0.0506489160282418,6.39913101353381e-06,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,0.502764944813709,0.320754915657461,0.751015836196744,3.01658966888225,9.12892412886453,232.371609978183,neutral
P6.63,-0.0290332267779791,-0.0034477630687718,0.0,0.0,0.0,0.0,0.0881055360617903,0.0244845848962948,0.327599537994263,0.792949824556113,-2.21510184271028,233.161410789423,neutral
P6.2,0.0147531282591367,0.0001975728365493,0.0,0.0,0.0,0.0,0.0503897702360162,0.0100566616846002,0.0764251084583953,0.453507932124146,17.9258981572897,233.102931900534,neutral
NS3.29,-0.061597364669753,-0.0008376180497571,0.0001348216820958,0.0001348216820958,0.0001348216820958,0.0001348216820958,0.0424571570930652,0.0268770527619079,0.0686459580110523,0.509485885116782,5.87910737021723,42.9466110841813,negative
NS3.46,0.0115829037043361,-0.0058809350456948,0.0,0.0,0.0,0.0,0.696456817763809,0.399346725222757,1.25839387651349,3.48228408881904,-27.7798926297828,42.7505099730702,neutral
P18.141,-0.046329268068052,-0.0001924477818848,0.0,0.0,0.0,0.0,0.0176845800603283,0.0090125903020445,0.0323562243643732,0.212214960723939,-12.4450184310708,330.553393479074,positive
P18.154,-0.0063542784254397,0.0025248995907193,0.0003757557953318,0.0003757557953318,0.0003757557953318,0.0003757557953318,0.0113514790531115,0.0052791808139616,0.0138201737481021,0.124866269584226,-30.2610184310708,327.772260145741,neutral
P9.32,0.0236174351543717,-0.0012321353289215,0.0,0.0,0.0,0.0,0.0362518357779101,0.0271003522083254,0.0485394144823101,0.362518357779101,15.7390277766371,216.053307757071,positive
P2.13,-0.032261004527775,0.0003685000386312,7.10555765763677e-05,7.10555765763677e-05,7.10555765763677e-05,7.10555765763677e-05,0.148044800958583,0.0486980615361002,0.199443769486536,0.740224004792916,16.0841806155902,641.652225839266,positive
P4.18,-0.110011643049979,0.000889352270098,0.0,0.0,0.0,0.0,0.0288830329866168,0.0119846841458412,0.0755977711510398,0.259947296879551,9.28350674896504,199.046171217865,negative
P14.63,-0.0358055688500115,0.0026814319808413,0.0003178069383858,0.0003178069383858,0.0003178069383858,0.0003178069383858,0.204720057970669,0.0362694425842365,0.410058664118879,1.02360028985334,2.57968433663375,66.0198473668521,positive
P9.21,0.0090922283229884,0.0017800542621371,0.0001751051083638,0.0001751051083638,0.0001751051083638,0.0001751051083638,0.0872066806606766,0.0277229021110182,0.198943580036009,0.784860125946089,19.4130277766371,216.082827757071,negative
P6.50,-0.0001185504849761,-0.0029895025803896,0.0,0.0,0.0,0.0,0.0276304753039492,0.0098995258872451,0.0866675054314498,0.248674277735543,2.48989815728972,232.230549678312,neutral
P14.48,-0.0287270964699887,-0.0002386041968096,0.0,0.0,0.0,0.0,0.0382570898010547,0.0273592998881548,0.0468742594793769,0.497342167413711,3.32568433663374,66.298696255741,positive
P20.118,-0.0129796636358437,-4.73745322448129e-05,5.52019680026893e-05,5.52019680026893e-05,5.52019680026893e-05,5.52019680026893e-05,0.034861221913071,0.0130639271736707,0.113313036160556,0.383473441043781,16.0134432686824,798.481005528524,neutral
P10.19,-0.0043731841719076,0.0025027482694313,5.97428231056633e-05,0.0002297415123797,0.0001447421677427,0.0002894843354854,0.0860729352620555,-0.0339520849078122,0.298244326484636,1.20502109366878,-3.3719146232733,84.3218454252714,negative
PS2.1,-0.100799866089526,0.0108255272690035,0.0,0.0,0.0,0.0,0.0527989391640785,0.0199634524705395,0.299920180164932,0.580788330804864,8.1410365757112,140.946549863207,positive
P21.95,-0.0016662496205676,6.39913102455968e-06,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,0.111681179392662,0.013200169024156,0.480688544695013,1.11681179392662,5.97153581445826,1141.26310815202,positive
P22.32,-0.0506489160282418,6.39913101353381e-06,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,0.079322441409821,0.0267907057417201,0.139128959912026,1.03119173832767,-7.44407587113547,233.408479978183,positive
P14.3,-0.0207989797024773,-0.0006808492793225,0.0,0.0,0.0,0.0,0.422777456045835,0.422777456045835,0.422777456045835,0.422777456045835,7.62668433663374,62.6988307001854,positive
S10.9,-0.0232459516441305,0.0053135559709813,0.0005942335292095,0.0005942335292095,0.0005942335292095,0.0005942335292095,0.141338420929457,0.0107551678027457,0.286619057048996,0.706692104647287,17.3214129916363,137.92298636986,negative
NS3.49,0.405356549217281,0.0030103765680425,0.0003137443668071,0.0003137443668071,0.0003137443668071,0.0003137443668071,0.343913287927502,0.282968869655394,0.491662059287895,4.47087274305752,-6.87589262978277,43.0975944175146,positive
P18.25,-0.0150504003003057,0.101167310247683,0.0036249504028376,0.0063201437058763,0.0049725470543569,0.0099450941087139,0.0296260322211875,0.0180251718031007,0.0542326939962974,0.35551238665425,-9.47801843107078,330.898272367963,positive
NS3.50,0.217254115083965,-0.0190674114636537,0.0042718356533303,0.0042718356533303,0.0042718356533303,0.0042718356533303,0.393325856272128,0.0642269289049834,0.841824714959889,5.11323613153766,2.56210737021723,43.1673366397368,positive
P6.47,0.0246175015391963,-0.0017087696181329,0.0,0.0,0.0,0.0,0.0430594646509151,0.0085424440009966,0.252560052220964,0.430594646509151,16.3708981572897,233.128126344978,neutral
NS1.17,0.30222254523574,0.0578089259512225,0.0020278896867886,0.00502537071351,0.0035266302001493,0.0070532604002986,0.0580452618305756,0.0522254695188211,0.0676477748764452,0.870678927458634,0.603905887476742,60.1578223634413,positive
P9.20,0.0233317101253787,-0.0013700405487661,0.0001759334644286,0.0001759334644286,0.0001759334644286,0.0001759334644286,0.07020382685128,0.0380533395588275,0.12945144714792,0.84244592221536,-32.9109722233629,215.384241090404,neutral
P14.77,0.392810116664154,0.232769114878076,0.0028360562011922,0.0028360562011922,0.0028360562011922,0.0028360562011922,0.151138344495325,0.0348018896695877,0.392290791330811,2.56935185642053,-23.4623156633663,66.2073007001854,positive
P13.28,-0.040287564787007,-0.0007459687450814,0.0,0.0,0.0,0.0,0.645846197203703,0.475831605361736,0.998090739103634,2.58338478881481,5.07713465909414,320.30548666883,neutral
P7.35,-0.0294100471333315,-0.0001950888965281,0.0,0.0,0.0,0.0,0.0633757983689745,-0.0047612284098303,0.224039325842402,0.697133782058719,-2.87147585647723,176.172439324784,positive
P18.102,-0.0092947133703173,0.0006473641402999,0.0,0.0,0.0,0.0,0.117958282381188,0.0475911550122342,0.25131741591983,0.353874847143564,6.94298156892921,330.92562903463,positive
S10.13,-0.0043834007876844,-0.0229480159586744,0.0,0.0,0.0,0.0,0.036169687902849,-0.0039738905844627,0.196200203997511,0.470205942737037,21.5954129916363,137.849279703194,negative
P5.35,-0.0261864898296561,6.39913102910385e-06,2.566828617501e-07,2.566828617501e-07,2.566828617501e-07,2.566828617501e-07,0.144997902599928,-0.006089497123209,0.496529226185942,1.5949769285992,8.37769758208304,153.595661253482,positive
P9.7,0.144947837277024,-0.0028115386530329,0.0,0.0,0.0,0.0,0.0602705892111783,0.0182873801483298,0.20946856432841,0.783517659745319,-10.6949722233629,215.490934423737,negative
P23.73,-0.0210133354302971,-0.0104809069351221,0.0,0.0,0.0,0.0,0.182341778734905,0.0394866763319987,0.496710532594764,0.72936711493962,10.7008630529902,227.212489481983,positive
P6.40,0.0213893040730129,0.0031251851063047,0.0,0.0,0.0,0.0,0.24992207550173,0.0230989328650727,0.418209752778202,0.74976622650519,-4.89410184271028,232.502354122756,neutral
P14.6,-0.0331377575118491,0.001151802091183,0.0,0.0,0.0,0.0,0.324206818611928,0.302560413120859,0.345853224102997,0.648413637223855,1.28668433663374,66.2143640335188,positive
P20.59,0.007838559763611,0.0003323269149178,0.0,0.0,0.0,0.0,0.0016117717394854,0.0013450183678351,0.0018922047712204,0.0080588586974272,-16.7175567313176,797.281957750746,positive
P8.23,-0.0369194589982039,0.0006758174394305,9.84356057225623e-05,9.84356057225623e-05,9.84356057225623e-05,9.84356057225623e-05,0.0378182298969495,0.0227330858662419,0.0585852002408216,0.453818758763394,-8.35980062614713,74.246006476813,neutral
P24.19,-0.0552458250992863,0.0001310665870551,1.99303771165805e-05,1.99303771165805e-05,1.99303771165805e-05,1.99303771165805e-05,0.158415044950848,0.0931341740330715,0.254659029625387,0.633660179803393,-8.20534442061791,228.81020420489,positive
P23.19,-0.0038342534550832,0.0002466226360559,0.0,0.0,0.0,0.0,0.0944320324494126,0.0448372133228774,0.153909109870447,0.283296097348238,2.66486305299021,227.259542815316,positive
P21.49,-0.0009038858287361,-0.0027505990555748,0.0,0.0,0.0,0.0,0.317075986511269,0.0980182198393732,0.492215789147873,2.21953190557888,23.2445358144583,1139.02797148536,positive
P20.8,-0.0042398707627312,0.0006841194244406,0.0,0.0,0.0,0.0,0.0177772715938567,0.0063038951485145,0.0261394022712323,0.231104530720137,13.9884432686824,798.127833306302,positive
P6.59,0.0149544225992827,-0.0062090033793459,0.0,0.0,0.0,0.0,0.556374973870786,0.549018161540071,0.563731786201502,1.11274994774157,10.8418981572897,232.248127456089,neutral
P7.29,-0.0349177795504379,0.0005389710500027,6.58951280657736e-05,6.58951280657736e-05,6.58951280657736e-05,6.58951280657736e-05,0.0665931002364457,0.0322209459077437,0.175317229931316,0.732524102600902,0.612524143522762,176.552688213673,positive
P7.31,0.0246164086927071,0.0014388335822024,0.0001356246764393,0.0001356246764393,0.0001356246764393,0.0001356246764393,0.136949290050344,0.0235510280239158,0.267715813804702,1.36949290050344,-0.0734758564772306,176.538372658117,positive
NS1.3,-0.124575907752763,-0.0060595365904211,0.0,0.0,0.0,0.0,0.0934918165522277,0.0096806813994259,0.379123521060827,1.21539361517896,-5.05309411252325,60.2080634745524,negative
NS1.11,-0.116898749567184,-0.0067744608385479,0.0,0.0,0.0,0.0,0.221219816732141,0.0781072429627665,0.480024927675628,1.76975853385713,-2.73609411252326,60.2819556967746,positive
P15.40,-0.0244963281986471,6.39913102896345e-06,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,0.339653547109922,0.0968669223391169,0.620503867099473,3.73618901820915,-5.23287585922151,246.035096571474,positive
P10.21,0.053192295799358,0.0003179050545523,0.0,0.0,0.0,0.0,0.0763871085139308,0.0377796392049392,0.153824015333986,0.840258193653239,6.7140853767267,84.1035343141603,neutral
P21.77,-0.0016662496205676,6.39913102455968e-06,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,0.196779949002288,0.0287326424818232,0.622642164148929,1.77101954102059,30.7115358144583,1141.29521926314,neutral
P8.20,-0.0276596051975973,-0.0005150268757788,0.0,0.0,0.0,0.0,0.337980098577459,0.337980098577459,0.337980098577459,0.337980098577459,6.62919937385286,74.3895498101463,positive
P22.31,-0.0506489160282418,6.39913101353381e-06,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,0.351869318307162,0.134417087229659,0.480314888404053,4.57430113799311,-3.61807587113546,233.649115533738,positive
P14.71,-0.0244888200545547,-0.0004682716146518,0.0,0.0,0.0,0.0,0.0832851367178212,0.0065864377986623,0.377824912600702,0.916136503896034,-15.3133156633663,65.8505640335188,positive
P22.22,0.00953487439795,-0.0038434764805293,0.0,0.0,0.0,0.0,0.282935485830778,0.144149807852252,0.410151756931653,1.69761291498467,9.03092412886453,232.653152200405,positive
P6.18,0.025653390902173,-0.003339426338561,0.0,0.0,0.0,0.0,0.0409111196131917,0.0117423002380457,0.0559545995847732,0.450022315745109,4.37489815728972,232.321055233867,positive
P6.68,0.0042779274696792,0.00047717052672,0.0003454065666098,0.0003454065666098,0.0003454065666098,0.0003454065666098,0.0227775187341191,0.0061996921131571,0.0329984880984433,0.273330224809429,5.00589815728972,232.913309678312,neutral
P14.57,-0.0321370695626278,0.0009314071627594,0.0,0.0,0.0,0.0,0.0884764280012328,-0.005887761975852,0.262010528419671,1.15019356401603,-1.77631566336626,66.3129007001854,positive
P22.12,-0.050835685103646,0.102070584638437,0.0,0.0,0.0,0.0,0.172366687188125,0.0253101992978071,0.301263726474119,1.55130018469313,4.21292412886453,233.608125533738,negative
P15.6,-0.0244963281986471,6.39913102896345e-06,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,0.35175583415129,0.0430328341099564,0.468195867800384,1.75877917075645,13.3411241407785,247.413194349251,negative
P13.4,0.130810965267862,0.0439204974475106,0.0108788217998862,0.0108788217998862,0.0108788217998862,0.0108788217998862,0.46014768863996,0.126626565740902,0.692853342513781,1.38044306591988,-41.2448653409058,323.680851113275,positive
S10.7,-0.0463554805769661,0.0002662193146871,0.0,0.0,0.0,0.0,0.0589060866339689,0.0102656389804925,0.344829793177524,0.589060866339689,8.95341299163633,137.801528592082,neutral
P18.117,-0.0141218579934775,0.0111692839475158,0.0010631072114638,0.0010631072114638,0.0010631072114638,0.0010631072114638,0.0590926761720124,0.0247846079288929,0.109971842669254,0.295463380860062,-4.08901843107078,328.886540145741,positive
P23.9,-0.0053429191328172,0.0076378223866864,0.0012525398259573,0.0012525398259573,0.0012525398259573,0.0012525398259573,0.105104871407471,0.0073128668274801,0.366744718510254,1.36636332829713,11.6748630529902,226.307809481983,neutral
P7.38,-0.0255564454631137,0.0005507785794195,5.12009041541352e-05,5.12009041541352e-05,5.12009041541352e-05,5.12009041541352e-05,0.159341840256853,0.0307285829933143,0.44392834154847,1.43407656231168,4.35852414352276,175.925683769228,positive
