id,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,valence
P11.23,0.0957863319194284,-0.0008539055345779,0.0001124970303677,0.0001124970303677,0.0001124970303677,0.0001124970303677,0.0138287530439546,0.0079999702019597,0.0236620087967173,0.165945036527455,5.21708620120877,143.339316585284,neutral
P11.15,-0.0235171106702344,6.39913102555799e-06,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,0.0802336345406231,0.0099053605745747,0.393523955594401,0.722102710865608,-8.17091379879123,139.480112140839,neutral
P14.59,-0.0296902073651659,-0.0002333587407016,0.0,0.0,0.0,0.0,0.0776041724339174,0.0227469907278302,0.169449869588611,1.00885424164093,7.21168433663374,64.506536255741,positive
P9.15,-0.0159689000517384,1.62863632290016e-05,0.0,0.0,0.0,0.0,0.0894020337203115,0.0809703734757153,0.0991605034450218,0.894020337203115,4.34302777663711,215.368094423737,positive
P20.40,0.0635720488270938,-1.6662217719613e-07,0.0001236883142535,0.0001236883142535,0.0001236883142535,0.0001236883142535,0.0842646579613956,0.0698003173746858,0.101981717723785,1.01117589553675,10.8994432686824,798.532561084079,negative
NS1.10,-0.11006481456295,-0.0011893456137653,0.0005586213860227,0.0005586213860227,0.0005586213860227,0.0005586213860227,0.0878463302126138,0.0446513719390712,0.290787903002144,1.31769495318921,-7.00109411252325,60.2399168078857,positive
P8.10,-0.0243217347934172,-0.0003143498922955,0.0001050910987209,0.0001050910987209,0.0001050910987209,0.0001050910987209,0.0316332160136156,0.0081047043620273,0.0665104044709918,0.379598592163387,1.14219937385286,74.6419931434796,neutral
P15.25,0.0155802976004612,0.0073538027701043,0.0007117410664565,0.0007117410664565,0.0007117410664565,0.0007117410664565,0.0828269709379051,0.0192838514775186,0.59088937933162,1.07675062219277,2.95512414077849,246.657261015918,positive
P2.17,0.0327114594903048,0.0009132410212841,0.0001137856128351,0.0001137856128351,0.0001137856128351,0.0001137856128351,0.17447581715579,-0.011783169227517,0.51572603238779,2.09370980586947,10.9371806155902,642.287138061488,neutral
P1.10,-0.003735197375889,0.0017398330588038,0.0002493754039881,0.0002493754039881,0.0002493754039881,0.0002493754039881,0.26623316275092,0.173336880749607,0.340676055400727,2.12986530200736,9.55660998311969,414.6678937447,positive
P18.97,-0.0219004115516673,-0.0004166670875154,0.0,0.0,0.0,0.0,0.0802297415076613,0.0073489306354251,0.147895423258727,0.722067673568951,20.2329815689292,328.979384590185,positive
P20.50,0.0155463565849766,0.0020566861509253,0.0002998697321197,0.0002998697321197,0.0002998697321197,0.0002998697321197,0.467017747223846,0.424137712716891,0.509897781730802,0.934035494447693,21.4774432686824,798.044774417413,neutral
P8.14,-0.0211453847069202,0.0015218920927643,0.0002252411180195,0.0002252411180195,0.0002252411180195,0.0002252411180195,0.0521845345417007,0.0434536311664376,0.0821271901308965,0.626214414500409,0.792199373852867,74.6077486990352,neutral
P20.109,-0.0052213389961365,-0.0002243020775633,0.0,0.0,0.0,0.0,0.0815078264637842,0.0028383812604075,0.310083546761263,0.896586091101626,9.84844326868243,794.718344417413,neutral
S7.6,-0.0613138231503416,-0.0066136057434934,0.0006590202288071,0.0006590202288071,0.0006590202288071,0.0006590202288071,0.398377483154061,0.0465536267216528,2.13954727327164,3.18701986523249,8.20068689246098,164.748138848282,positive
NS3.45,-0.0293339358954601,3.28474893588103e-05,5.91013281112075e-05,5.91013281112075e-05,5.91013281112075e-05,5.91013281112075e-05,0.126510094140204,0.0854745894012873,0.212203869313003,1.64463122382266,-6.43489262978277,42.886637750848,positive
P7.20,-0.0295929472574137,9.8598859118003e-05,0.0,0.0,0.0,0.0,0.0453182071043788,0.0270474211377218,0.0581027827379906,0.543818485252546,0.943524143522765,176.709989324784,positive
P24.50,-0.0041614270051009,0.0024697594952764,0.0003510793445056,0.0003510793445056,0.0003510793445056,0.0003510793445056,0.11403780965857,0.0036851787357578,0.567044892616211,1.25441590624427,18.9726555793821,220.11308420489,negative
P6.69,0.0164649266420825,-0.0024112588215731,0.0,0.0,0.0,0.0,0.0237760453009482,0.0199990721354313,0.0306843063555774,0.237760453009482,-2.36410184271028,232.919243011645,positive
PS2.6,0.0235840766589092,-0.002764283528932,0.0,0.0,0.0,0.0,0.437989581565355,0.183736661196742,0.932081034542768,3.06592707095749,-0.333963424288797,140.285899863207,neutral
P6.41,-0.0037878132433542,-0.000251634557174,8.40183395395416e-05,8.40183395395416e-05,8.40183395395416e-05,8.40183395395416e-05,0.023727476054493,0.0025998538464768,0.0306985914280643,0.213547284490437,15.1838981572897,233.148891900534,neutral
P11.19,0.0856198729747612,-0.0011302691197109,0.0003143373447454,0.0003143373447454,0.0003143373447454,0.0003143373447454,0.0881049893101064,0.0077297020640001,0.187079638413976,0.969154882411171,2.44908620120877,143.249201029728,positive
P3.16,0.000792223203372,0.0013191487037997,0.0,0.0,0.0,0.0,0.026085899984734,0.0186321462597872,0.0377035063123215,0.365202599786276,5.82820314070017,162.749803194288,positive
PS2.8,0.359281508744953,-0.0117428151353128,0.0,0.0,0.0,0.0,0.031999303945036,0.0104486239400253,0.105970039775775,0.415990951285468,8.8760365757112,140.971010974318,positive
P18.62,-0.0143853845811632,-8.90123622821636e-05,2.07099386332206e-05,2.07099386332206e-05,2.07099386332206e-05,2.07099386332206e-05,0.0776221769470763,0.0337447907002918,0.101981036396515,0.62097741557661,13.1389815689292,331.177193479074,positive
P18.42,-0.0328277970766505,0.0001911845401382,0.0001444688374575,0.0001444688374575,0.0001444688374575,0.0001444688374575,0.0255443895089238,0.0166104061023536,0.0301161786715235,0.306532674107086,9.47498156892921,330.417682367963,neutral
P2.32,0.0081696080867684,-0.0012869692595144,0.0,0.0,0.0,0.0,0.372798232823038,0.271801089141445,0.454733168551832,1.49119293129215,18.8821806155902,642.300376950377,neutral
P18.111,-0.0347203723267246,-0.0012420566396583,0.0,0.0,0.0,0.0,0.341464666774343,0.126110651403703,0.497866538639857,3.75611133451777,-25.8760184310708,331.010610145741,positive
P14.38,-0.0339211832916091,4.30054947626145e-05,0.0,0.0,0.0,0.0,0.0560195869374215,0.0120024068884375,0.0811870442933072,0.72825463018648,-2.49931566336626,66.0832795890743,positive
P6.53,0.0058119312534231,-0.0002232177420317,0.0,0.0,0.0,0.0,0.0332686058327397,0.0252845489555571,0.0469121487006122,0.365954664160136,15.1688981572897,233.156397456089,neutral
P23.57,-0.0204994539925513,0.0064485651936402,0.0008954913987697,0.0008954913987697,0.0008954913987697,0.0008954913987697,0.0465364483854639,0.0078775673014514,0.116921228825322,0.511900932240103,11.4158630529902,227.450639481983,positive
P7.24,0.114242332552851,0.0217408708733581,0.0,0.0,0.0,0.0,0.0279325021735522,0.0252423726602691,0.0328747429940652,0.307257523909075,11.0985241435228,176.655772658117,positive
P18.10,0.0236024280473424,0.0011851008480015,0.0001859434748895,0.0001859434748895,0.0001859434748895,0.0001859434748895,0.010558352826935,0.0052267820843043,0.0201866194014645,0.12670023392322,-6.05901843107078,330.910295701296,neutral
NS1.14,0.325231022635779,0.197790389894852,0.0,0.0,0.0,0.0,0.247929846084892,0.0686865082588109,0.517837708164246,3.47101784518849,2.67590588747674,59.9658845856635,negative
P13.23,-0.0339911440061652,-0.0017826539421951,0.0,0.0,0.0,0.0,0.155738667933299,0.0501610996000681,0.422050894176016,1.40164801139969,-15.8158653409058,318.181770002163,positive
P5.73,-0.0261864898296561,6.39913102910385e-06,2.566828617501e-07,2.566828617501e-07,2.566828617501e-07,2.566828617501e-07,0.0255548932977787,0.0189214714335065,0.0320875368486082,0.281103826275565,8.18169758208305,153.616870142371,positive
S4.2,0.125475522608999,0.0693046857136774,0.0012225371447389,0.0077178994706048,0.0044702183076719,0.0089404366153438,0.0991507349268834,0.0327421245387071,0.37064234089598,0.694055144488184,-23.0074807692308,291.180976686417,positive
P9.37,0.0453615504233298,-0.0017611276843073,0.0,0.0,0.0,0.0,0.118383677159109,0.0423917341932183,0.603095194990418,1.18383677159109,-0.590972223362883,214.832974423737,negative
NS4.19,0.617276501192491,0.43130586438152,0.0,0.0,0.0,0.0,0.0238190103257316,0.0191526203040013,0.028079627302094,0.0952760413029262,-17.23610436364,685.70048221705,neutral
P10.20,0.0344951652685252,0.0022183956178531,0.0,0.0,0.0,0.0,0.0568524069464685,0.0180649634195809,0.156727599382708,0.625376476411153,8.89708537672669,84.0525087586047,positive
P14.52,-0.0247808116647769,-0.0002752825962791,0.0,0.0,0.0,0.0,0.0809992324619682,0.0512769182233231,0.118557231012756,0.971990789543618,0.868684336633734,66.3115507001854,positive
P15.43,-0.0006063582145601,0.0939597411160066,0.011295162904767,0.011295162904767,0.011295162904767,0.011295162904767,0.242856016399368,0.0233242777156134,0.719287697227438,2.42856016399368,0.623124140778486,247.163967682585,positive
P20.30,-0.010248677841038,5.8351839481023e-05,0.0,0.0,0.0,0.0,0.0241566115400764,0.0098264076203075,0.0311666773523349,0.362349173101145,7.30644326868243,798.33405108408,neutral
P15.13,-0.0244963281986471,6.39913102896345e-06,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,0.0768442728926906,0.0101125430563887,0.168194219621847,0.845287001819597,-1.96487585922151,238.47448323814,negative
P6.42,0.0215704237724104,-0.0100013432103907,0.0,0.0,0.0,0.0,0.157764311198384,0.0267844815666738,0.370383330092307,1.73540742318223,-4.96010184271029,231.364327456089,neutral
P10.45,-0.0389664669198029,-0.001043912583052,0.0,0.0,0.0,0.0,0.0534794972735782,0.0392479288659408,0.0682672717165227,0.748712961830094,0.602085376726691,84.4420587586047,positive
P6.14,-0.0274396730294833,-0.0020216646992498,0.0,0.0,0.0,0.0,0.304771992160314,0.101909677774894,0.643699621982756,0.914315976480943,-3.77210184271028,232.791136344978,positive
P24.18,-0.0150708250776622,0.0453110118231393,0.0055977596551898,0.0055977596551898,0.0055977596551898,0.0055977596551898,0.124813516399866,0.017189454921487,0.329048859275877,1.49776219679839,2.6706555793821,231.186773093779,positive
P21.32,-0.0016662496205676,6.39913102455968e-06,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,0.0414022998147806,0.0115394643148457,0.189479089491832,0.372620698333025,26.3395358144583,1141.10092148536,positive
P24.13,0.0037850037364946,0.0251688879179448,0.0008795350038315,0.0008795350038315,0.0008795350038315,0.0008795350038315,0.351282554247123,0.0232743373007321,0.94931507878758,1.40513021698849,-7.6033444206179,231.195333093779,neutral
P6.30,-0.0273634094278313,-0.0009317831155715,0.0,0.0,0.0,0.0,0.0381268291212139,0.0232417835899409,0.0487834931963864,0.343141462090926,18.6838981572897,233.146091900534,positive
PS1.6,-0.106356807534499,0.0007114177357415,0.0,0.0,0.0,0.0,0.253355922087583,0.0104266234162321,0.500940705262508,2.53355922087583,11.2082820649282,127.09197254489,positive
P18.113,-0.0278363026211235,-0.0157789811587342,0.0,0.0,0.0,0.0,0.0106994263298585,0.0009955846644771,0.0394300528681092,0.139092542288161,11.3969815689292,331.174966812408,positive
P14.10,-0.0225255571774286,-0.0002073362085805,0.0,0.0,0.0,0.0,0.0705967864548597,0.0374924033464438,0.0875988528608797,0.847161437458317,4.52868433663375,66.3002395890743,positive
P23.55,-0.0213970924766163,-0.0081173404625374,0.0,0.0,0.0,0.0,0.0420932823834438,0.0067340488416594,0.0711663729217923,0.463026106217881,7.4988630529902,227.494809481983,positive
P5.17,0.202941783592277,-0.0094675330584261,0.0,0.0,0.0,0.0,0.0177706067601318,0.0105389245948259,0.0239631481553217,0.248788494641845,-3.10030241791695,153.544016809037,positive
S9.1,-0.070674069574753,0.0012463294363289,0.0002276465015765,0.0002276465015765,0.0002276465015765,0.0002276465015765,0.102883127448634,0.0117547542188312,0.322411142337172,0.925948147037704,-5.42282012945353,241.94298294966,positive
P18.149,-0.0278363026211235,-0.0157789811587342,0.0,0.0,0.0,0.0,0.0106994263298585,0.0009955846644771,0.0394300528681092,0.139092542288161,11.3969815689292,331.174966812408,positive
P3.5,-0.0224789715455652,0.0005175030879476,0.0,0.0,0.0,0.0,0.790866655872601,0.648234113752256,0.933499197992946,1.5817333117452,14.8652031407002,162.835937638732,positive
P15.42,0.0147962420427356,-0.0002689641324973,4.12036720198895e-05,4.12036720198895e-05,4.12036720198895e-05,4.12036720198895e-05,0.59275118937656,0.534621852572698,0.657062837464053,2.9637559468828,19.7281241407785,247.270162127029,positive
P13.15,0.277241175608014,-0.001831481485827,0.0,0.0,0.0,0.0,0.10413616051223,0.0578331347028652,0.173767525616727,0.416544642048918,9.52413465909414,324.219925557719,neutral
P18.48,-0.008850388251265,0.0108188453703451,0.0019486637316459,0.0019486637316459,0.0019486637316459,0.0019486637316459,0.145642277883463,0.0399540401646823,0.903603002058772,1.6020650567181,11.2269815689292,331.089211256852,neutral
S10.8,-0.0285381221145569,0.0025521698394257,0.0002515564219023,0.0002515564219023,0.0002515564219023,0.0002515564219023,0.0297748023379387,0.016931869707059,0.115355958793039,0.327522825717326,3.67141299163633,138.485519703194,negative
NS1.12,-0.140242764534532,-0.0010108321975238,0.0,0.0,0.0,0.0,0.0637552297274237,0.0234438987157715,0.190160606585466,1.02008367563878,3.52190588747675,60.2871690301079,positive
P11.28,-0.0235171106702344,6.39913102555799e-06,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,0.236623166453692,0.184822899462014,0.314727279972285,0.946492665814767,7.58608620120877,143.286955474173,neutral
P3.30,0.0381116729496711,-0.0006275894887507,0.0,0.0,0.0,0.0,0.0297418540830965,0.0182203366617238,0.071069235079855,0.416385957163351,7.37220314070017,161.652914305399,neutral
P18.147,-0.0347203723267246,-0.0012420566396583,0.0,0.0,0.0,0.0,0.341464666774343,0.126110651403703,0.497866538639857,3.75611133451777,-25.8760184310708,331.010610145741,positive
P9.23,-0.0095757128984625,4.2885875857802e-05,1.00908629521108e-05,1.00908629521108e-05,1.00908629521108e-05,1.00908629521108e-05,0.0560761592417853,0.0369833319135742,0.0875849661918268,0.560761592417853,17.8310277766371,216.079085534848,neutral
P18.77,0.0064977913939598,0.0009619393594023,0.0001276871700623,0.0001276871700623,0.0001276871700623,0.0001276871700623,0.0470350139497351,0.0185491590996738,0.205874617624534,0.517385153447086,12.2729815689292,331.118117923519,positive
P6.26,-0.0010839915837199,-0.0010343230651657,0.0,0.0,0.0,0.0,0.26252627112594,0.104409565460088,0.375583096477512,0.787578813377819,12.2098981572897,232.390594122756,neutral
P8.33,0.0414727950714681,-0.001474288381442,0.0,0.0,0.0,0.0,0.0850841082973598,0.039679724390166,0.160822131908483,1.10609340786568,-4.97180062614714,74.6482509212574,neutral
PS2.5,-0.10035812250167,0.369083959540172,0.0,0.0,0.0,0.0,0.0849747843838634,0.0594997416095877,0.137670587772047,1.18964698137409,14.2770365757112,137.835034307651,neutral
P14.73,-0.0356071372626126,0.0019641839544432,0.0002139285481252,0.0002139285481252,0.0002139285481252,0.0002139285481252,0.0478744666741821,0.0280057220053215,0.0812219860293702,0.574493600090185,1.58168433663374,66.0607140335188,positive
P23.27,-0.0213531644158266,0.001051396936263,0.0001562045920497,0.0001562045920497,0.0001562045920497,0.0001562045920497,0.106165856721068,0.0213597911175178,0.257842232104877,1.38015613737388,-3.63013694700979,224.915248370871,positive
P24.17,-0.0408276023904579,-0.0008037338351609,0.0,0.0,0.0,0.0,0.0852691268692344,0.0311222439508249,0.173400751253053,0.426345634346172,8.74665557938209,230.864621982668,positive
P18.120,0.0065054850908812,-0.0001073204625863,0.0,0.0,0.0,0.0,0.41640452608607,0.183670655932251,0.594529095175168,3.33123620868856,-17.3660184310708,330.543321256852,neutral
P20.29,-0.03290525524036,-0.000313009329967,0.0,0.0,0.0,0.0,0.0522641331178601,0.0418140127848742,0.0667793924393294,0.522641331178601,22.2314432686824,798.442067750746,positive
P22.17,-0.0506489160282418,6.39913101353381e-06,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,0.185960168092962,0.168417239563349,0.195362456842566,0.557880504278885,8.23892412886453,233.62358775596,positive
P24.34,-0.0678376263191201,-2.49782843048766e-05,0.0,0.0,0.0,0.0,0.0173652326389673,0.011459626041232,0.0224295548376176,0.243113256945543,-3.1083444206179,231.014571982668,neutral
P18.135,-0.0045669713118241,0.0270909396561842,0.004431507217077,0.004431507217077,0.004431507217077,0.004431507217077,0.16935008311691,0.0920907761736992,0.261312473601961,0.846750415584552,3.56398156892922,330.861010145741,positive
S7.13,0.189205923024567,0.0265698711453204,0.0,0.0,0.0,0.0,0.30475269586684,0.14230617534137,0.462003137713261,2.74277426280156,-14.475313107539,163.924405514949,positive
P22.20,-0.0506489160282418,6.39913101353381e-06,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,0.705586817814499,0.444409388646893,0.855346481600841,2.822347271258,-28.6060758711355,233.614404422627,neutral
P23.59,-0.0228450898097473,0.000254619906071,5.4515160977139e-05,5.4515160977139e-05,5.4515160977139e-05,5.4515160977139e-05,0.0575688560922901,0.0287997198620906,0.0755145665713718,0.690826273107481,1.16686305299021,227.401538370871,positive
P18.53,-0.0181186797119089,0.0008276238041444,0.0,0.0,0.0,0.0,0.018157176295122,0.0055935731919055,0.0366660198786865,0.236043291836586,-14.3460184310708,330.606654590185,positive
S6.8,-0.043328843874342,0.0002687474768445,0.0,0.0,0.0,0.0,0.105562100981922,0.0221803211892292,0.233744397396648,1.58343151472883,7.60756610085491,128.522466192465,positive
P11.37,-0.0235171106702344,6.39913102555799e-06,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,0.0694773721470106,0.016135041154543,0.281146463830808,0.764251093617116,-1.82991379879122,143.356102140839,neutral
P18.142,-0.0237776045772117,0.0366699965008732,0.0,0.0,0.0,0.0,0.232115663260867,-0.0252561788938319,0.41484075149786,2.55327229586954,3.49198156892922,331.097561256852,positive
P21.31,-0.0016662496205676,6.39913102455968e-06,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,0.196779949002288,0.0287326424818232,0.622642164148929,1.77101954102059,30.7115358144583,1141.29521926314,neutral
P20.87,0.0810634234362919,0.0040561124008275,0.0004186393688106,0.0004186393688106,0.0004186393688106,0.0004186393688106,0.0510962321381345,0.0436493671795625,0.0599737615472245,0.613154785657614,18.3994432686824,798.527561084079,negative
P4.8,-0.112546028202938,0.0022453310634466,0.000251950217377,0.000251950217377,0.000251950217377,0.000251950217377,0.0686128329099675,0.0132348170957965,0.23206556071499,0.686128329099675,4.65750674896505,199.348713440087,negative
P6.31,-0.0292082253318442,0.0001279239683834,1.75951780371746e-05,1.75951780371746e-05,1.75951780371746e-05,1.75951780371746e-05,0.0572456130107701,0.0305985959206565,0.0756108593266462,0.457964904086161,17.8978981572897,231.973736344978,positive
P20.69,-0.0260581055233559,0.0141764619680742,0.0,0.0,0.0,0.0,0.118007646780509,0.0054489163932249,0.261805746379246,1.2980841145856,11.7774432686824,797.986774417413,positive
P24.47,-0.07308046588998,-0.0026030683589602,0.0,0.0,0.0,0.0,0.372108278446511,0.14302531225324,0.788108547021945,1.86054139223255,-5.11934442061791,231.027995316002,positive
P6.15,0.0265143969289381,-8.12061753593108e-05,0.0001046158935753,0.0001046158935753,0.0001046158935753,0.0001046158935753,0.111473533804824,0.0611829361149516,0.179934743697939,0.89178827043859,18.8928981572897,232.920330789423,positive
P23.6,-0.0168043015195231,-0.0003593341710904,0.0,0.0,0.0,0.0,0.148987745239786,0.105853099535483,0.269390356797591,0.744938726198931,3.79186305299021,227.482999481983,positive
NS4.13,0.152603451146512,0.0959103748716533,0.0012093822717368,0.0068736103031485,0.0040414962874426,0.0080829925748853,0.0259696074661812,0.0130457359712151,0.0400296434881772,0.0779088223985435,-16.73510436364,685.048345550383,neutral
P3.22,-0.0080402438216483,0.0017037167500607,0.0002168178219288,0.0002168178219288,0.0002168178219288,0.0002168178219288,0.0508101638532237,0.0142303592227099,0.216712562928263,0.711342293945132,0.472203140700174,163.127469860954,neutral
P8.2,0.0090341134425827,-0.0007113787788592,0.0,0.0,0.0,0.0,0.146103895481024,0.0730518428831959,0.249562854104811,1.89935064125331,1.31119937385286,74.4876209212574,neutral
P20.44,0.008626017390971,0.0001946296739507,0.0001660280278759,0.0001660280278759,0.0001660280278759,0.0001660280278759,0.0126820366629747,0.0055971127108085,0.0278037609148627,0.126820366629747,7.33844326868243,798.055366639635,positive
P24.39,-0.0522570415917967,0.0001205486860416,0.0,0.0,0.0,0.0,0.0093693737807194,0.0046156637675941,0.0212786917719254,0.103063111587914,3.8966555793821,231.12584420489,positive
P18.13,-0.0181186797119089,0.0008276238041444,0.0,0.0,0.0,0.0,0.0171763123826524,0.0055935731919055,0.0366660198786865,0.257644685739786,-14.3460184310708,330.606654590185,positive
P19.14,-0.0391428992297689,0.0003011096729034,0.0,0.0,0.0,0.0,0.0101785988125712,0.0070673729644871,0.0122048843649131,0.101785988125712,18.7912631010265,334.543410403563,neutral
NS3.14,-0.0907987898903853,0.0009351669619054,0.0,0.0,0.0,0.0,0.330089037548052,0.131329583207413,1.18575230216716,3.30089037548052,5.05010737021723,42.1940877508479,positive
P24.3,-0.063187333561796,-0.0003845184574556,0.0,0.0,0.0,0.0,0.0497564310357567,0.0165038343717129,0.0766303079420807,0.29853858621454,20.5876555793821,231.102945316002,positive
P3.3,-0.0167464474369834,-0.004430842223246,0.0008867543710472,0.0008867543710472,0.0008867543710472,0.0008867543710472,0.518017631013521,0.122682704703796,1.2094207800198,2.07207052405409,-4.30479685929983,162.031893194288,positive
P18.92,-0.0155894746387363,0.0006136659138196,0.0,0.0,0.0,0.0,0.0197710022048645,0.0109251439345361,0.02804642885006,0.21748102425351,13.3529815689292,331.129340145741,neutral
P14.44,-0.0268562109535178,-0.0022602404653013,0.0,0.0,0.0,0.0,0.105378372894303,0.0480972202415842,0.232956474883232,1.26454047473163,2.61268433663373,66.2928618112965,negative
P18.6,0.0015599178585022,0.0003198366001144,0.0,0.0,0.0,0.0,0.0496019562628333,0.0335220960992482,0.0699392132110742,0.496019562628333,18.0539815689292,331.176654590185,negative
P8.11,0.0306978901674982,-0.0004185003275812,0.0,0.0,0.0,0.0,0.352356886296589,0.282198162227235,0.448124263490641,1.05707065888977,-4.34580062614714,73.6782331434796,negative
P10.40,0.0863588238015269,0.0100478760466206,0.0010301958736074,0.0010301958736074,0.0010301958736074,0.0010301958736074,0.0606219919367195,0.0283759863198729,0.143479997160413,0.727463903240634,-46.5319146232733,84.2550009808269,neutral
P15.21,0.0144198442361032,0.102376495682924,0.0,0.0,0.0,0.0,0.139930366761235,0.028569944734958,0.281050670681358,0.419791100283705,-24.9838758592215,247.426211015918,positive
P20.14,-0.0207055460687769,4.68147265144377e-06,0.0,0.0,0.0,0.0,0.030172368725813,0.0164952419115661,0.0577280173499972,0.271551318532317,14.2184432686824,798.323299972968,positive
P15.23,0.0180119914938945,0.0015936940776283,0.0003124658072832,0.0003124658072832,0.0003124658072832,0.0003124658072832,0.386707816807536,0.0936299899551887,0.581936162099478,1.93353908403768,-1.68987585922152,247.012588793696,positive
P23.46,0.015197874363137,0.0344608826685366,0.009611777762304,0.009611777762304,0.009611777762304,0.009611777762304,0.0331187373205149,-0.0025129214196216,0.0760933845571924,0.496781059807723,20.4378630529902,227.54561725976,positive
P24.14,-0.0694330496301436,-0.0036838721795174,0.0,0.0,0.0,0.0,0.153853887462254,0.0060481209876579,0.7009000617355,1.69239276208479,12.1136555793821,230.92235420489,positive
P22.51,-0.0506489160282418,6.39913101353381e-06,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,2.5668286278943e-07,0.0905876595052944,0.0491914119365782,0.139334943417266,0.724701276042355,-0.749075871135474,232.940129978183,positive
NS1.1,-0.131030441437221,0.0002074499485745,2.45689717574699e-05,2.45689717574699e-05,2.45689717574699e-05,2.45689717574699e-05,0.0200276200359909,0.0119024166894859,0.0366444687833356,0.300414300539864,-5.13309411252325,60.1838412523301,positive
P11.3,-0.0235171106702344,6.39913102555799e-06,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,2.56682862013005e-07,0.038092976023069,0.0231484993345941,0.0548239251034567,0.38092976023069,-1.54891379879123,143.208405474173,neutral
P9.26,-0.0361497715192041,-0.000526037698661,0.0,0.0,0.0,0.0,0.0690295204810096,0.0525470794808953,0.104101993297646,0.621265684329086,0.313027776637114,216.028227757071,neutral
P10.12,0.0101881880078351,-0.0022848629616594,0.0,0.0,0.0,0.0,0.0845021245733596,0.0164316973921747,0.209206581536034,1.18302974402703,-3.5869146232733,84.4458732030492,positive
P8.18,-0.0245025330279052,-0.0008177309347381,0.0001638572208932,0.0001638572208932,0.0001638572208932,0.0001638572208932,0.147932788764909,0.0140171583115195,0.943440542383958,1.92312625394382,1.64719937385286,74.3070875879241,neutral
P23.24,0.210825792950644,-0.0064921389639297,0.0,0.0,0.0,0.0,0.0406772531646216,-0.0049128984339999,0.0633593888691381,0.24406351898773,-25.1361369470098,223.831826148649,positive
P13.41,0.0071959358762995,-0.0010983446174197,0.0,0.0,0.0,0.0,0.0210943102764958,0.0156751743705518,0.0276420198215924,0.189848792488462,13.0841346590941,323.915970002163,neutral
P21.24,-0.0016662496205676,6.39913102455968e-06,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,2.56682862710132e-07,0.344631124734237,0.119717280636759,0.69793558501369,2.41241787313966,21.2945358144583,1140.88848259647,negative
P18.137,-0.0021121298675404,-0.0001695482937283,0.0001111609884579,0.0001111609884579,0.0001111609884579,0.0001111609884579,0.0201320373914048,0.006418853184008,0.0382772808156485,0.241584448696858,7.61898156892921,328.821126812408,positive
P14.53,-0.0191303228787357,-0.0001485027389871,0.0,0.0,0.0,0.0,0.0464262565062826,0.0201787731271948,0.0718576007644687,0.649967591087956,0.911684336633741,66.2956029224077,positive
P18.87,-0.0051237322347394,7.03018465175953e-05,6.65454133107197e-06,6.65454133107197e-06,6.65454133107197e-06,6.65454133107197e-06,0.0135904254719124,0.0062616569950361,0.0213000924066822,0.176675531134862,6.40798156892922,331.184601256852,positive
S7.12,0.0056922735298804,-0.0136537422248228,0.0,0.0,0.0,0.0,0.049079315598557,-0.0044863359991197,0.20594827318753,0.441713840387013,2.74968689246097,164.689922181616,positive
P3.11,-0.0072874898804628,-0.0072822667731603,0.0,0.0,0.0,0.0,0.064344231821407,-0.001336043584085,0.24418483878129,0.965163477321105,-12.8957968592998,162.609527638732,positive
P5.12,0.121777009135143,0.0076213511859472,0.0010135344404504,0.0010135344404504,0.0010135344404504,0.0010135344404504,0.0153715049002358,0.0018526622909756,0.0425201630771835,0.199829563703066,-3.89530241791695,152.544066809037,positive
P13.16,-0.040618215813656,3.96103787743155e-05,0.0001136941309059,0.0001136941309059,0.0001136941309059,0.0001136941309059,0.165157318063971,0.0047406127124125,0.407700875030253,2.14704513483162,-23.2238653409059,322.108067779941,positive
P2.52,0.0868823895236843,-0.0001219353139235,0.0,0.0,0.0,0.0,0.22332127153179,0.0427600170904541,0.708394644205137,2.67985525838148,-0.787819384409786,642.122954728155,neutral
P23.71,0.0127077768374403,-0.0016240810900151,0.0,0.0,0.0,0.0,0.038494215248994,0.0154869061882156,0.0640793819734516,0.38494215248994,7.66786305299021,227.334461704205,neutral
P15.12,-0.0244963281986471,6.39913102896345e-06,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,2.56682862488855e-07,0.0304971821365947,0.0172865953257331,0.043124661979004,0.304971821365947,13.4331241407785,246.899612127029,negative
