Time, Value
1544105998.376, 23
1544105999.373, 35
1544106000.383, 43
1544106001.372, 54
1544106002.391, 41
1544106003.386, 44
1544106004.369, 50
1544106005.376, 41
1544106006.368, 60
1544106007.372, 54
1544106008.361, 44
1544106009.366, 35
1544106010.376, 30
1544106011.373, 10
1544106012.374, 10
1544106013.357, 10
1544106014.372, 10
1544106015.406, 10
1544106016.375, 10
1544106017.407, 23
1544106018.375, 38
1544106019.367, 44
1544106020.360, 57
1544106021.376, 53
1544106022.389, 56
1544106023.371, 56
1544106024.370, 64
1544106025.355, 51
1544106026.369, 47
1544106027.387, 37
1544106028.387, 26
1544106029.375, 43
1544106030.355, 50
1544106031.371, 40
1544106032.398, 40
1544106033.376, 38
1544106034.387, 34
1544106035.356, 44
1544106036.369, 57
1544106037.354, 63
1544106038.367, 74
1544106039.369, 74
1544106040.375, 63
1544106041.386, 51
1544106042.386, 41
1544106043.390, 47
1544106044.371, 47
1544106045.358, 54
1544106046.374, 56
1544106047.358, 51
1544106048.367, 53
1544106049.351, 43
1544106050.356, 26
1544106051.374, 27
1544106052.385, 21
1544106053.365, 35
1544106054.383, 43
1544106055.352, 50
1544106056.374, 56
1544106057.350, 47
1544106058.385, 44
1544106059.358, 38
1544106060.375, 41
1544106061.367, 48
1544106062.357, 56
1544106063.370, 44
1544106064.385, 43
1544106065.365, 44
1544106066.388, 40
1544106067.354, 50
1544106068.363, 48
1544106069.368, 53
1544106070.370, 61
1544106071.369, 48
1544106072.358, 51
1544106073.380, 54
1544106074.353, 60
1544106075.364, 57
1544106076.379, 63
1544106077.369, 60
1544106078.384, 51
1544106079.353, 77
1544106080.372, 56
1544106081.366, 53
1544106082.364, 66
1544106083.384, 69
1544106084.365, 77
1544106085.363, 77
1544106086.357, 61
1544106087.353, 40
1544106088.381, 43
1544106089.354, 37
1544106090.364, 50
1544106091.349, 54
1544106092.365, 66
1544106093.384, 64
1544106094.365, 60
1544106095.368, 63
1544106096.353, 43
1544106097.368, 61
1544106098.353, 51
1544106099.373, 43
1544106100.370, 51
1544106101.352, 23
1544106102.363, 20
1544106103.383, 17
1544106104.367, 23
1544106105.366, 40
1544106106.357, 51
1544106107.370, 63
