Time, PoorSignal, Attention, Meditation
1549294951.893, 0, 57, 61
1549294952.898, 0, 53, 56
1549294953.929, 0, 64, 53
1549294954.897, 0, 48, 60
1549294955.900, 0, 61, 69
1549294956.898, 0, 90, 75
1549294957.900, 0, 81, 69
1549294958.886, 0, 81, 81
1549294959.899, 0, 69, 81
1549294960.895, 0, 54, 87
1549294961.900, 0, 41, 91
1549294962.931, 0, 41, 69
1549294963.913, 0, 37, 66
1549294964.913, 0, 26, 63
1549294965.916, 0, 30, 63
1549294966.884, 0, 41, 75
1549294967.908, 0, 50, 74
1549294968.881, 0, 63, 74
1549294969.898, 0, 60, 67
1549294970.882, 0, 63, 66
1549294971.886, 0, 63, 61
1549294972.914, 0, 67, 56
1549294973.900, 0, 84, 56
1549294974.893, 0, 94, 50
1549294975.903, 0, 94, 56
1549294976.887, 0, 91, 63
1549294977.907, 0, 78, 69
1549294978.898, 0, 78, 75
1549294979.915, 0, 63, 66
1549294980.899, 0, 54, 70
1549294981.896, 0, 38, 69
1549294982.902, 0, 7, 70
1549294983.896, 0, 27, 78
1549294984.898, 0, 40, 80
1549294985.884, 0, 57, 84
1549294986.892, 0, 77, 90
1549294987.913, 0, 69, 90
1549294988.895, 0, 51, 84
1549294989.900, 0, 44, 81
1549294990.896, 0, 37, 75
1549294991.893, 0, 50, 70
1549294992.908, 0, 60, 77
1549294993.893, 0, 70, 74
1549294994.917, 0, 80, 83
1549294995.883, 0, 53, 87
1549294996.900, 0, 50, 93
1549294997.887, 0, 50, 93
1549294998.895, 0, 51, 88
1549294999.908, 0, 66, 75
1549295000.886, 0, 63, 64
1549295001.901, 0, 54, 64
1549295002.899, 0, 44, 61
1549295003.902, 0, 34, 75
1549295004.897, 0, 23, 67
1549295005.916, 0, 20, 64
1549295006.899, 0, 30, 63
1549295007.880, 0, 50, 61
1549295008.898, 0, 61, 69
1549295009.888, 0, 60, 75
1549295010.900, 0, 69, 69
1549295011.894, 0, 40, 54
1549295012.898, 0, 38, 50
1549295013.892, 0, 40, 50
1549295014.908, 0, 17, 44
1549295015.898, 0, 43, 63
1549295016.902, 0, 57, 66
1549295017.887, 0, 66, 63
1549295018.895, 0, 84, 75
1549295019.882, 0, 81, 67
1549295020.898, 0, 69, 74
1549295021.914, 0, 48, 80
1549295022.898, 0, 51, 70
1549295023.894, 0, 53, 75
1549295024.929, 0, 60, 77
1549295025.892, 0, 81, 78
1549295026.929, 0, 60, 87
1549295027.887, 0, 66, 93
1549295028.899, 0, 63, 84
1549295029.886, 0, 61, 87
1549295030.886, 0, 70, 77
1549295031.900, 0, 67, 77
1549295032.893, 0, 70, 75
1549295033.892, 0, 53, 63
1549295034.912, 0, 53, 69
1549295035.912, 0, 50, 54
1549295036.911, 0, 44, 60
1549295037.883, 0, 51, 67
1549295038.913, 0, 47, 51
1549295039.898, 0, 53, 70
1549295040.897, 0, 57, 69
1549295041.883, 0, 74, 66
1549295042.887, 0, 84, 84
1549295043.899, 0, 93, 74
1549295044.888, 0, 93, 74
1549295045.898, 0, 84, 78
1549295046.914, 0, 87, 74
1549295047.898, 0, 83, 77
1549295048.912, 0, 93, 74
1549295049.887, 0, 93, 67
1549295050.912, 0, 96, 64
1549295051.882, 0, 96, 66
1549295052.900, 0, 83, 53
1549295053.913, 0, 75, 64
1549295054.894, 0, 74, 63
1549295055.900, 0, 70, 67
1549295056.884, 0, 63, 75
1549295057.893, 0, 70, 74
1549295058.941, 0, 67, 77
1549295059.898, 0, 60, 80
1549295060.898, 0, 61, 78
1549295061.897, 0, 61, 69
1549295062.892, 0, 69, 64
1549295063.915, 0, 74, 41
1549295064.897, 0, 83, 44
1549295065.915, 0, 88, 48
1549295066.880, 0, 77, 53
1549295067.930, 0, 75, 64
1549295068.879, 0, 77, 70
1549295069.902, 0, 64, 60
1549295070.918, 0, 67, 57
1549295071.902, 0, 74, 66
1549295072.892, 0, 74, 61
1549295073.902, 0, 87, 75
1549295074.895, 0, 87, 64
1549295075.917, 0, 80, 51
1549295076.903, 0, 70, 56
1549295077.914, 0, 63, 44
1549295078.887, 0, 66, 56
1549295079.893, 0, 74, 64
1549295080.880, 0, 90, 57
1549295081.888, 0, 75, 64
1549295082.893, 0, 56, 64
