1536070955.000000, 1536070955.000000, 1536070955.000000
32.000000, 32.000000, 32.000000
43,-4,44
43,-5,43
43,-5,41
43,-6,41
43,-5,43
43,-5,44
42,-5,46
42,-5,45
42,-5,43
42,-5,42
42,-5,42
43,-5,44
43,-5,45
42,-5,44
43,-5,43
43,-5,43
42,-5,43
42,-5,44
42,-4,44
42,-4,44
42,-5,44
43,-6,44
42,-5,43
42,-5,43
43,-5,43
43,-5,44
42,-5,44
42,-5,44
42,-5,44
43,-5,43
42,-5,43
42,-5,44
42,-5,44
42,-5,43
42,-5,43
43,-6,44
43,-6,44
43,-5,43
43,-5,43
43,-6,44
42,-5,44
42,-5,43
43,-5,43
43,-5,43
42,-6,42
43,-6,42
43,-6,43
43,-6,42
43,-6,43
43,-6,43
43,-6,43
42,-6,43
43,-6,43
43,-5,43
43,-5,43
43,-6,43
43,-5,43
43,-5,43
43,-5,43
43,-5,43
43,-6,43
43,-6,43
44,-5,43
43,-5,42
43,-5,43
43,-5,42
43,-6,43
43,-5,43
43,-5,43
43,-5,42
43,-5,43
43,-6,43
45,-5,42
42,-6,43
42,-6,43
44,-6,44
45,-6,42
43,-5,41
43,-5,42
43,-6,43
43,-6,44
44,-6,43
44,-6,41
43,-6,41
43,-6,43
43,-6,43
43,-5,43
44,-5,43
43,-5,43
43,-6,43
43,-6,42
43,-6,43
44,-6,43
43,-6,43
43,-6,43
43,-6,43
43,-6,43
43,-5,42
43,-6,43
43,-6,43
43,-6,43
43,-6,43
43,-6,43
43,-6,43
43,-6,43
43,-6,42
43,-6,43
43,-6,43
43,-6,43
43,-5,42
43,-6,42
43,-6,43
43,-6,44
44,-5,43
44,-5,43
43,-6,43
42,-6,43
43,-6,42
44,-5,42
43,-4,43
42,-6,43
42,-6,43
43,-7,42
43,-6,41
43,-6,43
43,-6,43
43,-6,43
43,-6,43
43,-6,42
43,-6,43
43,-5,42
43,-6,42
43,-6,43
43,-6,43
43,-6,43
43,-5,42
43,-5,43
43,-6,43
