Time, Value
1541428172.041, 13
1541428173.049, 1
1541428174.042, 7
1541428175.058, 4
1541428176.040, 26
1541428177.050, 34
1541428178.054, 37
1541428179.056, 47
1541428180.057, 29
1541428181.039, 27
1541428182.064, 47
1541428183.038, 47
1541428184.070, 53
1541428185.054, 54
1541428186.055, 48
1541428187.053, 48
1541428188.038, 30
1541428189.046, 30
1541428190.066, 21
1541428191.049, 27
1541428192.058, 35
1541428193.054, 43
1541428194.056, 40
1541428195.070, 27
1541428196.056, 34
1541428197.066, 21
1541428198.030, 35
1541428199.049, 30
1541428200.043, 44
1541428201.037, 43
1541428202.050, 35
1541428203.055, 43
1541428204.047, 43
1541428205.052, 27
1541428206.057, 17
1541428207.053, 13
1541428208.059, 14
1541428209.049, 41
1541428210.039, 57
1541428211.043, 60
1541428212.035, 41
1541428213.054, 29
1541428214.043, 30
1541428215.056, 27
1541428216.070, 44
1541428217.070, 38
1541428218.038, 23
1541428219.052, 29
1541428220.034, 23
1541428221.050, 24
1541428222.043, 16
1541428223.051, 34
1541428224.058, 37
1541428225.041, 47
1541428226.054, 60
1541428227.068, 50
1541428228.054, 53
1541428229.055, 53
1541428230.039, 53
1541428231.058, 54
1541428232.043, 48
1541428233.053, 41
1541428234.057, 43
1541428235.041, 34
1541428236.057, 41
1541428237.041, 48
1541428238.055, 50
1541428239.054, 51
1541428240.038, 29
1541428241.056, 24
1541428242.041, 23
1541428243.059, 13
1541428244.049, 11
1541428245.042, 7
1541428246.052, 1
1541428247.034, 7
1541428248.054, 26
1541428249.039, 34
1541428250.040, 35
1541428251.070, 44
1541428252.035, 44
1541428253.066, 37
1541428254.043, 48
1541428255.055, 30
1541428256.050, 30
1541428257.039, 29
1541428258.049, 35
1541428259.027, 37
1541428260.043, 29
1541428261.039, 26
1541428262.035, 23
1541428263.054, 24
1541428264.056, 30
1541428265.040, 30
1541428266.059, 20
1541428267.042, 29
1541428268.073, 30
1541428269.039, 44
1541428270.068, 61
1541428271.028, 50
1541428272.042, 44
1541428273.058, 26
1541428274.038, 4
1541428275.050, 10
1541428276.058, 1
1541428277.047, 11
1541428278.055, 14
1541428279.042, 10
1541428280.068, 3
1541428281.058, 1
1541428282.039, 11
1541428283.039, 29
1541428284.039, 38
1541428285.042, 44
1541428286.058, 37
1541428287.054, 17
1541428288.052, 17
1541428289.035, 23
1541428290.049, 30
1541428291.039, 27
1541428292.057, 20
1541428293.042, 13
1541428294.050, 8
1541428295.052, 3
1541428296.055, 3
1541428297.058, 1
1541428298.064, 1
1541428299.057, 16
1541428300.071, 26
1541428301.037, 35
1541428302.044, 44
1541428303.036, 34
1541428304.054, 41
1541428305.054, 43
1541428306.057, 47
1541428307.057, 47
1541428308.040, 50
1541428309.051, 48
1541428310.072, 43
1541428311.041, 51
1541428312.074, 38
1541428313.039, 29
1541428314.040, 24
1541428315.049, 29
1541428316.038, 37
1541428317.051, 27
1541428318.028, 16
1541428319.053, 3
1541428320.035, 1
1541428321.043, 16
1541428322.057, 27
1541428323.036, 34
1541428324.051, 27
1541428325.034, 20
1541428326.056, 13
1541428327.053, 16
1541428328.043, 27
1541428329.052, 34
1541428330.038, 43
1541428331.038, 34
1541428332.039, 29
1541428333.043, 38
1541428334.056, 47
1541428335.041, 41
1541428336.054, 53
1541428337.051, 40
1541428338.039, 30
1541428339.057, 48
1541428340.042, 40
1541428341.066, 47
1541428342.034, 35
1541428343.037, 14
1541428344.070, 13
1541428345.035, 7
1541428346.041, 3
1541428347.054, 14
1541428348.055, 3
1541428349.052, 14
1541428350.056, 29
1541428351.054, 38
1541428352.053, 51
1541428353.039, 38
1541428354.043, 38
1541428355.038, 37
1541428356.072, 38
1541428357.034, 41
1541428358.054, 34
1541428359.052, 34
1541428360.039, 27
1541428361.052, 27
1541428362.034, 38
1541428363.044, 21
1541428364.038, 29
1541428365.039, 30
1541428366.052, 27
1541428367.059, 50
1541428368.053, 23
1541428369.035, 21
1541428370.040, 23
1541428371.069, 14
1541428372.040, 30
1541428373.051, 34
1541428374.039, 23
1541428375.054, 16
1541428376.070, 21
1541428377.041, 24
1541428378.057, 35
1541428379.040, 43
1541428380.043, 44
1541428381.037, 40
1541428382.054, 40
1541428383.054, 48
1541428384.042, 44
