Time, Value
1537526024.545, 80
1537526025.559, 81
1537526026.541, 83
1537526027.560, 84
1537526028.534, 88
1537526029.549, 80
1537526030.532, 80
1537526031.544, 66
1537526032.548, 47
1537526033.543, 64
1537526034.546, 63
1537526035.564, 77
1537526036.544, 97
1537526037.555, 100
1537526038.545, 100
1537526039.560, 100
1537526040.545, 87
1537526041.547, 56
1537526042.548, 44
1537526043.541, 43
1537526044.576, 61
1537526045.559, 78
1537526046.543, 84
1537526047.561, 90
1537526048.550, 91
1537526049.561, 81
1537526050.532, 77
1537526051.549, 75
1537526052.537, 60
1537526053.547, 67
1537526054.542, 70
1537526055.548, 63
1537526056.562, 66
1537526057.554, 77
1537526058.551, 74
1537526059.561, 63
1537526060.547, 60
1537526061.540, 63
1537526062.547, 70
1537526063.541, 94
1537526064.546, 80
1537526065.544, 74
1537526066.546, 77
1537526067.528, 63
1537526068.543, 84
1537526069.560, 88
1537526070.564, 70
1537526071.542, 77
1537526072.548, 67
1537526073.544, 47
1537526074.576, 51
1537526075.545, 60
1537526076.560, 70
1537526077.532, 80
1537526078.544, 77
1537526079.547, 74
1537526080.548, 54
1537526081.560, 56
1537526082.547, 50
1537526083.539, 35
1537526084.559, 54
1537526085.564, 51
1537526086.546, 61
1537526087.531, 69
1537526088.546, 57
1537526089.536, 67
1537526090.550, 56
1537526091.536, 61
1537526092.547, 57
1537526093.541, 61
1537526094.536, 83
1537526095.547, 94
1537526096.563, 96
1537526097.540, 100
1537526098.565, 83
1537526099.549, 77
1537526100.562, 91
1537526101.566, 70
1537526102.548, 77
1537526103.559, 67
1537526104.537, 47
1537526105.544, 61
1537526106.557, 77
1537526107.542, 81
1537526108.562, 91
1537526109.547, 96
1537526110.564, 87
1537526111.547, 87
1537526112.549, 94
1537526113.547, 87
1537526114.543, 91
1537526115.560, 87
1537526116.554, 90
1537526117.548, 94
1537526118.554, 88
1537526119.533, 100
1537526120.554, 91
1537526121.533, 87
1537526122.538, 88
1537526123.551, 83
1537526124.541, 93
1537526125.547, 90
1537526126.544, 83
1537526127.547, 70
1537526128.559, 53
1537526129.548, 60
1537526130.554, 67
1537526131.551, 83
1537526132.545, 100
1537526133.558, 100
1537526134.544, 97
1537526135.554, 93
1537526136.541, 83
1537526137.544, 81
1537526138.534, 81
1537526139.548, 83
1537526140.562, 78
1537526141.547, 84
1537526142.548, 100
1537526143.565, 94
1537526144.549, 87
1537526145.562, 74
1537526146.543, 50
1537526147.572, 48
1537526148.531, 50
1537526149.558, 50
1537526150.529, 54
1537526151.547, 64
1537526152.563, 70
1537526153.551, 66
1537526154.541, 74
1537526155.563, 64
1537526156.542, 70
1537526157.563, 77
1537526158.532, 77
1537526159.559, 81
1537526160.529, 80
1537526161.541, 66
1537526162.529, 54
1537526163.542, 44
1537526164.559, 56
1537526165.561, 75
1537526166.543, 80
1537526167.563, 91
1537526168.548, 77
1537526169.551, 69
1537526170.535, 74
1537526171.546, 56
1537526172.547, 56
1537526173.565, 43
1537526174.545, 30
1537526175.536, 37
1537526176.543, 24
1537526177.579, 27
1537526178.545, 35
1537526179.557, 38
1537526180.532, 23
1537526181.548, 24
1537526182.547, 23
1537526183.545, 17
1537526184.545, 37
1537526185.545, 44
1537526186.548, 48
1537526187.527, 47
1537526188.558, 43
1537526189.564, 34
1537526190.551, 24
1537526191.559, 20
1537526192.546, 24
1537526193.547, 24
1537526194.532, 38
1537526195.544, 51
1537526196.544, 51
1537526197.557, 53
1537526198.542, 56
1537526199.546, 37
1537526200.552, 34
1537526201.560, 40
1537526202.547, 21
1537526203.561, 30
1537526204.547, 30
1537526205.542, 24
1537526206.562, 24
1537526207.545, 26
1537526208.559, 21
1537526209.548, 23
1537526210.543, 26
1537526211.528, 40
1537526212.551, 51
1537526213.538, 61
1537526214.549, 74
1537526215.543, 61
1537526216.556, 41
1537526217.540, 38
1537526218.559, 23
1537526219.533, 23
1537526220.560, 29
1537526221.532, 16
1537526222.547, 20
1537526223.532, 23
1537526224.542, 38
1537526225.550, 48
1537526226.555, 40
1537526227.541, 35
1537526228.548, 37
1537526229.562, 43
1537526230.545, 69
1537526231.533, 64
1537526232.548, 53
1537526233.531, 43
1537526234.544, 40
1537526235.548, 40
1537526236.537, 40
1537526237.547, 44
1537526238.555, 29
1537526239.546, 34
1537526240.550, 35
1537526241.535, 47
1537526242.547, 51
1537526243.536, 51
1537526244.548, 50
1537526245.544, 27
1537526246.551, 38
1537526247.541, 44
1537526248.576, 41
1537526249.539, 37
1537526250.560, 37
1537526251.538, 37
1537526252.565, 30
1537526253.548, 38
1537526254.539, 34
1537526255.545, 35
1537526256.544, 41
1537526257.541, 43
1537526258.529, 41
1537526259.560, 30
1537526260.560, 35
1537526261.561, 26
1537526262.560, 23
1537526263.547, 24
1537526264.540, 17
1537526265.549, 24
1537526266.538, 34
1537526267.544, 27
1537526268.545, 38
1537526269.543, 29
1537526270.550, 16
1537526271.546, 26
1537526272.556, 11
1537526273.537, 30
1537526274.555, 38
1537526275.533, 41
1537526276.539, 43
1537526277.559, 37
1537526278.541, 41
1537526279.546, 27
1537526280.531, 41
1537526281.548, 43
1537526282.532, 30
1537526283.536, 50
1537526284.545, 35
1537526285.546, 34
1537526286.545, 38
1537526287.548, 21
1537526288.545, 37
1537526289.560, 37
1537526290.529, 24
1537526291.575, 20
1537526292.533, 14
1537526293.580, 4
1537526294.532, 14
1537526295.548, 23
1537526296.543, 16
1537526297.559, 35
1537526298.546, 41
1537526299.560, 44
1537526300.546, 57
1537526301.546, 47
1537526302.534, 40
1537526303.542, 41
1537526304.528, 29
1537526305.548, 41
1537526306.541, 50
1537526307.550, 43
1537526308.539, 43
1537526309.562, 34
1537526310.542, 35
1537526311.554, 37
1537526312.546, 48
1537526313.543, 51
1537526314.546, 56
1537526315.544, 66
1537526316.546, 70
1537526317.562, 67
1537526318.541, 60
1537526319.531, 61
1537526320.539, 60
1537526321.579, 57
1537526322.546, 50
1537526323.556, 43
1537526324.535, 41
1537526325.563, 37
1537526326.548, 44
1537526327.544, 40
1537526328.550, 23
1537526329.536, 24
1537526330.544, 16
1537526331.532, 26
1537526332.543, 44
1537526333.556, 44
1537526334.546, 48
1537526335.543, 38
1537526336.548, 29
1537526337.544, 26
1537526338.544, 17
1537526339.540, 24
1537526340.544, 29
1537526341.541, 29
1537526342.547, 40
1537526343.547, 41
1537526344.548, 40
1537526345.560, 47
1537526346.530, 51
1537526347.555, 56
1537526348.554, 54
1537526349.545, 54
1537526350.548, 56
1537526351.527, 57
1537526352.560, 67
1537526353.528, 60
1537526354.549, 53
1537526355.544, 41
1537526356.535, 35
1537526357.575, 37
1537526358.556, 34
1537526359.542, 34
1537526360.562, 27
1537526361.547, 37
1537526362.559, 43
1537526363.530, 40
1537526364.533, 40
1537526365.534, 43
1537526366.537, 34
1537526367.541, 37
1537526368.554, 44
1537526369.540, 37
1537526370.555, 48
1537526371.547, 48
1537526372.546, 43
1537526373.545, 43
1537526374.543, 37
1537526375.530, 44
1537526376.534, 40
1537526377.561, 29
1537526378.551, 30
1537526379.545, 26
1537526380.559, 35
1537526381.540, 47
1537526382.560, 51
1537526383.533, 30
1537526384.550, 35
1537526385.531, 24
1537526386.544, 10
1537526387.542, 27
1537526388.561, 17
1537526389.575, 21
1537526390.536, 40
1537526391.546, 35
1537526392.560, 40
1537526393.548, 44
1537526394.559, 30
1537526395.549, 34
1537526396.548, 37
1537526397.563, 41
1537526398.533, 50
1537526399.562, 53
1537526400.529, 47
1537526401.542, 48
1537526402.530, 43
1537526403.563, 41
1537526404.560, 38
1537526405.551, 38
1537526406.540, 50
1537526407.531, 48
1537526408.549, 54
1537526409.559, 54
1537526410.548, 48
1537526411.541, 48
1537526412.532, 47
1537526413.551, 43
1537526414.553, 27
1537526415.552, 38
1537526416.545, 24
1537526417.531, 27
1537526418.560, 50
1537526419.555, 40
1537526420.539, 50
1537526421.563, 44
1537526422.532, 37
1537526423.542, 47
1537526424.533, 44
1537526425.536, 34
1537526426.544, 40
1537526427.542, 41
1537526428.548, 54
1537526429.557, 60
1537526430.540, 57
1537526431.547, 56
1537526432.533, 47
1537526433.557, 51
1537526434.532, 47
1537526435.540, 51
1537526436.533, 61
1537526437.543, 63
1537526438.544, 47
1537526439.533, 38
1537526440.547, 35
1537526441.561, 21
1537526442.533, 38
1537526443.558, 30
1537526444.544, 35
1537526445.544, 54
1537526446.563, 54
1537526447.548, 67
1537526448.563, 63
1537526449.548, 64
1537526450.548, 61
1537526451.529, 54
1537526452.539, 57
1537526453.562, 48
1537526454.549, 56
1537526455.540, 54
1537526456.548, 50
1537526457.539, 61
1537526458.544, 54
1537526459.547, 57
1537526460.561, 53
1537526461.527, 40
1537526462.544, 43
1537526463.532, 38
1537526464.550, 35
1537526465.563, 37
1537526466.547, 21
1537526467.539, 30
1537526468.560, 35
1537526469.545, 37
1537526470.545, 56
1537526471.536, 47
1537526472.548, 44
1537526473.530, 47
1537526474.563, 34
1537526475.530, 38
1537526476.564, 38
1537526477.542, 48
1537526478.534, 35
1537526479.544, 14
1537526480.548, 23
1537526481.532, 17
1537526482.560, 23
1537526483.537, 41
1537526484.546, 47
1537526485.537, 35
1537526486.543, 47
1537526487.539, 40
1537526488.530, 35
1537526489.544, 29
1537526490.562, 29
1537526491.556, 40
1537526492.544, 41
1537526493.530, 53
1537526494.547, 54
1537526495.531, 50
1537526496.545, 50
1537526497.541, 47
1537526498.538, 47
1537526499.542, 53
1537526500.563, 48
1537526501.544, 53
1537526502.548, 56
1537526503.531, 51
1537526504.563, 61
1537526505.547, 56
1537526506.539, 44
1537526507.531, 41
1537526508.541, 34
1537526509.540, 17
1537526510.541, 17
1537526511.543, 17
1537526512.555, 10
1537526513.551, 20
1537526514.560, 24
1537526515.542, 23
1537526516.548, 26
1537526517.581, 16
1537526518.545, 14
1537526519.548, 24
1537526520.534, 27
1537526521.563, 44
1537526522.528, 44
1537526523.543, 48
1537526524.559, 48
1537526525.532, 41
1537526526.547, 47
1537526527.537, 37
1537526528.541, 24
1537526529.548, 29
1537526530.549, 37
1537526531.548, 34
1537526532.546, 38
1537526533.546, 34
1537526534.532, 24
1537526535.542, 29
1537526536.576, 30
1537526537.532, 35
1537526538.540, 29
1537526539.548, 26
1537526540.543, 23
1537526541.548, 20
1537526542.532, 24
1537526543.548, 27
1537526544.531, 37
1537526545.549, 41
1537526546.537, 34
1537526547.548, 34
1537526548.543, 35
1537526549.530, 40
1537526550.544, 60
1537526551.579, 54
1537526552.548, 50
1537526553.563, 51
1537526554.530, 44
1537526555.545, 51
1537526556.529, 57
1537526557.548, 43
1537526558.540, 40
1537526559.550, 35
1537526560.544, 23
1537526561.555, 23
1537526562.559, 27
1537526563.545, 27
1537526564.547, 44
1537526565.560, 54
1537526566.527, 51
1537526567.531, 48
1537526568.545, 30
1537526569.537, 29
1537526570.543, 23
1537526571.530, 34
1537526572.546, 27
1537526573.549, 20
1537526574.534, 24
1537526575.561, 20
1537526576.530, 41
1537526577.560, 53
1537526578.527, 53
1537526579.534, 63
1537526580.542, 56
1537526581.533, 56
1537526582.543, 56
1537526583.531, 56
1537526584.549, 54
1537526585.555, 44
1537526586.548, 29
1537526587.544, 16
1537526588.542, 17
1537526589.544, 27
1537526590.551, 35
1537526591.533, 41
1537526592.558, 34
1537526593.536, 26
1537526594.543, 43
1537526595.532, 41
1537526596.548, 50
1537526597.540, 43
1537526598.543, 30
1537526599.545, 20
1537526600.562, 7
1537526601.533, 11
1537526602.542, 20
1537526603.546, 35
1537526604.548, 27
1537526605.528, 34
1537526606.550, 41
1537526607.533, 43
1537526608.549, 81
1537526609.541, 81
1537526610.555, 67
1537526611.546, 61
1537526612.543, 35
1537526613.526, 43
1537526614.544, 50
1537526615.529, 57
1537526616.531, 61
1537526617.529, 47
1537526618.545, 43
1537526619.544, 26
1537526620.531, 23
1537526621.540, 26
1537526622.563, 29
1537526623.541, 40
1537526624.573, 47
1537526625.547, 50
1537526626.531, 43
1537526627.531, 43
1537526628.540, 38
1537526629.542, 29
1537526630.551, 27
1537526631.547, 34
1537526632.548, 34
1537526633.560, 40
