1544106032.000000, 1544106032.000000, 1544106032.000000
32.000000, 32.000000, 32.000000
-9,-3,61
-9,-2,61
-9,-3,61
-9,-3,61
-8,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,62
-9,-3,61
-9,-2,61
-9,-3,61
-9,-3,61
-9,-2,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-2,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-2,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-2,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-10,-3,61
-9,-3,61
-9,-3,61
-9,-3,61
-9,-2,61
-9,-3,61
-9,-3,61
-9,-3,61
-10,-2,61
-9,-3,62
-10,-2,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-9,-3,61
-9,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,61
-10,-3,62
-11,-2,61
-11,-2,61
-10,-3,61
-10,-1,62
-12,-2,61
-12,-3,61
-11,-2,61
-12,-3,61
-12,-3,61
-12,-3,60
-12,-2,61
-11,-3,61
