id,alpha_bin,beta_bin,gamma_bin,delta_bin,theta_bin,alpha_beta,alpha_gamma,alpha_delta,alpha_theta,beta_alpha,beta_gamma,beta_delta,beta_theta,gamma_alpha,gamma_beta,gamma_delta,gamma_theta,delta_alpha,delta_beta,delta_gamma,delta_theta,theta_alpha,theta_beta,theta_gamma,theta_delta,min_att,max_att,mean_att_difference,sd_att_difference,min_med,max_med,mean_med_difference,sd_med_difference,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_temp,mean_temp_difference,max_temp,max_temp_difference,min_temp,min_temp_difference,difference_BVPpeaks_ampl,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,arousal
2.5,0.38169551679726,0.149010456865061,0.229974693350737,0.903206011622194,0.49171911805741,2.4095665544112,1.59098241346325,0.421706762744543,0.776290965925738,0.416483300272746,0.662616606225074,0.166050307595456,0.322311213460669,0.628542460014758,1.50916605684822,0.265689148519753,0.48793173349972,2.36570616774652,5.68018456289669,3.76379692420609,1.83647633381833,1.28816678408441,3.0929854408974,2.04946660890995,0.54452938242999,27,78,-12.8,-5.89737755599049,27,74,9.40000000000001,-2.35499958870869,30.4289746670052,223.585682594554,0,0,0,0,31.484,0.491900000000001,31.51,0.489999999999998,31.47,0.48,-0.42489516540048,1.18874024927149,-0.0201614050032414,2.44468983597142,14.5836222405293,-6.59699999999999,4.7430021605364,high
2.6,0.467839505161457,0.99849303306662,0.170386066405,0.975348164749382,0.554854683332243,4.2589290430994,2.57331896940408,0.47966490752198,0.843164833366837,0.224801145761165,0.604207760291616,0.102625733190227,0.187978509700828,0.388603054377096,1.6550297962561,0.176398934627386,0.327660314619252,2.08479215030936,8.87896550446513,5.36483752977995,1.75784435825907,1.17599365200952,5.0595327599006,3.05184104858562,0.568878578641741,50,81,-21,3.83047427640169,26,64,9.3,-2.53525722483953,54.1416845322593,164.9083186398,0,0,0,0,31.64,0.335999999999999,31.65,0.350000000000001,31.63,0.32,4.83809595289898,0.816046452658309,0.141819786215046,2.13813425087328,9.620603884558,-9.942,5.01038559386974,high
3.1,0.463925549336332,0.177536865278272,0.271828538254636,1.163451855035,0.755539820685168,2.4737832040254,1.70605686447631,0.395351035914395,0.614031796082062,0.40422914049681,0.689654960387645,0.149816403342826,0.248204725856994,0.586146933799278,1.45000044578510,0.22163385609087,0.359911813143516,2.5293970578448,6.25716998330161,4.31429520352131,1.55313047137309,1.62857989361774,4.02875360353331,2.77844990685635,0.64386099871041,20,67,6.83333333333333,-3.68425762522603,50,74,-16.9666666666667,1.29863570844244,45.8868921648678,76.2938570359179,0.426822085216988,1.2879496777551,0.856964026501148,1.7139280530025,32.497,-0.324666666666666,32.5,-0.289999999999999,32.49,-0.340000000000003,-112.889247671469,21.6090399103194,3.68885947579546,56.198562287717,248.699439024525,-2.47533333333334,0.130024367816092,low
3.2,0.417467289618556,0.163614516638978,0.281940552481337,0.950050040411648,0.888832205319474,2.493942455573,1.4837131863399,0.440468682594,0.470805670669986,0.414884318385675,0.614569339627025,0.172743549554032,0.185329890228833,0.673984704366618,1.62451135892597,0.296869144764526,0.316314819760638,2.27030896793982,5.4720493722877,3.36848737550104,1.06887433627899,2.11401759683834,5.10954416590969,3.14143442040041,0.935563672976975,44,81,-16.8666666666667,-1.05699171486316,35,53,-3.06666666666667,4.35649633620481,39.0160353999047,89.161326563895,0,0,0,0,32.392,-0.208666666666662,32.41,-0.189999999999996,32.37,-0.208999999999999,-68.2049260297368,26.3422451018837,9.47544078659764,54.3775844197169,227.08186007854,-14.693333333333,-0.201092198850573,low
3.3,0.416049046495335,0.149608297225354,0.329062263546265,1.06826982013568,0.568296110139754,2.60668808390221,1.2643479433495,0.389460638337689,0.731999044408435,0.383628561435817,0.485039660916994,0.149408214460309,0.28085493308145,0.790920947095606,2.06168707545973,0.308033005337196,0.579033274880256,2.5676535749248,6.69307187519200,3.24640536135166,1.87977672797223,1.36593539854711,3.56056752677311,1.72701646586165,0.531878072146196,43,70,-10.5666666666667,-0.488597486328608,50,64,-10.4666666666667,5.55719542008543,24.2618717282218,195.584107535274,0,0,0,0,32.335,-0.162666666666667,32.34,-0.130000000000003,32.31,-0.160000000000004,-43.1383707072801,22.8056263103420,5.26505513134979,40.7754169022941,204.250636801979,-8.46333333333334,-0.424268965516244,high
3.4,0.416174215983054,0.172125258372899,0.2732909296903,0.929805908876084,0.503468424072137,2.28938748507269,1.52651957114014,0.448678828560394,0.828619437818546,0.436798054728707,0.6667811160295,0.185981939513135,0.361839795348028,0.655084521829325,1.49974220822028,0.29392155631097,0.542816424105644,2.21876573697169,5.925083853817,3.40215674596248,1.84680084076668,1.1968251691851,2.76289043883224,1.84214344653756,0.541476903143704,44,70,-11.8666666666667,1.87164682836929,47,75,-15.3666666666667,0.685019362602925,24.8875668299255,184.164290032501,3.9550250025289,3.9550250025289,3.9550250025289,3.9550250025289,32.179,-0.0166666666666657,32.20,0,32.15,-0.00999999999999801,-36.1446273013856,31.620814966196,17.6309475279201,39.489167207703,116.487660426482,-45.893333333333,-0.0198921988505732,high
3.5,0.44654080025165,0.170896349482014,0.283363294245710,1.18791800560135,0.716678800421665,2.46848983702611,1.57585971449492,0.372763766301103,0.622069637316466,0.40595982098433,0.638390187868272,0.14908831679163,0.252409227409339,0.634574251762108,1.56644009146034,0.226546288111829,0.395383948958161,2.68266416072201,6.62101824148384,4.21750229684398,1.67148659179426,1.60495703868173,3.96171913884964,2.52917714225873,0.598269830490666,30,61,0.633333333333333,-0.531069801736358,10,78,-8.86666666666667,-11.3760903374386,21.4849652768863,266.13949557537,0,0,0,0,32.406,-0.223666666666664,32.41,-0.189999999999996,32.39,-0.240000000000002,-17.8348356141447,14.14752428383,5.39337164655734,28.8635727094005,141.4752428383,-4.63133333333334,-0.0857089655162402,high
3.6,0.432545104091069,0.167059824913826,0.241946769164867,1.05628529114494,0.710168691164376,2.58916297987436,1.7870310496244,0.409496485160142,0.608206317054414,0.386215193964768,0.690186466948223,0.148147863503835,0.22490885771947,0.559587338475517,1.44886281978722,0.219149048245849,0.34035079214788,2.44192240249369,6.32179658972248,4.36397176745949,1.48528092449083,1.64414916209514,4.25697016006463,2.93814577117263,0.67327330709698,38,56,0.333333333333329,4.31639316550602,13,61,-1.26666666666667,-3.51486410337431,-580.451489657799,6414.04351773014,0,0,0,0,32.658,-0.48566666666666,32.66,-0.449999999999996,32.65,-0.5,-34.5534033856345,22.947520731384,9.4748290300410,41.1916991616653,105.522760914692,-33.0783333333333,-0.277717965516243,high
4.1,0.899377375332911,0.265724458063407,0.302914175281408,1.690482702736,1.00957466116093,3.38462298940448,2.96907325559592,0.558602740016036,0.890847809322594,0.295453794314258,0.87721395896577,0.165041189052637,0.263194365420991,0.336805431734753,1.13995974434964,0.178140437075167,0.300042281017277,1.7901709790976,6.05908948693542,5.31416846745736,1.5947788034445,1.11252618306465,3.79932908168141,3.33286249853416,0.627046197175685,19,87,-1.53333333333333,-12.835042242688,34,78,-10.0666666666667,-4.96988067337789,-29.6164544293710,146.220784849062,1.52004433701829,1.52004433701829,1.52004433701829,1.52004433701829,31.75,0.351333333333336,31.85,0.299999999999997,31.69,0.359999999999996,-56.6767354992139,30.998786174007,14.059957972249,54.409959728186,206.991403288049,28.1416666666667,0.317215555555558,high
4.2,0.691483185148779,0.274045117519878,0.214099959175179,1.67637274143464,1.03404245450162,2.5222457995632,3.08560161027633,0.411487734986529,0.668717380109166,0.396314950881654,1.2128700591333,0.163475056430471,0.26502209187059,0.324085908026979,0.81674837749462,0.13368146204391,0.206721093435254,2.42431450727295,6.10714108248566,7.48046874988189,1.62008367019298,1.49539780829979,3.7732569596593,4.61419178678892,0.616833254849399,35,48,14.2666666666667,4.44639774526704,44,75,-7.76666666666667,-1.19112675614899,-51.0347783645778,296.19769447174,2.64351183466504,2.64351183466504,2.64351183466504,2.64351183466504,31.414,0.687333333333335,31.47,0.68,31.39,0.659999999999997,-21.2797329131432,18.1056439428474,2.32544540397718,50.4682747774447,219.387727314169,9.27566666666665,-4.50380999999999,high
4.3,0.546372492578824,0.219877996257676,0.208753465639316,1.16445215762178,0.677197278188213,2.37679334896577,2.48629750146291,0.465204732157172,0.806802451922998,0.419734937025608,1.0460721747,0.18573199979610,0.339449978844422,0.402094482516224,0.955956938971082,0.177101450646893,0.324499562709947,2.14954499645376,5.9902425087395,5.34440835417003,1.73425816387481,1.22946078434855,2.94594204854354,3.0816682514181,0.576614416933989,22,63,9.0666666666667,-3.82502879677449,35,84,-11.1666666666667,-8.60426442596972,-112.853516958669,1175.13505143813,0,0,0,0,31.69,0.410333333333335,31.75,0.399999999999999,31.65,0.399999999999999,-28.6357017196042,37.989510488147,28.2045853730914,44.0225105135548,103.968534464471,20.1746666666667,0.104816777777782,high
4.4,0.62503086868305,0.174664081336543,0.20189132770338,2.064959411332,0.970380679287022,3.3846997884578,2.93453670354829,0.30280949063575,0.64498937888464,0.29544793799646,0.867002817038271,0.0894644396140907,0.180300657544227,0.340769293766492,1.14339878855602,0.93178166269736,0.208492547872937,3.30240640047475,10.167625482491,9.6993279212594,2.1169947908586,1.55253240744994,5.25484258910477,4.5559633331803,0.470111447495410,34,56,8.46666666666667,3.65268558264247,53,87,-20.3666666666667,-3.51114227583725,12.7846955969035,168.575994697539,1.94790182064904,1.94790182064904,1.94790182064904,1.94790182064904,31.511,0.589333333333336,31.53,0.618999999999997,31.49,0.559999999999999,-52.5485244911834,64.5837760022596,37.030192792895,106.432272957183,183.751328007079,30.4006666666667,0.654684444444446,low
4.5,0.5836193793421,0.204278884772061,0.228185068373471,1.37659906270809,0.835318866411841,2.72264857583961,2.45016826493011,0.422958140864998,0.698678916674669,0.367144561935131,0.899594116768416,0.145658165530516,0.256522141654868,0.408133569018526,1.10161141401137,0.163031449146105,0.285144318861029,2.35872242953411,6.42433370965013,5.77929288002594,1.64799033048196,1.43116261483638,3.89828361803733,3.50687305196169,0.606799676857014,40,90,-7.33333333333334,-6.67669149701110,48,69,-11.4666666666667,1.273884911677,-25.6148650679872,266.93932152605,0,0,0,0,32.29,-0.178666666666663,32.31,-0.160000000000004,32.27,-0.209000000000006,-52.6480464206449,39.9890759320379,15.9363885214183,65.6036514645278,189.945379660689,-4.50533333333334,0.486484444444447,low
4.6,0.976840953367216,0.338283537816420,0.27669467228724,1.80240316421228,1.0351625243096,2.88763964002687,3.53039306806788,0.541865841681614,0.943659503145589,0.34630359901499,1.2125878254099,0.17768472041663,0.32679268207759,0.283254578376814,0.81693714873999,0.14351430598018,0.267295874697610,1.84513473560808,5.32808419373229,6.51405088024193,1.74107892785904,1.0597042647862,3.06004404160204,3.74107259060316,0.574322513798552,41,63,0.666666666666664,3.67808775313107,61,96,-32.5666666666667,-2.35878390904507,-192.328338469946,1896.7840787727,0,0,0,0,32.662,-0.560666666666663,32.68,-0.530000000000001,32.65,-0.600000000000001,-92.890314842788,39.888691644474,7.9977679616429,58.5931099664882,279.209842100317,17.5666666666667,0.491708888888891,low
5.1,0.295985527916256,0.114204089927214,0.148972695370533,0.667302714969661,0.413549946691608,2.36381675794256,1.98684414738597,0.44355598165135,0.714717936203474,0.422044636027705,0.840522759164675,0.177643609291849,0.30278956868565,0.50339740963587,1.17973436394210,0.213246050148778,0.36021902897274,2.25451029193928,5.32925147309317,4.47936256580383,1.61359642261862,1.3971865925376,3.3027165250767,2.77601070914579,0.618733649223556,35,53,-4.03333333333333,6.16441710333581,51,61,11.6333333333333,6.22270820025995,0.43195875910162,27.7204880584893,0.209821265848175,0.209821265848175,0.209821265848175,0.209821265848175,32.316,0.217999999999994,32.33,0.260000000000005,32.29,0.29000000000001,28.1671085252587,0.271102428973962,0.103533139567622,0.54641791916086,3.79683400563547,-27.635,1.88399291087739,high
5.2,0.528654093088556,0.176893729350167,0.213745490331369,1.1605091975492,0.679531457314484,2.82863472694706,2.36274747842009,0.451644540409424,0.777968420625336,0.3535274421735,0.835296072664462,0.149668739164806,0.275033176217264,0.4226088116457,1.18717029657455,0.181052168507008,0.3292643104554,2.2041306069338,6.26296672141937,5.22143140646595,1.7215226929026,1.2853992069898,3.63592486316792,3.03707375870722,0.580543538599993,37,88,-21.4333333333333,-5.18517043294418,40,67,9.63333333333333,-0.0795826883530920,5.21006836778316,8.57483421007621,0.0966586160318699,0.146539278757,0.116594813655363,0.25317962739727,32.598,-0.054000000000002,32.61,-0.018999999999996,32.57,-0.0700000000000003,27.0722530520494,0.345218935856338,0.210391953559177,0.510558467144598,5.16843403784507,-26.072,1.82278068965516,high
5.3,0.405967869980908,0.1428709078454,0.28989550588397,0.576948976365247,0.426460345329963,2.65562542737999,1.44426524974375,0.703646052963794,0.951847524374865,0.376559118796626,0.543851165639010,0.264964345388877,0.358464531390651,0.69229358917137,1.83873802008494,0.487190016114906,0.659112263104223,1.42006906047856,3.77409269361148,2.05254508806014,1.35287836884071,1.05047807184697,2.78967627876748,1.51616897493082,0.739164749050503,19,43,13.1666666666667,6.84450649619827,51,83,1.43333333333332,-3.02778518797436,8.19741822686731,1.6929616110906,0,0,0,0,32.7,-0.146000000000006,32.73,-0.139999999999993,32.68,-0.17,26.4763965833926,0.532626806648565,0.185533374745085,1.2764989331684,7.98940199972848,-30.285,1.80541413409962,low
5.4,1.03148886504644,0.366818138301759,0.442736671099328,1.7911833960956,1.84688906038164,2.81125475263381,2.33002805539459,0.575890508692727,0.558554862430784,0.355586562270799,0.82852666644528,0.194778926288017,0.188614603427257,0.429169381632132,1.19696165572768,0.247160332408616,0.22971922046572,1.7364410896986,4.88331498814214,4.04595668833604,0.969897669782138,1.79033442775537,5.03487650325899,4.16142944519884,1.0393660433014,26,54,2.36666666666667,3.90516956733973,27,66,22.2233333333333,-2.11353306480586,14.3258109827213,2.10358365493827,0,0,0,0,32.97,-0.426000000000002,32.99,-0.399999999999999,32.95,-0.450000000000003,21.3808253526393,0.470920847507894,0.92219084142659,0.794783465493114,7.06382920161741,-27.421,1.85678068965516,low
5.5,0.282948373293213,0.11061166013595,0.206456204664847,0.590144811695548,0.426418571417564,2.34592403800638,1.30717525417244,0.479447709581328,0.663544527953038,0.426271161798924,0.557204507836014,0.194374780167781,0.282849963256667,0.765002509629313,1.79463777647461,0.36677870965742,0.507613219134872,2.08573317844977,4.892971622652,2.7264396689046,1.38397684396589,1.50705786555861,3.53544327348053,1.97000381805788,0.721555441748599,30,51,0.966666666666669,6.05863850160565,35,57,20.2233333333333,1.19048760842992,20.970005464906,22.6366749820968,0.162069467830534,0.162069467830534,0.162069467830534,0.162069467830534,32.976,-0.431900000000002,32.99,-0.399999999999999,32.95,-0.450000000000003,29.253506187353,0.445053824591401,0.21482462044336,0.740548891343184,6.22075354427962,-25.762,1.85460291087739,low
5.6,0.609162126345985,0.191479010541055,0.262066706008314,1.73574442586543,1.0495993627591,3.02250204879201,2.32251673588408,0.350957328317803,0.580385476558733,0.33074218079913,0.768485555443532,0.10607642722133,0.1858016259725,0.430381809531457,1.30116063257344,0.14945685114905,0.249787409665672,2.84934924935267,8.61401360657052,6.61951351659893,1.65371992086782,1.72199280459132,5.19947246426514,4.00340434026859,0.60469695141089,37,60,-9.63333333333333,6.7445536529828,35,67,18.0333333333333,-1.21068613966397,33.4077593437714,5.1614340475816,0.055752956223266,0.118369910273981,0.0976032728587614,0.292809817576285,33.31,-0.766000000000005,33.33,-0.739999999999995,33.29,-0.789999999999999,25.032876955939,0.498565561673766,0.29636673875446,0.92719439393659,7.4784834259648,-24.014,1.8863940219885,low
6.1,0.398835004682478,0.149345082047112,0.20030940441982,0.707503048252135,0.695814344936920,2.50296400308255,1.88744559559783,0.563720859456898,0.573181696297429,0.399526320878,0.754084185087634,0.215210660585706,0.219005169707398,0.529816595684847,1.32610176722491,0.298669249472145,0.303686473197116,1.7739241439631,4.44006830146832,3.34817533132127,1.01679859491309,1.74461603904569,4.36671364789584,3.29286974635162,0.98347893575273,27,53,2.8,5.2062404039404,24,61,-4.3,1.01635005166553,-33.6821625035595,257.993579164764,0,0,0,0,33.15,0.67900000000006,33.15,0.79000000000001,33.15,0.650000000000006,-10.6524509554172,3.92075460649849,1.69055442557562,7.14490014204431,31.3748368518879,-2.88500000000001,-0.277048927193067,low
6.2,0.607207992469407,0.311811209539347,0.295414598838472,0.873395163621702,0.540733471361479,1.94054099716138,2.05547369487901,0.69522970965852,1.11295432894206,0.514319203003898,1.05921714216896,0.35827970841920,0.57868963984114,0.486505861050835,0.944084568921499,0.338228179473291,0.546322862835065,1.43835284204485,2.79108265856567,2.95649643098318,1.61419455063282,0.890508166028456,1.72806760448520,1.8304161834644,0.618106631046322,30,57,1.2,7.60116164403744,51,78,-25.7,5.32740840627266,-12.1077763886305,91.217182713941,1.44483424972244,1.44483424972244,1.44483424972244,1.44483424972244,32.44,1.3990000000001,32.45,1.41899999999999,32.41,1.40000000000001,-35.194996056062,14.967273841781,4.43110033693268,36.5830798864881,60.4269095367522,-0.683999999999997,-3.05804104942528,low
6.3,0.709426485616166,0.321471026104176,0.215699082968511,1.11350316090668,0.986956752256008,2.18996901479471,3.14324044336565,0.631441462728274,0.717801898085177,0.454551756537541,1.42876577907574,0.287021889167917,0.326732782711416,0.317143016697116,0.699904781106961,0.19088869245146,0.218681736797545,1.58367807473284,3.48404269382088,4.9778809737716,1.13835096444167,1.39110370096897,3.06060503539945,4.37288773784563,0.878463699892832,44,69,-10.2,7.38022339040133,27,66,-8.09999999999999,1.90510510468467,-10.633572243531,133.829817142505,0.79940461798996,1.34436551496643,1.06770298843271,2.13540597686542,32.647,1.174,32.66,1.20,32.63,1.17,-5.57652014762420,2.1477909939337,0.477101138665977,4.96628616036046,20.477909939337,-2.098,0.14969662835249,high
6.4,0.60663591674784,0.283376491374229,0.41953340049466,1.7995881658185,0.9757117017014,2.14073898227958,1.44253726591329,0.338701843317914,0.62063539477079,0.467117410371493,0.67385014137025,0.14820630071802,0.29043021787672,0.6932129922134,1.48400948311611,0.224795974649902,0.439011355821,2.95244836861795,6.3194203161656,4.25901679741673,1.83564140313085,1.60840149039093,3.44316776979728,2.31916908843939,0.54476879432446,8,53,8.4,0.624501900083783,44,61,-15.3,7.879079428011,-8.09171434638672,109.96165391168,1.14569683285148,1.61403832697771,1.37986757991464,2.75973514982929,32.888,0.943000000000005,32.91,0.960000000000001,32.87,0.940000000000005,-9.52157661124824,3.5242417483977,-0.595627998513132,8.00209495892575,42.2909020697292,-2.629,0.24322972796934,low
6.5,0.820978978469016,0.298579345265471,0.331955145454771,2.1605970176899,1.2137943965564,2.75330146457439,2.47573028071324,0.378734040169831,0.671691977462669,0.363190316617635,0.899176020716392,0.137556322303937,0.243995095226332,0.403920120767475,1.10200693203252,0.142978716268193,0.27135976769610,2.64037528697337,7.26974940868732,6.53685705040689,1.77378318931693,1.48855580997168,4.09844304055132,3.68526269327851,0.563766755928849,34,69,-9.5,5.06485215166601,53,80,-24.6,4.45671385331728,-35.9369670507682,192.210724140852,2.1820396403946,2.1820396403946,2.1820396403946,2.1820396403946,32.462,1.369,32.49,1.38,32.43,1.38,-20.6551628144353,7.29796628498251,1.5565262968632,25.6826318268897,36.4898314249116,-2.873,-0.472942160536399,low
