Time, PoorSignal, Attention, Meditation
1536071748.168, 0, 50, 38
1536071749.191, 0, 69, 53
1536071750.208, 0, 60, 66
1536071751.202, 0, 57, 61
1536071752.186, 0, 64, 60
1536071753.191, 0, 56, 64
1536071754.185, 0, 53, 47
1536071755.215, 0, 50, 44
1536071756.190, 0, 38, 54
1536071757.204, 0, 34, 34
1536071758.188, 0, 40, 37
1536071759.185, 0, 48, 38
1536071760.174, 0, 54, 27
1536071761.177, 0, 75, 43
1536071762.185, 0, 77, 44
1536071763.193, 0, 78, 54
1536071764.188, 0, 78, 61
1536071765.191, 0, 77, 63
1536071766.206, 0, 70, 70
1536071767.192, 0, 61, 57
1536071768.172, 0, 61, 60
1536071769.204, 0, 51, 57
1536071770.173, 0, 44, 60
1536071771.187, 0, 41, 63
1536071772.190, 0, 47, 51
1536071773.184, 0, 57, 57
1536071774.192, 0, 64, 50
1536071775.202, 0, 63, 51
1536071776.183, 0, 60, 60
1536071777.203, 0, 57, 48
1536071778.172, 0, 47, 38
1536071779.190, 0, 56, 47
1536071780.176, 0, 56, 35
1536071781.203, 0, 40, 37
1536071782.178, 0, 48, 56
1536071783.186, 0, 47, 53
1536071784.188, 0, 51, 64
1536071785.222, 0, 74, 75
1536071786.187, 0, 70, 66
1536071787.207, 0, 63, 41
1536071788.193, 0, 61, 37
1536071789.199, 0, 51, 41
1536071790.186, 0, 50, 27
1536071791.191, 0, 57, 48
1536071792.191, 0, 48, 53
1536071793.193, 0, 40, 54
1536071794.205, 0, 35, 61
1536071795.190, 0, 27, 48
1536071796.199, 0, 27, 53
1536071797.204, 0, 48, 37
1536071798.192, 0, 60, 44
1536071799.208, 0, 70, 56
1536071800.193, 0, 78, 48
1536071801.186, 0, 50, 48
1536071802.178, 0, 50, 41
1536071803.183, 0, 44, 54
1536071804.205, 0, 38, 64
1536071805.193, 0, 48, 64
1536071806.206, 0, 43, 75
1536071807.194, 0, 38, 75
1536071808.186, 0, 44, 66
1536071809.201, 0, 48, 60
1536071810.193, 0, 54, 51
1536071811.208, 0, 50, 40
1536071812.193, 0, 56, 35
1536071813.184, 0, 61, 41
1536071814.192, 0, 54, 44
1536071815.187, 0, 66, 60
1536071816.204, 0, 63, 80
1536071817.176, 0, 64, 84
1536071818.185, 0, 63, 88
1536071819.172, 0, 57, 54
1536071820.184, 0, 47, 35
1536071821.202, 0, 51, 35
1536071822.189, 0, 50, 37
1536071823.187, 0, 57, 57
1536071824.193, 0, 69, 61
1536071825.187, 0, 54, 69
1536071826.204, 0, 56, 61
1536071827.188, 0, 51, 63
1536071828.209, 0, 43, 50
1536071829.179, 0, 51, 40
1536071830.190, 0, 47, 47
1536071831.172, 0, 43, 47
1536071832.190, 0, 40, 69
1536071833.193, 0, 40, 66
1536071834.183, 0, 41, 69
1536071835.192, 0, 53, 67
1536071836.198, 0, 56, 64
1536071837.207, 0, 51, 67
1536071838.203, 0, 53, 56
1536071839.172, 0, 51, 48
1536071840.191, 0, 38, 37
1536071841.189, 0, 40, 37
