Time, PoorSignal, Attention, Meditation
1539354056.864, 0, 93, 8
1539354057.864, 0, 93, 1
1539354058.850, 0, 100, 1
1539354059.869, 0, 100, 4
1539354060.850, 0, 93, 1
1539354061.856, 0, 84, 27
1539354062.872, 0, 81, 8
1539354063.853, 0, 78, 14
1539354064.902, 0, 69, 29
1539354065.867, 0, 64, 27
1539354066.888, 0, 53, 34
1539354067.867, 0, 50, 40
1539354068.858, 0, 50, 27
1539354069.868, 0, 56, 27
1539354070.854, 0, 47, 20
1539354071.871, 0, 53, 27
1539354072.867, 0, 69, 47
1539354073.854, 0, 69, 41
1539354074.870, 0, 97, 60
1539354075.887, 0, 83, 35
1539354076.862, 0, 75, 34
1539354077.883, 0, 69, 41
1539354078.868, 0, 43, 38
1539354079.873, 0, 50, 38
1539354080.852, 0, 64, 38
1539354081.883, 0, 56, 35
1539354082.848, 0, 75, 41
1539354083.853, 0, 70, 35
1539354084.862, 0, 66, 37
1539354085.899, 0, 83, 40
1539354086.881, 0, 81, 40
1539354087.884, 0, 84, 66
1539354088.861, 0, 74, 75
1539354089.885, 0, 64, 74
1539354090.850, 0, 64, 77
1539354091.857, 0, 74, 83
1539354092.870, 0, 83, 78
1539354093.864, 0, 90, 69
1539354094.868, 0, 84, 60
1539354095.861, 0, 87, 51
1539354096.886, 0, 75, 56
1539354097.879, 0, 63, 66
1539354098.866, 0, 63, 70
1539354099.869, 0, 67, 60
1539354100.854, 0, 75, 56
1539354101.870, 0, 87, 50
1539354102.851, 0, 100, 54
1539354103.862, 0, 100, 75
1539354104.868, 0, 100, 67
1539354105.873, 0, 100, 70
1539354106.867, 0, 93, 70
1539354107.864, 0, 91, 63
1539354108.871, 0, 100, 64
1539354109.879, 0, 100, 56
1539354110.870, 0, 100, 54
1539354111.884, 0, 88, 61
1539354112.855, 0, 70, 64
1539354113.868, 0, 77, 67
1539354114.866, 0, 75, 78
1539354115.870, 0, 90, 66
1539354116.867, 0, 80, 63
1539354117.853, 0, 80, 61
1539354118.880, 0, 67, 56
1539354119.858, 0, 57, 50
1539354120.868, 0, 70, 57
1539354121.886, 0, 75, 67
1539354122.871, 0, 75, 64
1539354123.871, 0, 78, 84
1539354124.857, 0, 91, 69
1539354125.871, 0, 87, 60
1539354126.883, 0, 94, 66
1539354127.869, 0, 91, 57
1539354128.868, 0, 78, 53
1539354129.853, 0, 63, 61
1539354130.857, 0, 57, 57
1539354131.849, 0, 70, 64
1539354132.853, 0, 57, 74
1539354133.860, 0, 63, 67
1539354134.849, 0, 61, 54
1539354135.865, 0, 43, 54
1539354136.868, 0, 53, 61
1539354137.882, 0, 57, 57
1539354138.866, 0, 66, 61
1539354139.853, 0, 75, 66
1539354140.872, 0, 83, 75
1539354141.848, 0, 77, 77
1539354142.872, 0, 74, 88
1539354143.862, 0, 75, 83
1539354144.852, 0, 69, 77
1539354145.862, 0, 75, 87
1539354146.882, 0, 57, 84
1539354147.867, 0, 47, 78
1539354148.872, 0, 51, 70
1539354149.868, 0, 54, 63
1539354150.887, 0, 74, 63
1539354151.853, 0, 88, 69
1539354152.884, 0, 87, 75
1539354153.848, 0, 78, 80
1539354154.855, 0, 70, 83
1539354155.871, 0, 54, 74
1539354156.858, 0, 63, 74
1539354157.871, 0, 75, 67
1539354158.880, 0, 69, 67
1539354159.858, 0, 90, 77
1539354160.867, 0, 81, 80
1539354161.869, 0, 81, 83
1539354162.863, 0, 90, 87
1539354163.872, 0, 88, 81
1539354164.868, 0, 75, 61
1539354165.866, 0, 87, 61
1539354166.868, 0, 93, 47
1539354167.883, 0, 81, 41
1539354168.856, 0, 96, 66
1539354169.878, 0, 81, 75
1539354170.888, 0, 69, 94
1539354171.852, 0, 77, 100
1539354172.872, 0, 66, 91
1539354173.869, 0, 50, 66
1539354174.868, 0, 48, 60
1539354175.869, 0, 48, 67
1539354176.870, 0, 47, 74
1539354177.866, 0, 60, 90
1539354178.866, 0, 69, 87
1539354179.862, 0, 69, 75
1539354180.850, 0, 83, 75
1539354181.851, 0, 90, 77
1539354182.887, 0, 94, 77
1539354183.869, 0, 91, 83
1539354184.865, 0, 91, 78
1539354185.868, 0, 96, 67
1539354186.864, 0, 96, 61
1539354187.868, 0, 91, 66
1539354188.846, 0, 96, 66
1539354189.868, 0, 88, 78
1539354190.850, 0, 81, 75
1539354191.874, 0, 91, 75
1539354192.858, 0, 84, 80
1539354193.868, 0, 91, 74
1539354194.869, 0, 94, 88
1539354195.869, 0, 94, 90
1539354196.857, 0, 91, 81
1539354197.883, 0, 94, 77
1539354198.865, 0, 96, 69
1539354199.883, 0, 84, 54
1539354200.854, 0, 87, 50
1539354201.855, 0, 80, 60
1539354202.853, 0, 54, 61
1539354203.858, 51, 54, 61
1539354204.869, 0, 43, 80
1539354205.857, 0, 41, 83
1539354206.875, 0, 41, 83
1539354207.883, 0, 43, 70
1539354208.865, 0, 66, 70
1539354209.867, 0, 53, 75
1539354210.849, 0, 44, 80
1539354211.883, 0, 64, 84
1539354212.857, 0, 56, 80
1539354213.863, 0, 67, 83
1539354214.899, 0, 74, 80
1539354215.865, 0, 66, 78
1539354216.863, 0, 70, 74
1539354217.884, 0, 81, 69
1539354218.870, 0, 83, 74
1539354219.886, 0, 88, 87
1539354220.849, 0, 84, 83
1539354221.871, 0, 77, 84
1539354222.851, 0, 75, 78
1539354223.871, 0, 66, 70
1539354224.853, 0, 67, 88
1539354225.870, 0, 54, 81
1539354226.865, 0, 50, 61
1539354227.853, 0, 50, 64
1539354228.864, 0, 51, 60
1539354229.885, 0, 69, 56
1539354230.853, 0, 64, 74
1539354231.885, 0, 64, 64
1539354232.870, 0, 53, 69
1539354233.857, 0, 48, 66
1539354234.858, 0, 44, 83
1539354235.868, 0, 40, 83
1539354236.869, 0, 48, 70
1539354237.853, 0, 54, 69
1539354238.867, 0, 66, 60
1539354239.850, 0, 66, 74
1539354240.887, 0, 57, 70
1539354241.884, 0, 48, 87
1539354242.853, 0, 50, 83
1539354243.868, 0, 60, 77
1539354244.849, 0, 67, 70
1539354245.857, 0, 69, 63
1539354246.898, 0, 64, 60
1539354247.856, 0, 70, 57
1539354248.868, 0, 69, 69
1539354249.852, 0, 75, 69
1539354250.866, 0, 70, 61
1539354251.872, 0, 51, 61
1539354252.854, 0, 54, 51
1539354253.878, 0, 56, 41
1539354254.855, 0, 63, 37
1539354255.887, 0, 63, 26
1539354256.871, 0, 63, 16
1539354257.865, 0, 57, 21
1539354258.867, 0, 60, 41
1539354259.858, 0, 69, 44
1539354260.867, 0, 70, 61
1539354261.858, 0, 74, 70
1539354262.857, 0, 70, 69
1539354263.856, 0, 75, 90
1539354264.864, 0, 60, 74
1539354265.868, 0, 57, 75
1539354266.866, 0, 57, 69
1539354267.867, 0, 50, 66
1539354268.869, 0, 57, 70
1539354269.873, 0, 57, 75
1539354270.881, 0, 57, 50
1539354271.855, 0, 53, 44
1539354272.869, 0, 54, 57
1539354273.855, 0, 51, 48
1539354274.856, 0, 38, 81
1539354275.864, 0, 53, 75
1539354276.854, 0, 51, 69
1539354277.860, 0, 56, 69
1539354278.884, 0, 75, 57
1539354279.867, 0, 63, 60
1539354280.869, 0, 64, 41
1539354281.871, 0, 64, 20
1539354282.868, 0, 53, 26
1539354283.851, 0, 63, 29
1539354284.857, 0, 67, 44
1539354285.887, 0, 61, 70
1539354286.853, 0, 70, 66
1539354287.862, 0, 64, 64
1539354288.843, 0, 57, 61
1539354289.865, 0, 69, 75
1539354290.889, 0, 67, 81
1539354291.868, 0, 77, 69
1539354292.866, 0, 80, 70
1539354293.850, 0, 75, 50
1539354294.862, 0, 63, 43
1539354295.853, 0, 48, 54
1539354296.867, 0, 43, 54
1539354297.871, 0, 37, 77
1539354298.857, 0, 44, 75
1539354299.867, 0, 48, 70
1539354300.851, 0, 57, 78
1539354301.869, 0, 53, 48
1539354302.883, 0, 43, 44
1539354303.857, 0, 50, 43
1539354304.869, 0, 35, 27
1539354305.854, 0, 43, 26
1539354306.864, 0, 53, 23
1539354307.872, 0, 48, 27
1539354308.854, 0, 43, 17
1539354309.864, 0, 47, 38
1539354310.858, 0, 53, 41
1539354311.868, 0, 53, 37
1539354312.852, 0, 64, 48
1539354313.857, 0, 60, 29
1539354314.868, 0, 50, 27
1539354315.853, 0, 54, 35
1539354316.863, 26, 54, 35
1539354317.867, 0, 61, 35
1539354318.872, 0, 67, 51
1539354319.870, 0, 70, 56
1539354320.851, 0, 64, 44
1539354321.863, 0, 64, 56
1539354322.856, 0, 61, 57
1539354323.852, 0, 61, 63
1539354324.870, 0, 57, 67
1539354325.852, 0, 61, 66
1539354326.879, 0, 63, 60
1539354327.870, 0, 56, 61
1539354328.872, 0, 64, 69
1539354329.872, 0, 54, 70
1539354330.851, 0, 51, 77
1539354331.872, 0, 64, 67
1539354332.848, 0, 51, 74
1539354333.871, 0, 44, 81
1539354334.851, 0, 50, 75
1539354335.871, 0, 44, 74
1539354336.863, 0, 48, 63
1539354337.870, 0, 61, 51
1539354338.864, 0, 60, 43
1539354339.870, 0, 60, 61
1539354340.863, 0, 66, 66
1539354341.887, 0, 51, 66
1539354342.852, 0, 56, 83
1539354343.858, 0, 51, 77
1539354344.855, 0, 57, 80
1539354345.857, 0, 70, 77
1539354346.870, 0, 67, 84
1539354347.852, 0, 67, 78
1539354348.870, 0, 56, 66
1539354349.871, 0, 43, 60
1539354350.856, 0, 44, 43
1539354351.868, 0, 41, 44
1539354352.866, 0, 50, 35
1539354353.870, 0, 61, 38
1539354354.848, 0, 53, 35
1539354355.863, 0, 61, 37
1539354356.882, 0, 61, 50
1539354357.854, 0, 51, 50
1539354358.871, 26, 51, 50
1539354359.853, 0, 54, 51
1539354360.871, 0, 51, 44
1539354361.872, 0, 57, 61
1539354362.857, 0, 60, 57
1539354363.868, 0, 60, 53
1539354364.852, 0, 60, 60
1539354365.870, 0, 56, 34
1539354366.855, 0, 69, 47
1539354367.871, 0, 66, 61
1539354368.865, 0, 63, 67
1539354369.869, 0, 53, 57
1539354370.870, 0, 47, 54
1539354371.855, 0, 34, 43
1539354372.857, 0, 30, 24
1539354373.899, 0, 35, 40
1539354374.869, 0, 34, 53
1539354375.857, 0, 53, 57
1539354376.853, 0, 66, 75
1539354377.871, 0, 69, 90
1539354378.864, 0, 67, 77
1539354379.868, 0, 67, 77
1539354380.866, 0, 54, 61
1539354381.849, 0, 61, 43
1539354382.863, 0, 75, 30
1539354383.849, 0, 84, 17
1539354384.869, 0, 93, 35
1539354385.864, 0, 93, 48
1539354386.854, 0, 78, 63
1539354387.867, 0, 51, 77
1539354388.867, 0, 50, 78
1539354389.857, 0, 40, 66
1539354390.869, 0, 38, 64
1539354391.848, 0, 60, 56
1539354392.863, 0, 57, 47
1539354393.857, 0, 51, 44
1539354394.853, 0, 57, 47
1539354395.873, 0, 43, 44
1539354396.853, 0, 47, 53
1539354397.867, 0, 41, 53
1539354398.868, 0, 40, 44
1539354399.886, 0, 54, 53
1539354400.867, 0, 48, 51
1539354401.856, 0, 61, 57
1539354402.870, 0, 60, 60
1539354403.855, 0, 47, 54
1539354404.857, 0, 48, 56
1539354405.848, 0, 47, 44
1539354406.857, 0, 60, 44
1539354407.870, 0, 69, 51
1539354408.858, 0, 70, 38
1539354409.863, 0, 75, 51
1539354410.875, 0, 64, 56
1539354411.865, 0, 51, 47
1539354412.883, 0, 43, 54
1539354413.853, 0, 37, 37
1539354414.868, 0, 35, 23
1539354415.853, 0, 43, 27
1539354416.869, 0, 53, 14
1539354417.867, 0, 64, 37
1539354418.864, 0, 70, 53
1539354419.863, 0, 66, 54
1539354420.854, 0, 60, 69
1539354421.862, 0, 64, 70
1539354422.885, 0, 57, 64
1539354423.852, 0, 63, 54
1539354424.882, 0, 50, 61
1539354425.866, 0, 40, 50
1539354426.869, 0, 38, 60
1539354427.883, 0, 37, 69
1539354428.854, 0, 60, 69
1539354429.882, 0, 67, 81
1539354430.849, 0, 77, 66
1539354431.866, 0, 83, 66
1539354432.851, 0, 77, 66
1539354433.849, 0, 69, 61
1539354434.884, 0, 60, 66
1539354435.849, 0, 47, 67
1539354436.858, 0, 51, 63
1539354437.851, 0, 50, 43
1539354438.871, 0, 50, 53
1539354439.866, 0, 50, 64
1539354440.873, 0, 56, 57
1539354441.873, 0, 48, 75
1539354442.851, 0, 57, 67
1539354443.857, 0, 67, 35
1539354444.849, 0, 60, 38
1539354445.852, 0, 63, 44
1539354446.866, 0, 57, 35
1539354447.851, 0, 57, 51
1539354448.863, 0, 54, 53
1539354449.868, 0, 63, 47
1539354450.855, 0, 61, 61
1539354451.863, 0, 64, 53
1539354452.848, 0, 64, 51
1539354453.864, 0, 53, 53
1539354454.853, 0, 61, 54
1539354455.867, 0, 50, 64
1539354456.868, 0, 53, 53
1539354457.855, 0, 64, 48
1539354458.868, 0, 60, 43
1539354459.899, 0, 60, 24
1539354460.857, 0, 57, 41
1539354461.870, 0, 56, 51
1539354462.848, 0, 61, 57
1539354463.864, 0, 64, 80
1539354464.854, 0, 60, 81
1539354465.852, 0, 63, 69
1539354466.853, 0, 61, 70
1539354467.852, 0, 60, 69
1539354468.871, 0, 60, 60
1539354469.869, 0, 50, 81
1539354470.895, 0, 54, 64
1539354471.872, 0, 51, 57
1539354472.857, 0, 51, 37
1539354473.872, 0, 54, 13
1539354474.859, 0, 47, 23
1539354475.871, 0, 54, 24
1539354476.852, 0, 56, 44
1539354477.870, 0, 56, 57
1539354478.864, 0, 61, 64
1539354479.854, 0, 61, 70
1539354480.872, 0, 60, 81
1539354481.867, 0, 61, 63
1539354482.863, 0, 41, 40
1539354483.867, 0, 34, 34
1539354484.854, 0, 38, 38
1539354485.883, 0, 35, 60
1539354486.858, 0, 50, 87
1539354487.854, 0, 50, 84
1539354488.862, 0, 54, 69
1539354489.869, 0, 51, 54
1539354490.868, 0, 51, 51
1539354491.849, 0, 54, 53
1539354492.868, 0, 43, 54
1539354493.872, 0, 53, 61
1539354494.858, 0, 48, 60
1539354495.868, 0, 40, 54
1539354496.863, 0, 41, 64
1539354497.863, 0, 34, 75
1539354498.871, 0, 43, 75
1539354499.852, 0, 50, 78
1539354500.887, 0, 47, 64
1539354501.848, 0, 44, 75
1539354502.895, 0, 29, 67
1539354503.851, 0, 23, 61
1539354504.854, 0, 21, 50
1539354505.868, 0, 23, 34
1539354506.858, 0, 30, 21
1539354507.872, 0, 35, 23
1539354508.855, 0, 47, 53
1539354509.869, 0, 53, 47
1539354510.864, 0, 57, 54
1539354511.871, 0, 66, 69
1539354512.868, 0, 69, 56
1539354513.858, 0, 67, 64
1539354514.851, 0, 54, 51
1539354515.858, 0, 44, 41
1539354516.848, 0, 43, 43
1539354517.867, 0, 43, 43
1539354518.853, 0, 53, 54
1539354519.873, 0, 63, 54
1539354520.884, 0, 53, 37
1539354521.872, 0, 54, 40
1539354522.871, 0, 63, 56
1539354523.851, 0, 57, 63
1539354524.872, 0, 69, 83
1539354525.854, 0, 66, 75
1539354526.868, 0, 64, 75
1539354527.858, 0, 60, 78
1539354528.871, 0, 60, 74
1539354529.857, 0, 57, 77
1539354530.884, 0, 50, 60
1539354531.871, 0, 57, 57
1539354532.884, 0, 53, 57
1539354533.851, 0, 43, 54
1539354534.900, 0, 51, 61
1539354535.849, 0, 54, 63
1539354536.853, 0, 53, 74
1539354537.859, 0, 54, 60
1539354538.869, 0, 53, 57
1539354539.857, 0, 35, 54
1539354540.848, 0, 34, 29
1539354541.863, 0, 41, 38
1539354542.867, 0, 44, 43
1539354543.880, 0, 57, 27
1539354544.869, 0, 63, 37
1539354545.848, 0, 66, 47
1539354546.857, 0, 64, 43
1539354547.852, 0, 53, 54
1539354548.856, 0, 57, 50
1539354549.870, 0, 40, 35
1539354550.856, 0, 38, 40
1539354551.869, 0, 50, 38
1539354552.851, 0, 44, 40
1539354553.864, 0, 61, 57
1539354554.872, 0, 64, 64
1539354555.854, 0, 57, 57
1539354556.864, 0, 63, 63
1539354557.853, 0, 56, 56
1539354558.883, 0, 43, 44
1539354559.868, 0, 48, 57
1539354560.853, 0, 41, 57
1539354561.868, 0, 43, 53
1539354562.847, 0, 54, 56
1539354563.867, 0, 61, 47
1539354564.859, 0, 60, 61
1539354565.850, 0, 57, 56
1539354566.910, 0, 61, 54
1539354567.855, 0, 50, 51
1539354568.871, 0, 60, 43
1539354569.864, 0, 70, 50
1539354570.857, 0, 70, 60
1539354571.883, 0, 63, 66
1539354572.849, 0, 61, 50
1539354573.882, 0, 60, 50
1539354574.849, 0, 47, 41
1539354575.853, 0, 51, 34
1539354576.846, 0, 51, 40
1539354577.853, 0, 44, 38
1539354578.856, 0, 43, 34
1539354579.850, 0, 50, 35
1539354580.869, 0, 50, 38
1539354581.864, 0, 51, 34
1539354582.870, 0, 47, 34
1539354583.863, 0, 41, 37
1539354584.866, 0, 37, 44
1539354585.868, 0, 27, 41
1539354586.858, 0, 40, 50
1539354587.849, 0, 44, 57
1539354588.883, 0, 47, 50
1539354589.850, 0, 47, 63
1539354590.854, 0, 34, 54
1539354591.869, 26, 34, 54
1539354592.868, 0, 20, 43
1539354593.863, 0, 24, 43
1539354594.851, 0, 21, 37
1539354595.863, 0, 26, 29
1539354596.852, 0, 43, 37
1539354597.857, 25, 43, 37
1539354598.870, 0, 41, 48
1539354599.873, 0, 54, 69
1539354600.857, 0, 56, 88
1539354601.871, 0, 63, 90
1539354602.863, 0, 57, 78
1539354603.886, 0, 48, 77
1539354604.848, 0, 60, 60
1539354605.863, 0, 56, 60
1539354606.854, 0, 54, 41
1539354607.867, 0, 63, 29
1539354608.851, 0, 60, 51
1539354609.854, 0, 47, 40
1539354610.870, 0, 51, 54
1539354611.868, 0, 48, 53
1539354612.872, 0, 38, 17
1539354613.882, 0, 48, 29
1539354614.866, 0, 51, 26
1539354615.883, 0, 51, 35
1539354616.855, 0, 54, 54
1539354617.857, 0, 56, 63
1539354618.855, 0, 54, 69
1539354619.868, 0, 61, 63
1539354620.863, 0, 61, 60
1539354621.856, 0, 54, 41
1539354622.870, 0, 50, 44
1539354623.849, 0, 41, 53
1539354624.863, 0, 56, 50
1539354625.867, 0, 54, 60
1539354626.857, 0, 61, 60
1539354627.871, 0, 67, 57
1539354628.850, 0, 63, 50
1539354629.883, 0, 63, 50
1539354630.902, 0, 63, 66
1539354631.869, 0, 44, 63
1539354632.865, 0, 37, 69
1539354633.848, 0, 47, 54
1539354634.866, 0, 53, 43
1539354635.853, 0, 67, 35
1539354636.853, 0, 66, 44
1539354637.873, 0, 66, 54
1539354638.857, 0, 48, 47
1539354639.861, 0, 44, 54
1539354640.863, 0, 38, 44
1539354641.873, 0, 26, 41
1539354642.865, 0, 27, 38
1539354643.848, 0, 23, 23
1539354644.868, 0, 35, 27
1539354645.855, 0, 47, 21
1539354646.857, 0, 47, 21
1539354647.844, 0, 56, 24
1539354648.857, 0, 44, 21
1539354649.857, 0, 38, 23
1539354650.853, 0, 43, 37
1539354651.867, 0, 47, 48
1539354652.865, 0, 51, 51
1539354653.854, 0, 60, 60
1539354654.863, 0, 56, 54
1539354655.873, 0, 56, 66
1539354656.857, 0, 54, 74
1539354657.848, 0, 50, 74
1539354658.855, 0, 51, 74
1539354659.879, 0, 61, 43
1539354660.852, 0, 56, 37
1539354661.859, 0, 61, 30
1539354662.900, 0, 63, 29
1539354663.857, 0, 53, 44
1539354664.867, 0, 53, 40
1539354665.857, 0, 43, 56
1539354666.868, 0, 41, 57
1539354667.858, 0, 34, 54
1539354668.857, 0, 30, 63
1539354669.864, 0, 37, 61
1539354670.864, 0, 27, 61
1539354671.872, 0, 26, 63
1539354672.840, 0, 43, 61
1539354673.862, 0, 43, 47
