Time, Value
1537885529.741, 24
1537885530.752, 23
1537885531.742, 50
1537885532.753, 64
1537885533.773, 53
1537885534.757, 47
1537885535.752, 34
1537885536.741, 17
1537885537.754, 40
1537885538.773, 50
1537885539.753, 51
1537885540.753, 48
1537885541.761, 27
1537885542.756, 35
1537885543.769, 30
1537885544.753, 37
1537885545.788, 41
1537885546.743, 23
1537885547.753, 16
1537885548.737, 1
1537885549.742, 14
1537885550.770, 21
1537885551.744, 34
1537885552.757, 53
1537885553.772, 40
1537885554.759, 50
1537885555.758, 41
1537885556.742, 41
1537885557.772, 64
1537885558.742, 51
1537885559.763, 51
1537885560.744, 41
1537885561.742, 17
1537885562.760, 27
1537885563.749, 34
1537885564.759, 48
1537885565.761, 38
1537885566.759, 30
1537885567.770, 41
1537885568.741, 47
1537885569.760, 63
1537885570.742, 66
1537885571.758, 47
1537885572.753, 27
1537885573.762, 20
1537885574.758, 23
1537885575.786, 41
1537885576.753, 41
1537885577.776, 53
1537885578.742, 57
1537885579.772, 70
1537885580.740, 93
1537885581.762, 78
1537885582.754, 57
1537885583.753, 41
1537885584.757, 26
1537885585.738, 40
1537885586.772, 43
1537885587.775, 24
1537885588.746, 21
1537885589.772, 23
1537885590.741, 24
1537885591.762, 43
1537885592.747, 40
1537885593.758, 20
1537885594.755, 26
1537885595.743, 3
1537885596.753, 13
1537885597.760, 13
1537885598.744, 13
1537885599.759, 30
1537885600.743, 43
1537885601.760, 54
1537885602.747, 61
1537885603.745, 66
1537885604.758, 57
1537885605.752, 74
1537885606.758, 47
1537885607.743, 30
1537885608.760, 27
1537885609.746, 24
1537885610.757, 37
1537885611.761, 34
1537885612.773, 16
1537885613.759, 8
1537885614.776, 7
1537885615.761, 17
1537885616.788, 26
1537885617.738, 35
1537885618.760, 41
1537885619.742, 48
1537885620.743, 48
1537885621.745, 41
1537885622.743, 38
1537885623.773, 24
1537885624.774, 20
1537885625.760, 16
1537885626.756, 21
1537885627.762, 16
1537885628.754, 26
1537885629.742, 10
1537885630.761, 16
1537885631.740, 27
1537885632.744, 34
1537885633.756, 37
1537885634.740, 20
1537885635.753, 21
1537885636.773, 17
1537885637.752, 37
1537885638.758, 51
1537885639.741, 54
1537885640.756, 57
1537885641.741, 57
1537885642.773, 56
1537885643.760, 37
1537885644.761, 27
1537885645.757, 11
1537885646.777, 1
1537885647.756, 21
1537885648.777, 24
1537885649.746, 37
1537885650.757, 35
1537885651.741, 30
1537885652.755, 30
1537885653.759, 48
1537885654.746, 74
1537885655.773, 66
1537885656.744, 66
1537885657.759, 53
1537885658.772, 41
1537885659.755, 50
1537885660.762, 41
1537885661.746, 34
1537885662.762, 23
1537885663.737, 10
1537885664.761, 20
1537885665.771, 47
1537885666.745, 50
1537885667.761, 74
1537885668.756, 70
1537885669.761, 53
1537885670.762, 44
1537885671.741, 35
1537885672.770, 40
1537885673.746, 41
1537885674.752, 51
1537885675.756, 54
1537885676.758, 53
1537885677.760, 63
1537885678.747, 81
1537885679.755, 90
1537885680.739, 88
1537885681.761, 87
1537885682.753, 75
1537885683.759, 61
1537885684.751, 54
1537885685.759, 30
1537885686.753, 16
1537885687.772, 14
1537885688.742, 26
1537885689.776, 50
1537885690.743, 60
1537885691.746, 56
1537885692.742, 43
1537885693.743, 35
1537885694.756, 29
1537885695.759, 26
1537885696.752, 34
1537885697.760, 40
1537885698.755, 43
1537885699.756, 44
1537885700.743, 51
1537885701.753, 38
1537885702.745, 34
1537885703.757, 40
1537885704.760, 38
1537885705.742, 38
1537885706.753, 51
1537885707.771, 44
1537885708.752, 50
1537885709.760, 51
1537885710.737, 41
1537885711.761, 43
1537885712.745, 37
1537885713.758, 35
1537885714.752, 24
1537885715.775, 35
1537885716.758, 34
1537885717.737, 50
1537885718.759, 63
1537885719.783, 53
1537885720.740, 48
1537885721.772, 30
1537885722.741, 24
1537885723.757, 26
1537885724.752, 34
1537885725.758, 41
1537885726.756, 43
1537885727.742, 54
