Time, Value
1537885529.741, 87
1537885530.752, 83
1537885531.742, 77
1537885532.753, 60
1537885533.773, 53
1537885534.757, 37
1537885535.752, 37
1537885536.741, 38
1537885537.754, 48
1537885538.773, 53
1537885539.753, 44
1537885540.753, 48
1537885541.761, 35
1537885542.756, 38
1537885543.769, 43
1537885544.753, 48
1537885545.788, 44
1537885546.743, 48
1537885547.753, 56
1537885548.737, 43
1537885549.742, 60
1537885550.770, 56
1537885551.744, 53
1537885552.757, 57
1537885553.772, 60
1537885554.759, 64
1537885555.758, 56
1537885556.742, 53
1537885557.772, 44
1537885558.742, 40
1537885559.763, 38
1537885560.744, 48
1537885561.742, 48
1537885562.760, 53
1537885563.749, 61
1537885564.759, 70
1537885565.761, 66
1537885566.759, 63
1537885567.770, 63
1537885568.741, 50
1537885569.760, 66
1537885570.742, 57
1537885571.758, 47
1537885572.753, 61
1537885573.762, 60
1537885574.758, 60
1537885575.786, 66
1537885576.753, 48
1537885577.776, 50
1537885578.742, 54
1537885579.772, 54
1537885580.740, 66
1537885581.762, 53
1537885582.754, 57
1537885583.753, 64
1537885584.757, 56
1537885585.738, 67
1537885586.772, 70
1537885587.775, 63
1537885588.746, 78
1537885589.772, 74
1537885590.741, 63
1537885591.762, 66
1537885592.747, 63
1537885593.758, 56
1537885594.755, 81
1537885595.743, 80
1537885596.753, 64
1537885597.760, 69
1537885598.744, 50
1537885599.759, 57
1537885600.743, 66
1537885601.760, 61
1537885602.747, 60
1537885603.745, 60
1537885604.758, 64
1537885605.752, 61
1537885606.758, 61
1537885607.743, 60
1537885608.760, 50
1537885609.746, 56
1537885610.757, 64
1537885611.761, 74
1537885612.773, 83
1537885613.759, 78
1537885614.776, 75
1537885615.761, 70
1537885616.788, 64
1537885617.738, 78
1537885618.760, 77
1537885619.742, 75
1537885620.743, 78
1537885621.745, 61
1537885622.743, 64
1537885623.773, 60
1537885624.774, 54
1537885625.760, 69
1537885626.756, 67
1537885627.762, 74
1537885628.754, 84
1537885629.742, 80
1537885630.761, 80
1537885631.740, 74
1537885632.744, 56
1537885633.756, 54
1537885634.740, 56
1537885635.753, 61
1537885636.773, 81
1537885637.752, 75
1537885638.758, 70
1537885639.741, 66
1537885640.756, 47
1537885641.741, 61
1537885642.773, 64
1537885643.760, 69
1537885644.761, 91
1537885645.757, 91
1537885646.777, 84
1537885647.756, 78
1537885648.777, 74
1537885649.746, 63
1537885650.757, 63
1537885651.741, 70
1537885652.755, 53
1537885653.759, 70
1537885654.746, 80
1537885655.773, 81
1537885656.744, 100
1537885657.759, 91
1537885658.772, 88
1537885659.755, 81
1537885660.762, 81
1537885661.746, 91
1537885662.762, 88
1537885663.737, 84
1537885664.761, 63
1537885665.771, 48
1537885666.745, 54
1537885667.761, 50
1537885668.756, 47
1537885669.761, 50
1537885670.762, 56
1537885671.741, 57
1537885672.770, 63
1537885673.746, 66
1537885674.752, 56
1537885675.756, 61
1537885676.758, 61
1537885677.760, 60
1537885678.747, 60
1537885679.755, 54
1537885680.739, 54
1537885681.761, 50
1537885682.753, 53
1537885683.759, 48
1537885684.751, 44
1537885685.759, 44
1537885686.753, 53
1537885687.772, 54
1537885688.742, 66
1537885689.776, 67
1537885690.743, 50
1537885691.746, 48
1537885692.742, 37
1537885693.743, 30
1537885694.756, 41
1537885695.759, 40
1537885696.752, 41
1537885697.760, 54
1537885698.755, 56
1537885699.756, 69
1537885700.743, 70
1537885701.753, 64
1537885702.745, 74
1537885703.757, 69
1537885704.760, 70
1537885705.742, 75
1537885706.753, 63
1537885707.771, 56
1537885708.752, 61
1537885709.760, 51
1537885710.737, 48
1537885711.761, 60
1537885712.745, 44
1537885713.758, 50
1537885714.752, 53
1537885715.775, 40
1537885716.758, 48
1537885717.737, 50
1537885718.759, 48
1537885719.783, 47
1537885720.740, 40
1537885721.772, 37
1537885722.741, 27
1537885723.757, 34
1537885724.752, 41
1537885725.758, 40
1537885726.756, 50
1537885727.742, 60
1537885728.760, 60
1537885729.738, 60
1537885730.759, 53
1537885731.775, 60
1537885732.757, 66
1537885733.753, 66
1537885734.738, 67
1537885735.761, 63
1537885736.774, 54
1537885737.745, 63
1537885738.761, 61
1537885739.741, 50
1537885740.747, 48
1537885741.756, 51
1537885742.742, 53
1537885743.775, 57
1537885744.743, 63
1537885745.772, 57
1537885746.757, 61
1537885747.745, 69
1537885748.758, 66
1537885749.744, 61
1537885750.757, 63
1537885751.739, 67
1537885752.743, 67
1537885753.760, 80
1537885754.753, 77
1537885755.757, 61
1537885756.761, 64
1537885757.751, 57
1537885758.773, 57
1537885759.744, 57
1537885760.768, 61
1537885761.737, 67
1537885762.746, 61
1537885763.743, 60
1537885764.758, 51
1537885765.753, 41
1537885766.772, 40
1537885767.752, 40
1537885768.774, 43
1537885769.746, 51
1537885770.767, 60
1537885771.756, 67
1537885772.761, 77
1537885773.742, 77
1537885774.760, 69
1537885775.773, 66
1537885776.740, 50
1537885777.752, 41
1537885778.777, 40
1537885779.761, 41
1537885780.777, 41
1537885781.738, 37
1537885782.747, 47
1537885783.740, 44
1537885784.753, 50
1537885785.757, 60
1537885786.759, 54
1537885787.755, 60
1537885788.740, 64
1537885789.755, 69
1537885790.774, 63
1537885791.745, 61
1537885792.773, 63
1537885793.740, 53
1537885794.753, 61
1537885795.758, 54
1537885796.753, 54
1537885797.756, 66
1537885798.746, 66
1537885799.753, 57
1537885800.738, 61
1537885801.775, 53
1537885802.769, 41
1537885803.742, 44
1537885804.760, 38
1537885805.742, 37
1537885806.754, 43
1537885807.761, 53
1537885808.745, 50
