Time, Value
1536934878.391, 54
1536934879.409, 47
1536934880.390, 30
1536934881.407, 29
1536934882.409, 48
1536934883.392, 50
1536934884.411, 56
1536934885.422, 61
1536934886.406, 63
1536934887.406, 57
1536934888.389, 53
1536934889.411, 41
1536934890.407, 40
1536934891.411, 53
1536934892.405, 69
1536934893.391, 74
1536934894.404, 77
1536934895.426, 66
1536934896.418, 48
1536934897.421, 50
1536934898.387, 41
1536934899.433, 38
1536934900.389, 47
1536934901.392, 40
1536934902.387, 50
1536934903.392, 56
1536934904.404, 54
1536934905.417, 60
1536934906.403, 50
1536934907.411, 43
1536934908.403, 40
1536934909.407, 38
1536934910.388, 51
1536934911.404, 61
1536934912.388, 75
1536934913.393, 75
1536934914.408, 70
1536934915.395, 70
1536934916.405, 69
1536934917.418, 67
1536934918.401, 64
1536934919.427, 69
1536934920.394, 56
1536934921.403, 57
1536934922.405, 64
1536934923.405, 54
1536934924.408, 66
1536934925.394, 64
1536934926.417, 54
1536934927.393, 56
1536934928.408, 57
1536934929.420, 64
1536934930.407, 75
1536934931.441, 80
1536934932.408, 80
1536934933.393, 74
1536934934.411, 64
1536934935.404, 64
1536934936.407, 63
1536934937.408, 67
1536934938.401, 61
1536934939.392, 48
1536934940.407, 56
1536934941.420, 35
1536934942.391, 30
1536934943.411, 24
1536934944.396, 14
1536934945.410, 30
1536934946.404, 41
1536934947.411, 60
1536934948.404, 63
1536934949.387, 56
1536934950.406, 54
1536934951.387, 57
1536934952.412, 50
1536934953.407, 60
1536934954.389, 51
1536934955.405, 35
1536934956.433, 26
1536934957.401, 13
1536934958.404, 13
1536934959.391, 14
1536934960.406, 29
1536934961.388, 40
1536934962.409, 51
1536934963.410, 66
1536934964.407, 61
1536934965.403, 67
1536934966.423, 67
1536934967.406, 50
1536934968.407, 56
1536934969.393, 53
1536934970.409, 61
1536934971.391, 56
1536934972.397, 54
1536934973.388, 50
1536934974.396, 41
1536934975.401, 44
1536934976.396, 38
1536934977.408, 41
1536934978.423, 41
1536934979.395, 50
1536934980.410, 63
1536934981.393, 63
1536934982.417, 69
1536934983.391, 74
1536934984.411, 75
1536934985.411, 77
1536934986.395, 75
1536934987.402, 60
1536934988.387, 47
1536934989.407, 51
1536934990.411, 38
1536934991.387, 50
1536934992.409, 57
1536934993.396, 51
1536934994.408, 64
1536934995.405, 56
1536934996.408, 53
1536934997.422, 50
1536934998.391, 53
1536934999.404, 61
1536935000.383, 67
1536935001.392, 67
1536935002.423, 56
1536935003.388, 50
1536935004.405, 29
1536935005.411, 29
1536935006.393, 24
1536935007.406, 37
1536935008.410, 43
1536935009.406, 50
1536935010.387, 56
1536935011.394, 53
1536935012.391, 61
1536935013.392, 56
1536935014.403, 57
1536935015.388, 51
1536935016.396, 60
1536935017.422, 64
1536935018.403, 69
1536935019.407, 69
1536935020.393, 47
1536935021.404, 38
1536935022.391, 34
1536935023.404, 34
1536935024.409, 43
1536935025.409, 44
1536935026.406, 48
1536935027.439, 51
1536935028.403, 51
1536935029.441, 54
1536935030.387, 48
1536935031.422, 43
1536935032.396, 50
1536935033.393, 50
1536935034.409, 57
1536935035.406, 60
1536935036.410, 57
1536935037.423, 53
1536935038.406, 48
1536935039.423, 48
1536935040.389, 51
1536935041.423, 48
1536935042.388, 50
1536935043.412, 53
1536935044.396, 50
1536935045.392, 50
1536935046.411, 50
1536935047.407, 43
1536935048.408, 43
1536935049.408, 47
1536935050.388, 41
1536935051.412, 53
1536935052.387, 57
1536935053.412, 56
1536935054.389, 61
1536935055.423, 51
1536935056.407, 43
1536935057.408, 50
1536935058.403, 37
1536935059.391, 37
1536935060.401, 21
1536935061.426, 27
1536935062.396, 41
1536935063.397, 53
1536935064.408, 83
