Time, Value
1536243698.083, 87
1536243699.110, 77
1536243700.100, 75
1536243701.086, 63
1536243702.093, 69
1536243703.133, 77
1536243704.093, 77
1536243705.114, 90
1536243706.086, 88
1536243707.100, 90
1536243708.099, 100
1536243709.100, 80
1536243710.097, 53
1536243711.086, 67
1536243712.113, 56
1536243713.085, 69
1536243714.109, 74
1536243715.108, 77
1536243716.102, 70
1536243717.099, 87
1536243718.084, 100
1536243719.100, 80
1536243720.118, 67
1536243721.094, 44
1536243722.097, 34
1536243723.098, 38
1536243724.095, 40
1536243725.095, 51
1536243726.101, 38
1536243727.118, 44
1536243728.103, 47
1536243729.117, 35
1536243730.102, 53
1536243731.098, 54
1536243732.098, 56
1536243733.079, 69
1536243734.097, 50
1536243735.081, 41
1536243736.085, 47
1536243737.078, 51
1536243738.086, 57
1536243739.092, 44
1536243740.094, 34
1536243741.092, 20
1536243742.115, 17
1536243743.095, 48
1536243744.110, 60
1536243745.088, 69
1536243746.099, 75
1536243747.081, 50
1536243748.087, 35
1536243749.101, 16
1536243750.088, 27
1536243751.099, 35
1536243752.114, 57
1536243753.092, 77
1536243754.114, 77
1536243755.130, 84
1536243756.099, 91
1536243757.083, 78
1536243758.101, 57
1536243759.113, 37
1536243760.099, 14
1536243761.101, 1
1536243762.118, 14
1536243763.098, 20
1536243764.108, 20
1536243765.100, 37
1536243766.099, 37
1536243767.083, 50
1536243768.102, 60
1536243769.084, 81
1536243770.098, 64
1536243771.098, 53
1536243772.094, 44
1536243773.100, 35
1536243774.116, 38
1536243775.102, 48
1536243776.125, 51
1536243777.087, 38
1536243778.094, 60
1536243779.082, 63
1536243780.095, 60
1536243781.116, 53
1536243782.102, 27
1536243783.096, 8
1536243784.082, 20
1536243785.115, 26
1536243786.111, 50
1536243787.085, 60
1536243788.095, 57
1536243789.082, 47
1536243790.095, 27
1536243791.108, 34
1536243792.098, 23
1536243793.098, 34
1536243794.078, 34
1536243795.096, 29
1536243796.102, 44
1536243797.087, 35
1536243798.114, 51
1536243799.100, 54
1536243800.108, 44
1536243801.108, 60
1536243802.097, 47
1536243803.114, 50
1536243804.086, 44
1536243805.102, 43
1536243806.087, 51
1536243807.086, 44
1536243808.078, 48
1536243809.097, 48
1536243810.093, 43
1536243811.096, 37
1536243812.098, 37
1536243813.116, 23
1536243814.092, 20
1536243815.113, 17
1536243816.085, 20
1536243817.099, 23
1536243818.083, 20
1536243819.101, 23
1536243820.100, 26
1536243821.093, 37
1536243822.095, 53
1536243823.108, 64
1536243824.093, 51
1536243825.117, 60
1536243826.101, 56
1536243827.116, 54
1536243828.099, 66
1536243829.100, 40
1536243830.114, 38
1536243831.100, 34
1536243832.093, 16
1536243833.079, 26
1536243834.093, 24
1536243835.110, 24
1536243836.101, 35
1536243837.115, 40
1536243838.100, 34
1536243839.095, 34
1536243840.082, 34
1536243841.096, 34
1536243842.101, 35
1536243843.110, 37
1536243844.093, 41
1536243845.082, 37
1536243846.100, 44
1536243847.130, 37
1536243848.085, 29
1536243849.099, 47
1536243850.083, 44
1536243851.148, 50
1536243852.101, 51
1536243853.087, 30
1536243854.102, 23
1536243855.079, 20
1536243856.113, 20
1536243857.078, 37
1536243858.119, 34
1536243859.093, 26
1536243860.087, 23
1536243861.099, 14
1536243862.118, 23
1536243863.101, 30
1536243864.109, 24
1536243865.082, 23
1536243866.100, 24
1536243867.089, 26
1536243868.099, 34
1536243869.095, 34
1536243870.083, 37
1536243871.096, 43
1536243872.116, 43
1536243873.115, 44
1536243874.115, 38
1536243875.099, 37
1536243876.097, 38
1536243877.079, 40
1536243878.102, 37
1536243879.087, 41
1536243880.084, 47
1536243881.093, 48
1536243882.099, 64
1536243883.118, 50
1536243884.102, 47
1536243885.100, 29
1536243886.114, 14
1536243887.083, 23
1536243888.117, 29
1536243889.083, 30
1536243890.100, 40
1536243891.099, 44
1536243892.090, 43
1536243893.092, 64
1536243894.101, 60
1536243895.098, 53
1536243896.108, 60
1536243897.100, 54
1536243898.115, 67
1536243899.100, 70
1536243900.096, 60
1536243901.100, 57
1536243902.086, 48
1536243903.112, 38
1536243904.078, 41
1536243905.098, 43
1536243906.110, 43
1536243907.098, 51
1536243908.102, 51
1536243909.083, 47
1536243910.098, 44
1536243911.086, 44
1536243912.094, 44
1536243913.096, 47
1536243914.094, 41
1536243915.133, 40
1536243916.079, 43
1536243917.101, 48
1536243918.130, 50
1536243919.101, 51
1536243920.095, 53
1536243921.087, 61
1536243922.100, 60
1536243923.117, 54
1536243924.099, 67
1536243925.095, 50
1536243926.083, 35
1536243927.098, 35
1536243928.080, 14
1536243929.101, 10
1536243930.096, 43
1536243931.084, 56
1536243932.097, 54
1536243933.113, 66
1536243934.096, 48
1536243935.114, 27
1536243936.081, 27
1536243937.097, 30
1536243938.078, 29
1536243939.087, 29
1536243940.100, 35
1536243941.086, 40
1536243942.095, 50
1536243943.109, 51
1536243944.117, 48
1536243945.101, 38
1536243946.083, 30
1536243947.129, 47
1536243948.083, 40
1536243949.093, 48
1536243950.083, 47
1536243951.089, 23
1536243952.092, 27
1536243953.085, 34
1536243954.094, 38
1536243955.114, 48
1536243956.097, 50
1536243957.099, 43
1536243958.079, 40
1536243959.101, 34
1536243960.085, 23
1536243961.103, 26
1536243962.093, 41
1536243963.096, 50
1536243964.099, 66
1536243965.079, 56
1536243966.099, 51
1536243967.109, 44
1536243968.079, 29
1536243969.108, 34
1536243970.097, 24
1536243971.094, 27
1536243972.098, 47
1536243973.093, 56
1536243974.115, 47
1536243975.082, 44
1536243976.112, 38
1536243977.076, 35
1536243978.100, 40
1536243979.117, 56
1536243980.083, 48
1536243981.094, 38
1536243982.080, 47
1536243983.096, 30
1536243984.098, 26
1536243985.100, 37
1536243986.094, 53
1536243987.081, 57
1536243988.088, 67
1536243989.080, 63
1536243990.099, 41
1536243991.097, 44
1536243992.081, 61
1536243993.086, 61
1536243994.100, 67
1536243995.095, 61
1536243996.098, 38
1536243997.085, 43
1536243998.097, 40
1536243999.084, 37
1536244000.094, 30
1536244001.099, 20
1536244002.109, 26
1536244003.099, 34
1536244004.109, 40
1536244005.094, 41
1536244006.123, 47
1536244007.085, 35
1536244008.098, 37
1536244009.084, 35
1536244010.095, 10
1536244011.080, 16
1536244012.097, 14
1536244013.100, 17
1536244014.108, 48
1536244015.099, 51
1536244016.114, 60
1536244017.080, 75
1536244018.098, 66
1536244019.079, 63
1536244020.092, 66
1536244021.086, 50
1536244022.101, 48
1536244023.097, 43
1536244024.087, 35
1536244025.095, 41
1536244026.115, 34
1536244027.093, 40
1536244028.115, 29
1536244029.083, 24
1536244030.096, 16
1536244031.083, 13
1536244032.114, 37
1536244033.113, 30
1536244034.093, 24
1536244035.096, 20
1536244036.080, 10
1536244037.094, 26
1536244038.101, 38
1536244039.088, 38
1536244040.114, 29
1536244041.102, 30
1536244042.095, 43
1536244043.130, 60
1536244044.099, 66
1536244045.102, 61
1536244046.084, 66
1536244047.115, 63
1536244048.078, 70
1536244049.086, 66
1536244050.109, 63
1536244051.088, 57
1536244052.093, 53
1536244053.084, 57
1536244054.098, 56
1536244055.100, 60
1536244056.099, 41
1536244057.099, 48
1536244058.096, 37
1536244059.098, 35
1536244060.088, 48
1536244061.083, 41
1536244062.115, 57
1536244063.086, 60
1536244064.094, 40
1536244065.117, 38
1536244066.099, 29
1536244067.098, 16
1536244068.082, 41
1536244069.093, 48
1536244070.078, 41
1536244071.101, 43
1536244072.095, 34
1536244073.100, 8
1536244074.098, 7
1536244075.125, 16
1536244076.100, 16
1536244077.118, 35
1536244078.087, 63
1536244079.098, 64
1536244080.081, 77
1536244081.086, 75
1536244082.081, 56
1536244083.100, 38
1536244084.093, 26
1536244085.082, 26
1536244086.100, 24
1536244087.115, 30
1536244088.115, 37
1536244089.117, 27
1536244090.079, 23
1536244091.087, 29
1536244092.079, 21
1536244093.083, 30
1536244094.094, 38
1536244095.089, 40
1536244096.098, 44
1536244097.083, 40
1536244098.096, 48
1536244099.108, 37
1536244100.086, 48
1536244101.104, 47
1536244102.085, 29
1536244103.115, 30
1536244104.113, 29
1536244105.087, 24
1536244106.099, 23
1536244107.086, 26
1536244108.092, 27
1536244109.086, 38
1536244110.081, 48
1536244111.102, 60
1536244112.087, 56
1536244113.101, 48
1536244114.100, 47
1536244115.102, 38
1536244116.095, 30
1536244117.088, 30
1536244118.110, 21
1536244119.083, 26
1536244120.099, 26
1536244121.086, 38
1536244122.081, 50
1536244123.094, 37
1536244124.084, 41
1536244125.102, 37
1536244126.114, 24
1536244127.093, 34
1536244128.094, 30
1536244129.100, 35
1536244130.088, 44
1536244131.098, 57
1536244132.099, 54
1536244133.116, 56
1536244134.082, 60
1536244135.098, 43
1536244136.098, 40
1536244137.096, 26
1536244138.096, 21
1536244139.081, 24
1536244140.098, 35
1536244141.078, 48
1536244142.083, 47
1536244143.102, 43
1536244144.099, 48
1536244145.092, 51
1536244146.098, 53
1536244147.093, 56
1536244148.114, 66
1536244149.088, 60
1536244150.114, 67
1536244151.084, 57
1536244152.094, 41
1536244153.081, 37
1536244154.084, 37
1536244155.098, 35
1536244156.087, 47
1536244157.101, 48
1536244158.109, 43
1536244159.093, 47
1536244160.113, 37
1536244161.087, 44
1536244162.099, 57
1536244163.083, 60
1536244164.099, 60
1536244165.095, 54
1536244166.094, 54
1536244167.093, 54
1536244168.083, 41
1536244169.099, 30
1536244170.116, 35
1536244171.099, 35
1536244172.099, 50
1536244173.081, 56
1536244174.101, 48
1536244175.096, 56
1536244176.103, 41
1536244177.094, 53
1536244178.082, 50
1536244179.093, 48
1536244180.085, 44
1536244181.098, 29
1536244182.109, 35
1536244183.100, 16
1536244184.098, 24
1536244185.102, 23
1536244186.085, 23
1536244187.113, 40
1536244188.080, 50
1536244189.113, 50
1536244190.078, 43
1536244191.086, 34
1536244192.083, 34
1536244193.099, 26
1536244194.096, 24
1536244195.080, 37
1536244196.087, 24
1536244197.113, 37
1536244198.094, 48
1536244199.100, 41
1536244200.099, 43
1536244201.094, 44
1536244202.102, 41
1536244203.084, 44
1536244204.102, 44
1536244205.087, 41
1536244206.113, 44
1536244207.100, 35
1536244208.092, 41
1536244209.100, 47
1536244210.084, 44
1536244211.101, 54
1536244212.085, 60
1536244213.086, 66
1536244214.095, 70
1536244215.083, 83
1536244216.101, 64
1536244217.096, 61
1536244218.097, 50
1536244219.115, 30
1536244220.081, 35
1536244221.109, 35
1536244222.080, 34
1536244223.102, 41
1536244224.084, 54
1536244225.102, 51
1536244226.099, 53
1536244227.100, 51
1536244228.093, 51
1536244229.080, 48
1536244230.095, 40
1536244231.116, 29
1536244232.102, 17
1536244233.100, 13
1536244234.080, 37
1536244235.101, 34
1536244236.116, 35
1536244237.093, 34
1536244238.094, 20
1536244239.081, 29
1536244240.093, 34
1536244241.079, 35
1536244242.080, 27
1536244243.088, 40
1536244244.084, 41
1536244245.096, 47
1536244246.097, 41
1536244247.096, 37
1536244248.098, 34
1536244249.079, 44
1536244250.096, 50
1536244251.079, 44
1536244252.084, 38
1536244253.080, 34
1536244254.086, 40
1536244255.097, 40
1536244256.108, 56
1536244257.095, 50
1536244258.101, 54
1536244259.078, 57
1536244260.093, 57
1536244261.084, 51
1536244262.100, 40
1536244263.086, 40
1536244264.081, 27
1536244265.093, 40
1536244266.087, 48
1536244267.087, 51
1536244268.098, 57
1536244269.093, 54
1536244270.098, 48
1536244271.085, 30
1536244272.100, 37
1536244273.094, 30
1536244274.101, 29
1536244275.099, 44
1536244276.099, 41
1536244277.114, 44
1536244278.117, 61
1536244279.099, 56
1536244280.115, 61
1536244281.083, 70
1536244282.100, 57
1536244283.082, 48
1536244284.102, 30
1536244285.096, 23
1536244286.083, 34
1536244287.097, 29
1536244288.095, 38
1536244289.098, 30
1536244290.101, 27
1536244291.085, 54
1536244292.114, 63
1536244293.079, 66
1536244294.085, 74
1536244295.079, 56
1536244296.084, 51
1536244297.100, 61
1536244298.086, 51
1536244299.094, 53
1536244300.080, 54
1536244301.087, 44
1536244302.098, 41
1536244303.096, 35
1536244304.100, 37
1536244305.083, 37
1536244306.096, 50
1536244307.113, 48
1536244308.093, 43
1536244309.099, 51
1536244310.084, 40
1536244311.092, 50
1536244312.079, 47
1536244313.081, 27
1536244314.102, 35
1536244315.083, 21
1536244316.099, 26
1536244317.097, 40
1536244318.099, 37
1536244319.100, 30
1536244320.079, 35
1536244321.100, 48
1536244322.084, 41
1536244323.099, 44
1536244324.086, 34
1536244325.083, 17
1536244326.097, 26
1536244327.108, 24
1536244328.098, 35
1536244329.096, 34
1536244330.081, 26
1536244331.094, 47
1536244332.083, 48
1536244333.095, 51
1536244334.086, 53
1536244335.103, 48
1536244336.098, 47
1536244337.099, 50
1536244338.094, 64
1536244339.129, 63
1536244340.101, 56
1536244341.096, 57
1536244342.083, 44
1536244343.087, 37
1536244344.079, 41
1536244345.082, 44
1536244346.097, 50
1536244347.088, 60
1536244348.095, 60
1536244349.079, 57
1536244350.102, 53
1536244351.097, 43
1536244352.087, 38
1536244353.099, 35
1536244354.086, 37
1536244355.087, 37
