Time, Value
1538489542.601, 69
1538489543.589, 69
1538489544.600, 74
1538489545.583, 74
1538489546.605, 88
1538489547.603, 96
1538489548.587, 88
1538489549.600, 96
1538489550.607, 90
1538489551.604, 90
1538489552.605, 93
1538489553.582, 93
1538489554.616, 93
1538489555.587, 93
1538489556.605, 90
1538489557.585, 80
1538489558.584, 75
1538489559.597, 75
1538489560.620, 75
1538489561.605, 56
1538489562.605, 56
1538489563.586, 56
1538489564.600, 51
1538489565.604, 60
1538489566.589, 69
1538489567.590, 93
1538489568.601, 96
1538489569.629, 96
1538489570.605, 88
1538489571.596, 81
1538489572.604, 61
1538489573.598, 67
1538489574.620, 54
1538489575.587, 54
1538489576.596, 41
1538489577.586, 41
1538489578.600, 29
1538489579.599, 1
1538489580.599, 7
1538489581.600, 34
1538489582.585, 44
1538489583.597, 48
1538489584.611, 67
1538489585.602, 48
1538489586.629, 47
1538489587.586, 50
1538489588.599, 29
1538489589.602, 41
1538489590.590, 38
1538489591.600, 50
1538489592.588, 63
1538489593.596, 60
1538489594.589, 74
1538489595.601, 69
1538489596.617, 63
1538489597.585, 60
1538489598.605, 51
1538489599.588, 53
1538489600.601, 77
1538489601.612, 78
1538489602.597, 74
1538489603.605, 60
1538489604.581, 38
1538489605.604, 35
1538489606.586, 60
1538489607.602, 53
1538489608.604, 56
1538489609.590, 56
1538489610.620, 30
1538489611.618, 61
1538489612.617, 77
1538489613.617, 91
1538489614.583, 88
1538489615.601, 66
1538489616.582, 54
1538489617.604, 21
1538489618.601, 40
1538489619.604, 38
1538489620.604, 17
1538489621.602, 30
1538489622.605, 21
1538489623.600, 30
1538489624.581, 41
1538489625.618, 51
1538489626.587, 61
1538489627.597, 60
1538489628.579, 57
1538489629.590, 51
1538489630.600, 51
1538489631.611, 54
1538489632.595, 54
1538489633.651, 67
1538489634.590, 69
1538489635.604, 53
1538489636.596, 47
1538489637.596, 30
1538489638.597, 30
1538489639.597, 48
1538489640.605, 44
1538489641.602, 56
1538489642.631, 66
1538489643.616, 56
1538489644.596, 60
1538489645.604, 53
1538489646.586, 41
1538489647.605, 54
1538489648.589, 69
1538489649.601, 83
1538489650.597, 83
1538489651.601, 63
1538489652.601, 63
1538489653.587, 53
1538489654.601, 50
1538489655.611, 60
1538489656.601, 50
1538489657.616, 50
1538489658.587, 60
1538489659.603, 40
1538489660.617, 50
1538489661.602, 44
1538489662.618, 44
1538489663.589, 40
1538489664.595, 47
1538489665.583, 53
1538489666.605, 41
1538489667.621, 54
1538489668.606, 51
1538489669.601, 43
1538489670.602, 56
1538489671.606, 67
1538489672.632, 57
1538489673.601, 60
1538489674.601, 56
1538489675.581, 64
1538489676.587, 74
1538489677.589, 94
1538489678.602, 83
1538489679.598, 67
1538489680.584, 53
1538489681.605, 44
1538489682.600, 57
1538489683.618, 53
1538489684.601, 50
1538489685.588, 35
1538489686.600, 27
1538489687.582, 43
1538489688.586, 53
1538489689.600, 54
1538489690.590, 56
1538489691.596, 47
1538489692.615, 43
1538489693.601, 30
1538489694.601, 20
1538489695.602, 16
1538489696.604, 21
1538489697.585, 30
1538489698.605, 43
1538489699.586, 29
1538489700.597, 40
1538489701.601, 40
1538489702.586, 37
1538489703.596, 50
1538489704.616, 44
1538489705.583, 44
1538489706.605, 74
1538489707.600, 66
1538489708.605, 67
1538489709.591, 61
1538489710.602, 41
1538489711.617, 44
1538489712.602, 35
1538489713.618, 47
1538489714.582, 47
1538489715.604, 56
1538489716.618, 60
1538489717.584, 57
1538489718.598, 67
1538489719.583, 44
1538489720.601, 50
1538489721.600, 51
1538489722.606, 41
1538489723.600, 63
1538489724.602, 69
1538489725.596, 67
1538489726.583, 69
1538489727.588, 66
1538489728.616, 56
1538489729.584, 67
1538489730.596, 50
1538489731.604, 57
1538489732.598, 44
1538489733.604, 21
1538489734.590, 48
1538489735.597, 27
1538489736.585, 38
1538489737.596, 60
1538489738.606, 44
1538489739.602, 60
1538489740.605, 53
1538489741.591, 47
1538489742.600, 50
1538489743.614, 41
1538489744.602, 44
1538489745.600, 48
1538489746.589, 47
1538489747.603, 47
1538489748.586, 48
1538489749.602, 35
1538489750.601, 43
1538489751.590, 41
1538489752.601, 41
1538489753.620, 61
1538489754.605, 54
1538489755.605, 57
1538489756.580, 51
1538489757.616, 40
1538489758.586, 50
1538489759.605, 38
1538489760.596, 37
1538489761.604, 27
1538489762.605, 10
1538489763.618, 26
1538489764.605, 30
1538489765.620, 30
1538489766.587, 43
1538489767.598, 35
1538489768.583, 20
1538489769.606, 20
1538489770.600, 16
1538489771.596, 7
1538489772.597, 24
1538489773.587, 35
1538489774.597, 24
1538489775.604, 30
1538489776.591, 11
1538489777.618, 10
1538489778.581, 11
