Time, PoorSignal, Attention, Meditation
1538489542.601, 0, 75, 69
1538489543.589, 0, 75, 69
1538489544.600, 0, 61, 74
1538489545.583, 26, 61, 74
1538489546.605, 0, 63, 88
1538489547.603, 0, 41, 96
1538489548.587, 0, 51, 88
1538489549.600, 0, 60, 96
1538489550.607, 0, 61, 90
1538489551.604, 0, 60, 90
1538489552.605, 0, 54, 93
1538489553.582, 0, 60, 93
1538489554.616, 26, 60, 93
1538489555.587, 0, 50, 93
1538489556.605, 0, 37, 90
1538489557.585, 0, 40, 80
1538489558.584, 0, 17, 75
1538489559.597, 26, 17, 75
1538489560.620, 26, 17, 75
1538489561.605, 0, 16, 56
1538489562.605, 26, 16, 56
1538489563.586, 26, 16, 56
1538489564.600, 0, 53, 51
1538489565.604, 0, 38, 60
1538489566.589, 0, 53, 69
1538489567.590, 0, 53, 93
1538489568.601, 0, 38, 96
1538489569.629, 26, 38, 96
1538489570.605, 0, 43, 88
1538489571.596, 0, 47, 81
1538489572.604, 0, 43, 61
1538489573.598, 0, 41, 67
1538489574.620, 0, 37, 54
1538489575.587, 26, 37, 54
1538489576.596, 0, 30, 41
1538489577.586, 26, 30, 41
1538489578.600, 0, 38, 29
1538489579.599, 0, 24, 1
1538489580.599, 0, 20, 7
1538489581.600, 0, 16, 34
1538489582.585, 0, 4, 44
1538489583.597, 0, 27, 48
1538489584.611, 0, 43, 67
1538489585.602, 0, 50, 48
1538489586.629, 0, 64, 47
1538489587.586, 0, 30, 50
1538489588.599, 0, 23, 29
1538489589.602, 0, 17, 41
1538489590.590, 0, 13, 38
1538489591.600, 0, 29, 50
1538489592.588, 0, 35, 63
1538489593.596, 0, 44, 60
1538489594.589, 0, 44, 74
1538489595.601, 0, 50, 69
1538489596.617, 0, 66, 63
1538489597.585, 0, 63, 60
1538489598.605, 0, 70, 51
1538489599.588, 0, 78, 53
1538489600.601, 0, 51, 77
1538489601.612, 0, 53, 78
1538489602.597, 0, 40, 74
1538489603.605, 0, 26, 60
1538489604.581, 0, 30, 38
1538489605.604, 0, 29, 35
1538489606.586, 0, 40, 60
1538489607.602, 0, 43, 53
1538489608.604, 0, 48, 56
1538489609.590, 0, 47, 56
1538489610.620, 0, 40, 30
1538489611.618, 0, 35, 61
1538489612.617, 0, 37, 77
1538489613.617, 0, 47, 91
1538489614.583, 0, 64, 88
1538489615.601, 0, 78, 66
1538489616.582, 0, 84, 54
1538489617.604, 0, 70, 21
1538489618.601, 0, 70, 40
1538489619.604, 0, 66, 38
1538489620.604, 0, 51, 17
1538489621.602, 0, 67, 30
1538489622.605, 0, 54, 21
1538489623.600, 0, 56, 30
1538489624.581, 0, 56, 41
1538489625.618, 0, 51, 51
1538489626.587, 0, 67, 61
1538489627.597, 0, 78, 60
1538489628.579, 0, 81, 57
1538489629.590, 0, 78, 51
1538489630.600, 26, 78, 51
1538489631.611, 0, 70, 54
1538489632.595, 0, 63, 54
1538489633.651, 0, 66, 67
1538489634.590, 0, 77, 69
1538489635.604, 0, 67, 53
1538489636.596, 0, 60, 47
1538489637.596, 0, 54, 30
1538489638.597, 0, 54, 30
1538489639.597, 0, 57, 48
1538489640.605, 0, 57, 44
1538489641.602, 0, 64, 56
1538489642.631, 0, 64, 66
1538489643.616, 0, 67, 56
1538489644.596, 0, 70, 60
1538489645.604, 0, 67, 53
1538489646.586, 0, 48, 41
1538489647.605, 0, 51, 54
1538489648.589, 0, 64, 69
1538489649.601, 0, 61, 83
1538489650.597, 0, 70, 83
1538489651.601, 0, 50, 63
1538489652.601, 0, 40, 63
1538489653.587, 0, 50, 53
1538489654.601, 0, 40, 50
1538489655.611, 0, 64, 60
1538489656.601, 0, 56, 50
1538489657.616, 0, 56, 50
1538489658.587, 0, 70, 60
1538489659.603, 0, 64, 40
1538489660.617, 0, 63, 50
1538489661.602, 0, 63, 44
1538489662.618, 0, 54, 44
1538489663.589, 0, 53, 40
1538489664.595, 0, 64, 47
1538489665.583, 0, 51, 53
1538489666.605, 0, 51, 41
1538489667.621, 0, 51, 54
1538489668.606, 0, 44, 51
1538489669.601, 0, 44, 43
