Time, Value
1539250003.997, 0
1539250005.009, 0
1539250005.998, 0
1539250007.012, 0
1539250007.997, 0
1539250008.996, 0
1539250010.025, 0
1539250010.997, 0
1539250011.990, 0
1539250012.996, 0
1539250013.997, 0
1539250015.012, 0
1539250015.992, 0
1539250017.011, 0
1539250017.997, 0
1539250019.008, 0
1539250019.994, 0
1539250020.990, 0
1539250021.996, 0
1539250022.991, 0
1539250023.996, 0
1539250025.008, 0
1539250025.997, 0
1539250027.003, 0
1539250027.996, 0
1539250029.005, 0
1539250029.990, 0
1539250030.996, 0
1539250032.010, 0
1539250032.993, 0
1539250034.012, 0
1539250035.012, 0
1539250036.019, 0
1539250037.009, 0
1539250037.989, 0
1539250039.008, 0
1539250039.980, 0
1539250040.996, 0
1539250041.979, 0
1539250042.994, 0
1539250044.005, 0
1539250045.010, 0
1539250045.992, 0
1539250047.014, 0
1539250047.989, 0
1539250049.003, 0
1539250049.993, 0
1539250050.989, 0
1539250051.992, 0
1539250052.993, 0
1539250054.003, 0
1539250054.992, 0
1539250056.007, 0
1539250057.006, 0
1539250057.999, 0
1539250059.008, 0
1539250059.998, 0
1539250060.997, 0
1539250061.996, 0
1539250062.997, 0
1539250064.027, 0
1539250064.991, 0
1539250066.028, 0
1539250066.994, 0
1539250067.993, 0
1539250069.012, 0
1539250069.991, 0
1539250071.006, 0
1539250071.990, 0
1539250072.998, 0
1539250074.006, 0
1539250074.997, 0
1539250076.005, 0
1539250076.989, 0
1539250078.013, 0
1539250078.980, 0
1539250079.993, 0
1539250081.019, 0
1539250081.992, 0
1539250082.996, 0
1539250083.998, 0
1539250084.991, 0
1539250086.009, 0
1539250086.989, 0
1539250087.998, 0
1539250088.980, 0
1539250089.995, 0
1539250090.982, 0
1539250092.008, 0
1539250093.008, 0
1539250093.990, 0
1539250094.996, 0
1539250096.018, 0
1539250096.993, 0
1539250098.011, 0
1539250098.998, 0
1539250099.997, 0
1539250100.996, 0
1539250101.997, 0
1539250103.008, 0
1539250103.994, 0
1539250105.011, 0
1539250106.007, 0
1539250107.007, 0
1539250108.009, 0
1539250108.997, 0
1539250110.010, 0
1539250110.997, 0
1539250111.990, 0
1539250112.998, 0
1539250113.989, 0
1539250115.010, 0
1539250115.996, 0
1539250116.992, 0
1539250118.023, 0
1539250118.990, 0
1539250120.003, 0
1539250120.997, 0
1539250122.007, 0
1539250122.994, 0
1539250123.991, 0
1539250125.008, 0
1539250125.990, 26
1539250127.013, 0
1539250127.994, 0
1539250129.008, 0
1539250130.003, 0
1539250130.988, 0
1539250131.992, 0
1539250133.009, 0
1539250133.992, 0
1539250135.004, 0
1539250135.993, 0
1539250137.026, 0
1539250137.981, 0
1539250139.011, 0
1539250139.993, 0
1539250140.996, 0
1539250142.005, 0
1539250142.989, 0
1539250144.007, 0
1539250145.009, 0
1539250145.995, 0
1539250147.011, 0
1539250147.994, 0
1539250149.005, 0
1539250149.994, 0
1539250150.988, 0
1539250151.978, 0
1539250152.993, 0
1539250153.991, 0
1539250154.993, 0
1539250155.991, 0
1539250157.011, 0
1539250157.988, 0
1539250159.013, 0
1539250159.997, 0
1539250160.992, 0
1539250161.982, 0
1539250163.007, 0
1539250164.011, 0
1539250164.998, 0
1539250166.008, 0
1539250167.025, 0
1539250167.991, 0
1539250169.003, 0
1539250169.998, 0
1539250171.010, 0
1539250171.997, 0
1539250172.995, 0
1539250173.997, 0
1539250174.988, 0
1539250175.993, 0
1539250177.008, 0
1539250178.010, 0
1539250179.005, 0
1539250179.981, 0
1539250181.005, 0
1539250181.990, 0
1539250182.996, 0
1539250183.994, 0
1539250184.990, 0
1539250185.997, 0
1539250186.989, 0
1539250187.992, 0
1539250189.012, 0
1539250189.983, 0
1539250191.004, 0
1539250191.990, 0
1539250193.009, 0
1539250193.979, 0
1539250194.996, 0
1539250196.003, 0
1539250196.993, 0
1539250198.006, 0
1539250198.976, 0
1539250199.992, 0
1539250201.011, 0
1539250201.998, 0
1539250202.993, 0
1539250203.994, 0
1539250204.990, 0
1539250206.010, 0
1539250206.995, 0
1539250208.008, 0
1539250208.993, 0
1539250210.012, 0
1539250210.981, 0
1539250211.992, 0
1539250213.009, 0
1539250213.989, 0
1539250214.991, 0
1539250216.007, 0
1539250216.996, 0
1539250217.996, 0
1539250218.998, 0
1539250220.003, 0
1539250220.997, 0
1539250221.990, 0
1539250222.997, 0
1539250223.994, 0
1539250224.992, 26
1539250225.998, 0
1539250227.009, 0
1539250228.012, 0
1539250228.989, 0
1539250230.006, 0
1539250230.979, 0
1539250231.997, 0
1539250232.997, 0
1539250234.011, 0
1539250234.997, 0
1539250236.008, 0
1539250236.996, 0
1539250238.012, 0
1539250238.997, 0
1539250240.019, 0
1539250240.995, 0
1539250241.997, 0
1539250242.988, 0
1539250243.993, 0
1539250245.008, 0
1539250245.995, 0
1539250246.994, 0
1539250247.975, 0
1539250248.997, 0
1539250250.004, 0
1539250250.993, 0
1539250252.012, 0
1539250252.981, 0
1539250253.990, 0
1539250254.991, 0
1539250255.994, 0
1539250257.010, 0
1539250257.996, 0
1539250259.009, 0
1539250259.997, 0
1539250260.988, 0
1539250262.013, 0
1539250262.994, 0
1539250264.013, 0
1539250264.997, 0
1539250266.011, 0
1539250267.013, 0
1539250267.992, 0
1539250269.009, 0
1539250269.993, 0
1539250271.008, 0
1539250271.994, 0
1539250272.993, 0
1539250273.995, 26
1539250274.981, 0
1539250275.988, 0
1539250277.003, 0
1539250277.988, 0
1539250279.005, 0
1539250279.993, 0
1539250281.007, 0
1539250281.982, 0
1539250282.988, 0
1539250283.977, 0
1539250284.994, 0
1539250286.008, 0
1539250287.006, 0
1539250287.990, 0
1539250289.003, 0
1539250289.983, 0
1539250291.004, 0
1539250291.994, 0
1539250292.992, 0
1539250293.977, 0
1539250294.996, 0
1539250296.023, 0
1539250296.989, 0
1539250297.995, 0
1539250299.010, 0
1539250299.991, 0
1539250301.012, 0
1539250301.998, 0
1539250302.988, 0
1539250303.977, 0
1539250304.993, 0
1539250306.008, 0
1539250306.993, 0
1539250307.991, 0
1539250309.012, 0
1539250309.992, 0
1539250311.029, 0
1539250311.994, 0
1539250313.028, 0
1539250313.996, 0
1539250314.991, 0
1539250316.012, 0
1539250316.991, 0
1539250318.008, 0
1539250318.978, 0
1539250320.009, 0
1539250321.005, 0
1539250322.012, 0
1539250323.005, 0
1539250323.980, 0
1539250324.989, 0
1539250325.978, 0
1539250326.992, 0
1539250327.995, 0
1539250328.997, 0
1539250330.012, 0
1539250330.982, 0
1539250331.984, 0
1539250333.009, 0
1539250333.980, 0
1539250334.993, 0
1539250335.981, 0
1539250337.004, 0
1539250338.003, 0
1539250339.010, 0
1539250340.012, 0
1539250340.981, 0
1539250341.996, 0
1539250342.982, 0
1539250343.989, 0
1539250345.007, 0
1539250345.996, 0
1539250346.993, 0
1539250348.009, 0
1539250348.988, 0
1539250350.012, 0
1539250350.997, 0
1539250352.005, 0
1539250352.996, 0
1539250353.998, 0
1539250354.980, 0
1539250355.996, 0
1539250357.008, 0
1539250358.003, 0
1539250358.992, 0
1539250360.004, 0
1539250360.994, 0
1539250362.013, 0
1539250362.995, 0
1539250363.989, 0
1539250365.009, 0
1539250365.997, 0
1539250367.008, 0
1539250367.998, 0
1539250369.023, 0
1539250370.008, 0
1539250370.990, 0
1539250372.006, 0
1539250372.998, 0
1539250373.988, 0
1539250374.978, 0
1539250375.991, 0
1539250376.996, 26
1539250377.996, 0
1539250378.995, 0
1539250379.981, 0
1539250381.008, 0
1539250382.023, 0
1539250382.990, 0
1539250384.020, 0
1539250384.996, 0
1539250385.993, 0
1539250387.005, 0
1539250387.990, 0
1539250389.009, 0
1539250389.980, 0
1539250390.995, 0
1539250391.979, 0
1539250392.994, 0
1539250394.008, 0
1539250395.010, 0
1539250395.993, 0
1539250396.980, 0
1539250397.997, 0
1539250399.027, 0
1539250399.996, 0
1539250401.008, 0
1539250401.977, 0
1539250402.998, 0
1539250403.980, 0
1539250404.997, 0
1539250405.992, 0
1539250406.979, 0
1539250407.998, 0
1539250409.010, 0
1539250410.004, 0
1539250411.010, 0
1539250411.978, 0
1539250413.011, 0
1539250413.994, 0
1539250414.993, 26
1539250415.993, 0
1539250416.994, 26
1539250417.992, 0
1539250418.999, 0
1539250419.992, 0
1539250420.997, 26
1539250421.997, 26
1539250423.010, 0
1539250423.977, 26
1539250425.004, 26
1539250425.995, 26
1539250426.998, 0
1539250427.997, 0
1539250429.025, 26
1539250429.992, 26
1539250431.006, 26
1539250431.995, 0
1539250432.997, 0
1539250433.983, 0
1539250434.993, 0
1539250435.988, 0
1539250436.991, 0
1539250437.997, 0
1539250438.996, 0
1539250440.023, 0
1539250441.007, 0
1539250441.995, 0
1539250443.010, 0
1539250443.992, 0
1539250444.988, 26
1539250445.981, 0
1539250446.989, 26
1539250447.995, 0
1539250448.988, 0
1539250450.003, 0
1539250451.011, 0
1539250451.992, 0
1539250453.011, 26
1539250453.994, 0
1539250455.009, 0
1539250455.993, 0
1539250456.988, 0
1539250458.012, 0
1539250458.996, 0
