Time, Value
1537364691.869, 70
1537364692.876, 77
1537364693.872, 64
1537364694.888, 50
1537364695.891, 47
1537364696.892, 29
1537364697.885, 29
1537364698.887, 29
1537364699.868, 30
1537364700.889, 44
1537364701.877, 43
1537364702.886, 43
1537364703.874, 41
1537364704.904, 40
1537364705.888, 37
1537364706.876, 37
1537364707.891, 43
1537364708.914, 53
1537364709.888, 54
1537364710.892, 53
1537364711.873, 47
1537364712.892, 43
1537364713.875, 40
1537364714.872, 40
1537364715.884, 54
1537364716.873, 51
1537364717.886, 44
1537364718.871, 54
1537364719.892, 48
1537364720.907, 61
1537364721.870, 64
1537364722.887, 61
1537364723.869, 64
1537364724.874, 57
1537364725.883, 64
1537364726.873, 67
1537364727.882, 77
1537364728.890, 69
1537364729.885, 54
1537364730.893, 54
1537364731.877, 54
1537364732.904, 41
1537364733.871, 47
1537364734.904, 43
1537364735.869, 63
1537364736.888, 87
1537364737.891, 77
1537364738.874, 90
1537364739.883, 90
1537364740.872, 67
1537364741.877, 69
1537364742.861, 61
1537364743.890, 47
1537364744.875, 53
1537364745.892, 50
1537364746.884, 51
1537364747.904, 57
1537364748.883, 57
1537364749.906, 63
1537364750.878, 80
1537364751.884, 81
1537364752.862, 88
1537364753.871, 78
1537364754.892, 69
1537364755.877, 67
1537364756.884, 64
1537364757.890, 75
1537364758.893, 64
1537364759.884, 64
1537364760.883, 57
1537364761.887, 38
1537364762.878, 35
1537364763.872, 40
1537364764.877, 56
1537364765.876, 74
1537364766.882, 94
1537364767.872, 91
1537364768.889, 94
1537364769.905, 90
1537364770.871, 81
1537364771.885, 84
1537364772.872, 81
1537364773.893, 87
1537364774.871, 83
1537364775.888, 83
1537364776.888, 75
1537364777.873, 84
1537364778.888, 88
1537364779.870, 88
1537364780.891, 90
1537364781.903, 81
1537364782.870, 77
1537364783.877, 69
1537364784.872, 69
1537364785.872, 57
1537364786.889, 63
1537364787.875, 57
1537364788.883, 48
1537364789.872, 50
1537364790.905, 51
1537364791.871, 48
1537364792.876, 51
1537364793.892, 60
1537364794.874, 53
1537364795.886, 61
1537364796.892, 60
1537364797.876, 50
1537364798.890, 61
1537364799.873, 60
1537364800.887, 81
1537364801.876, 94
1537364802.870, 83
1537364803.889, 81
1537364804.875, 66
1537364805.889, 61
1537364806.871, 67
1537364807.876, 81
1537364808.892, 90
1537364809.888, 88
1537364810.890, 81
1537364811.873, 63
1537364812.870, 57
1537364813.875, 63
1537364814.890, 70
1537364815.884, 81
1537364816.889, 87
1537364817.889, 80
1537364818.892, 74
1537364819.889, 69
1537364820.905, 70
1537364821.872, 84
1537364822.898, 94
1537364823.862, 97
1537364824.888, 81
1537364825.891, 80
1537364826.888, 77
1537364827.893, 70
1537364828.888, 78
1537364829.875, 77
1537364830.888, 61
1537364831.889, 77
1537364832.883, 81
1537364833.871, 74
1537364834.876, 78
1537364835.877, 67
1537364836.875, 75
1537364837.885, 75
1537364838.888, 87
1537364839.885, 90
1537364840.887, 81
1537364841.877, 81
1537364842.890, 75
1537364843.876, 60
1537364844.888, 66
1537364845.874, 74
1537364846.885, 70
1537364847.891, 78
1537364848.906, 67
1537364849.885, 70
1537364850.905, 78
1537364851.885, 78
1537364852.920, 80
1537364853.876, 75
1537364854.887, 63
1537364855.875, 70
1537364856.892, 69
1537364857.885, 60
1537364858.877, 61
1537364859.889, 54
1537364860.872, 48
1537364861.882, 56
1537364862.877, 61
1537364863.871, 61
1537364864.903, 75
1537364865.877, 67
1537364866.884, 70
1537364867.883, 75
1537364868.872, 78
1537364869.887, 94
1537364870.878, 100
1537364871.887, 96
1537364872.872, 88
1537364873.871, 75
1537364874.884, 60
1537364875.872, 64
