Time, Value
1537364691.869, 24
1537364692.876, 20
1537364693.872, 16
1537364694.888, 10
1537364695.891, 29
1537364696.892, 41
1537364697.885, 60
1537364698.887, 87
1537364699.868, 91
1537364700.889, 75
1537364701.877, 64
1537364702.886, 64
1537364703.874, 48
1537364704.904, 14
1537364705.888, 30
1537364706.876, 44
1537364707.891, 61
1537364708.914, 94
1537364709.888, 75
1537364710.892, 84
1537364711.873, 77
1537364712.892, 77
1537364713.875, 80
1537364714.872, 81
1537364715.884, 94
1537364716.873, 74
1537364717.886, 84
1537364718.871, 81
1537364719.892, 83
1537364720.907, 93
1537364721.870, 77
1537364722.887, 53
1537364723.869, 40
1537364724.874, 48
1537364725.883, 77
1537364726.873, 93
1537364727.882, 100
1537364728.890, 100
1537364729.885, 100
1537364730.893, 100
1537364731.877, 100
1537364732.904, 100
1537364733.871, 93
1537364734.904, 96
1537364735.869, 91
1537364736.888, 78
1537364737.891, 83
1537364738.874, 67
1537364739.883, 69
1537364740.872, 84
1537364741.877, 87
1537364742.861, 96
1537364743.890, 97
1537364744.875, 88
1537364745.892, 88
1537364746.884, 69
1537364747.904, 57
1537364748.883, 38
1537364749.906, 37
1537364750.878, 27
1537364751.884, 38
1537364752.862, 66
1537364753.871, 80
1537364754.892, 100
1537364755.877, 100
1537364756.884, 100
1537364757.890, 100
1537364758.893, 100
1537364759.884, 83
1537364760.883, 69
1537364761.887, 67
1537364762.878, 48
1537364763.872, 56
1537364764.877, 69
1537364765.876, 57
1537364766.882, 69
1537364767.872, 57
1537364768.889, 41
1537364769.905, 53
1537364770.871, 53
1537364771.885, 63
1537364772.872, 75
1537364773.893, 69
1537364774.871, 90
1537364775.888, 83
1537364776.888, 74
1537364777.873, 80
1537364778.888, 60
1537364779.870, 60
1537364780.891, 69
1537364781.903, 77
1537364782.870, 81
1537364783.877, 100
1537364784.872, 100
1537364785.872, 74
1537364786.889, 80
1537364787.875, 51
1537364788.883, 50
1537364789.872, 63
1537364790.905, 57
1537364791.871, 66
1537364792.876, 56
1537364793.892, 47
1537364794.874, 51
1537364795.886, 35
1537364796.892, 43
1537364797.876, 51
1537364798.890, 40
1537364799.873, 54
1537364800.887, 54
1537364801.876, 67
1537364802.870, 78
1537364803.889, 87
1537364804.875, 93
1537364805.889, 83
1537364806.871, 75
1537364807.876, 61
1537364808.892, 57
1537364809.888, 57
1537364810.890, 61
1537364811.873, 75
1537364812.870, 78
1537364813.875, 87
1537364814.890, 80
1537364815.884, 84
1537364816.889, 70
1537364817.889, 47
1537364818.892, 51
1537364819.889, 38
1537364820.905, 41
1537364821.872, 56
1537364822.898, 53
1537364823.862, 48
1537364824.888, 47
1537364825.891, 53
1537364826.888, 47
1537364827.893, 53
1537364828.888, 53
1537364829.875, 53
1537364830.888, 77
1537364831.889, 75
1537364832.883, 81
1537364833.871, 81
1537364834.876, 48
1537364835.877, 48
1537364836.875, 48
1537364837.885, 47
1537364838.888, 69
1537364839.885, 74
1537364840.887, 74
1537364841.877, 77
1537364842.890, 80
1537364843.876, 67
1537364844.888, 70
1537364845.874, 51
1537364846.885, 64
1537364847.891, 88
1537364848.906, 93
1537364849.885, 100
1537364850.905, 100
1537364851.885, 93
1537364852.920, 78
1537364853.876, 74
1537364854.887, 63
1537364855.875, 51
1537364856.892, 60
1537364857.885, 61
1537364858.877, 69
1537364859.889, 64
1537364860.872, 70
1537364861.882, 67
1537364862.877, 63
1537364863.871, 60
1537364864.903, 53
1537364865.877, 66
1537364866.884, 63
1537364867.883, 63
1537364868.872, 61
1537364869.887, 48
1537364870.878, 51
1537364871.887, 60
1537364872.872, 53
1537364873.871, 67
1537364874.884, 66
1537364875.872, 81
1537364876.887, 88
1537364877.871, 80
