Time, Value
1539682083.332, 0
1539682084.351, 0
1539682085.352, 0
1539682086.363, 0
1539682087.356, 0
1539682088.324, 0
1539682089.356, 0
1539682090.339, 0
1539682091.332, 0
1539682092.321, 0
1539682093.334, 0
1539682094.337, 0
1539682095.335, 0
1539682096.356, 0
1539682097.348, 0
1539682098.354, 0
1539682099.347, 0
1539682100.338, 0
1539682101.337, 0
1539682102.338, 0
1539682103.336, 0
1539682104.339, 0
1539682105.337, 0
1539682106.340, 0
1539682107.353, 0
1539682108.352, 0
1539682109.350, 0
1539682110.352, 0
1539682111.353, 0
1539682112.348, 0
1539682113.333, 0
1539682114.350, 0
1539682115.340, 0
1539682116.368, 0
1539682117.336, 0
1539682118.337, 0
1539682119.357, 0
1539682120.336, 0
1539682121.356, 0
1539682122.339, 0
1539682123.351, 0
1539682124.333, 0
1539682125.355, 0
1539682126.354, 0
1539682127.350, 0
1539682128.357, 0
1539682129.338, 0
1539682130.335, 0
1539682131.369, 0
1539682132.339, 0
1539682133.354, 0
1539682134.332, 0
1539682135.353, 0
1539682136.356, 0
1539682137.341, 0
1539682138.355, 0
1539682139.337, 0
1539682140.352, 0
1539682141.339, 0
1539682142.356, 0
1539682143.355, 0
1539682144.334, 0
1539682145.351, 0
1539682146.372, 0
1539682147.336, 0
1539682148.353, 0
1539682149.325, 0
1539682150.348, 0
1539682151.337, 0
1539682152.338, 0
1539682153.339, 0
1539682154.337, 0
1539682155.352, 0
1539682156.352, 0
1539682157.350, 0
1539682158.347, 0
1539682159.333, 0
1539682160.349, 0
1539682161.325, 0
1539682162.332, 0
1539682163.321, 0
1539682164.341, 0
1539682165.349, 0
1539682166.333, 0
1539682167.336, 0
1539682168.354, 0
1539682169.337, 0
1539682170.347, 0
1539682171.342, 0
1539682172.353, 0
1539682173.333, 0
1539682174.338, 0
1539682175.356, 0
1539682176.337, 0
1539682177.356, 0
1539682178.349, 0
1539682179.340, 0
1539682180.356, 0
1539682181.341, 0
1539682182.356, 0
1539682183.340, 0
1539682184.336, 0
1539682185.347, 0
1539682186.334, 0
1539682187.353, 0
1539682188.337, 0
1539682189.354, 0
1539682190.347, 0
1539682191.342, 0
1539682192.349, 0
1539682193.333, 0
1539682194.334, 0
1539682195.339, 26
1539682196.337, 0
1539682197.349, 0
1539682198.342, 0
1539682199.352, 0
1539682200.325, 0
1539682201.338, 0
1539682202.369, 0
1539682203.336, 0
1539682204.341, 0
1539682205.342, 0
1539682206.338, 0
1539682207.352, 0
1539682208.335, 0
1539682209.356, 0
1539682210.322, 0
1539682211.341, 0
1539682212.325, 0
1539682213.356, 0
1539682214.347, 0
1539682215.355, 0
1539682216.353, 0
1539682217.364, 0
1539682218.337, 0
1539682219.355, 0
1539682220.328, 0
1539682221.352, 0
1539682222.327, 0
1539682223.334, 0
1539682224.334, 0
1539682225.337, 0
1539682226.352, 0
1539682227.350, 0
1539682228.348, 0
1539682229.352, 0
1539682230.337, 0
1539682231.355, 0
1539682232.323, 0
1539682233.333, 0
1539682234.326, 0
1539682235.337, 0
1539682236.347, 0
1539682237.341, 0
1539682238.335, 0
1539682239.352, 0
1539682240.335, 0
1539682241.351, 0
1539682242.326, 0
1539682243.353, 0
1539682244.339, 0
1539682245.335, 0
1539682246.340, 0
1539682247.355, 0
1539682248.356, 0
1539682249.323, 0
1539682250.353, 0
1539682251.348, 0
1539682252.333, 0
1539682253.347, 0
1539682254.333, 0
1539682255.341, 0
1539682256.341, 0
1539682257.336, 0
1539682258.346, 0
1539682259.338, 0
1539682260.372, 0
1539682261.323, 0
1539682262.338, 0
1539682263.352, 0
1539682264.335, 0
1539682265.341, 0
1539682266.324, 0
1539682267.342, 0
1539682268.355, 0
1539682269.340, 0
1539682270.351, 0
1539682271.321, 0
1539682272.335, 0
1539682273.323, 0
1539682274.336, 0
1539682275.340, 0
1539682276.333, 0
1539682277.341, 0
1539682278.347, 0
1539682279.356, 0
1539682280.340, 0
1539682281.339, 0
1539682282.354, 0
1539682283.338, 0
1539682284.337, 0
1539682285.353, 0
1539682286.348, 0
1539682287.353, 0
1539682288.367, 0
1539682289.340, 0
1539682290.367, 0
1539682291.323, 0
1539682292.355, 0
1539682293.338, 0
1539682294.342, 0
1539682295.320, 0
1539682296.342, 0
1539682297.338, 0
1539682298.352, 0
1539682299.353, 0
1539682300.349, 0
1539682301.327, 0
1539682302.354, 0
1539682303.342, 0
1539682304.336, 0
1539682305.322, 0
1539682306.334, 0
1539682307.338, 0
1539682308.338, 0
1539682309.336, 0
1539682310.352, 0
1539682311.348, 0
1539682312.347, 0
1539682313.333, 0
1539682314.351, 0
1539682315.327, 0
1539682316.351, 0
1539682317.355, 0
1539682318.342, 0
1539682319.338, 0
1539682320.336, 0
1539682321.338, 0
1539682322.352, 0
1539682323.341, 0
1539682324.347, 0
1539682325.340, 0
1539682326.332, 0
1539682327.354, 0
1539682328.341, 0
1539682329.356, 0
1539682330.338, 0
1539682331.353, 0
1539682332.325, 0
1539682333.335, 0
1539682334.357, 0
1539682335.342, 0
1539682336.336, 0
1539682337.340, 0
1539682338.335, 0
1539682339.350, 0
1539682340.334, 0
1539682341.353, 0
1539682342.339, 0
1539682343.358, 0
1539682344.337, 0
1539682345.333, 0
1539682346.351, 0
1539682347.334, 0
1539682348.334, 0
1539682349.347, 0
1539682350.332, 0
1539682351.349, 0
1539682352.323, 0
1539682353.342, 0
1539682354.321, 0
1539682355.333, 0
1539682356.340, 0
1539682357.357, 0
1539682358.340, 0
1539682359.356, 0
1539682360.336, 0
1539682361.369, 0
1539682362.326, 0
1539682363.356, 0
1539682364.328, 0
1539682365.340, 0
1539682366.324, 0
1539682367.340, 0
1539682368.339, 0
1539682369.332, 0
1539682370.338, 0
1539682371.354, 0
1539682372.340, 0
1539682373.352, 0
1539682374.343, 0
1539682375.353, 0
1539682376.335, 0
1539682377.339, 0
1539682378.354, 0
1539682379.337, 0
1539682380.354, 0
1539682381.317, 0
1539682382.338, 0
1539682383.352, 0
1539682384.342, 0
1539682385.353, 0
1539682386.339, 0
1539682387.356, 0
1539682388.348, 0
1539682389.332, 0
1539682390.353, 0
1539682391.323, 0
1539682392.352, 0
1539682393.321, 0
1539682394.333, 0
1539682395.350, 0
1539682396.334, 0
1539682397.334, 0
1539682398.348, 0
1539682399.333, 0
1539682400.356, 0
1539682401.324, 0
1539682402.347, 0
1539682403.322, 0
1539682404.334, 0
1539682405.337, 0
1539682406.326, 0
1539682407.355, 0
1539682408.325, 0
1539682409.340, 0
1539682410.349, 0
1539682411.334, 0
1539682412.347, 0
1539682413.334, 0
1539682414.339, 0
1539682415.354, 0
1539682416.340, 0
1539682417.350, 0
1539682418.333, 0
1539682419.333, 0
1539682420.355, 0
1539682421.341, 0
1539682422.352, 0
1539682423.326, 0
1539682424.351, 0
1539682425.338, 0
1539682426.338, 0
1539682427.337, 0
1539682428.338, 0
1539682429.352, 0
1539682430.348, 0
1539682431.333, 0
1539682432.355, 0
1539682433.338, 0
1539682434.357, 26
1539682435.326, 0
1539682436.336, 0
1539682437.340, 0
1539682438.337, 0
1539682439.358, 26
1539682440.342, 0
1539682441.336, 0
1539682442.347, 0
1539682443.336, 0
1539682444.355, 0
1539682445.354, 0
1539682446.333, 0
1539682447.336, 0
1539682448.333, 0
1539682449.339, 0
1539682450.337, 26
1539682451.351, 26
1539682452.326, 0
1539682453.351, 0
1539682454.351, 0
1539682455.339, 0
1539682456.338, 0
1539682457.334, 26
1539682458.337, 0
1539682459.351, 26
1539682460.356, 26
1539682461.338, 0
1539682462.326, 0
1539682463.337, 0
1539682464.325, 26
1539682465.341, 0
1539682466.352, 0
1539682467.336, 0
1539682468.338, 0
1539682469.356, 0
1539682470.337, 0
1539682471.355, 0
1539682472.337, 0
1539682473.351, 0
1539682474.318, 0
1539682475.349, 26
1539682476.326, 0
1539682477.332, 0
1539682478.353, 0
1539682479.327, 0
1539682480.341, 0
1539682481.356, 0
1539682482.333, 0
1539682483.354, 0
1539682484.332, 0
1539682485.332, 26
1539682486.337, 0
1539682487.336, 0
1539682488.353, 0
1539682489.338, 0
1539682490.351, 0
1539682491.350, 0
1539682492.340, 0
1539682493.355, 0
1539682494.338, 0
1539682495.353, 26
1539682496.337, 0
1539682497.334, 0
1539682498.340, 0
1539682499.335, 0
1539682500.336, 0
1539682501.341, 0
1539682502.336, 0
1539682503.357, 0
1539682504.337, 0
1539682505.354, 26
1539682506.323, 0
1539682507.339, 0
1539682508.326, 0
1539682509.333, 0
1539682510.352, 0
1539682511.337, 0
1539682512.339, 26
1539682513.324, 0
1539682514.333, 26
1539682515.347, 26
1539682516.353, 26
1539682517.333, 0
1539682518.322, 26
1539682519.340, 0
1539682520.355, 0
1539682521.339, 0
1539682522.351, 0
1539682523.319, 0
1539682524.336, 0
1539682525.323, 0
1539682526.332, 0
1539682527.338, 0
1539682528.339, 26
1539682529.333, 0
1539682530.347, 26
1539682531.338, 0
1539682532.352, 0
1539682533.322, 0
1539682534.353, 26
1539682535.357, 0
1539682536.341, 0
1539682537.326, 26
1539682538.337, 0
1539682539.352, 26
1539682540.351, 0
1539682541.331, 0
1539682542.339, 0
1539682543.325, 26
1539682544.356, 0
1539682545.323, 0
1539682546.357, 0
1539682547.322, 0
1539682548.326, 0
1539682549.336, 0
1539682550.341, 26
1539682551.334, 0
1539682552.350, 0
1539682553.337, 0
1539682554.347, 0
1539682555.322, 0
1539682556.336, 0
1539682557.334, 0
1539682558.337, 26
1539682559.352, 26
1539682560.334, 0
1539682561.347, 0
1539682562.356, 0
1539682563.351, 0
1539682564.352, 26
1539682565.338, 0
1539682566.347, 0
1539682567.337, 0
1539682568.342, 0
1539682569.355, 0
1539682570.341, 0
1539682571.352, 0
1539682572.336, 0
1539682573.340, 0
1539682574.352, 0
1539682575.342, 0
1539682576.354, 0
1539682577.338, 0
1539682578.333, 0
1539682579.320, 0
1539682580.337, 0
1539682581.356, 0
1539682582.338, 0
1539682583.351, 0
1539682584.318, 26
1539682585.335, 0
1539682586.352, 0
1539682587.333, 0
1539682588.337, 26
1539682589.340, 0
1539682590.333, 0
1539682591.349, 0
1539682592.333, 0
1539682593.372, 0
1539682594.318, 0
1539682595.335, 0
1539682596.319, 0
1539682597.325, 0
1539682598.335, 0
1539682599.353, 0
1539682600.336, 0
1539682601.352, 26
1539682602.352, 26
1539682603.340, 0
1539682604.322, 0
1539682605.338, 0
1539682606.325, 26
1539682607.336, 26
1539682608.318, 0
1539682609.337, 0
1539682610.351, 0
1539682611.351, 0
1539682612.337, 26
1539682613.349, 0
1539682614.337, 26
1539682615.339, 0
1539682616.322, 0
1539682617.337, 0
1539682618.323, 0
1539682619.354, 0
1539682620.337, 26
1539682621.333, 26
1539682622.333, 0
1539682623.366, 0
1539682624.337, 0
1539682625.355, 0
1539682626.339, 0
1539682627.332, 26
1539682628.332, 0
1539682629.337, 0
1539682630.352, 0
1539682631.348, 0
1539682632.353, 0
1539682633.317, 0
1539682634.353, 0
1539682635.352, 0
1539682636.338, 0
1539682637.341, 0
1539682638.340, 0
1539682639.335, 0
1539682640.352, 26
1539682641.335, 0
1539682642.352, 0
1539682643.337, 0
1539682644.336, 0
1539682645.339, 0
1539682646.333, 0
1539682647.356, 0
1539682648.326, 0
1539682649.356, 0
1539682650.319, 0
1539682651.341, 0
1539682652.352, 0
1539682653.332, 0
1539682654.337, 0
1539682655.322, 0
1539682656.336, 0
1539682657.320, 26
1539682658.335, 0
1539682659.337, 0
1539682660.334, 0
1539682661.332, 0
1539682662.352, 0
1539682663.353, 0
1539682664.369, 0
1539682665.326, 0
1539682666.337, 0
1539682667.325, 26
1539682668.334, 0
1539682669.350, 26
1539682670.335, 0
1539682671.341, 26
1539682672.348, 0
1539682673.338, 0
1539682674.347, 0
1539682675.356, 0
1539682676.353, 0
1539682677.336, 0
1539682678.339, 0
1539682679.322, 26
1539682680.338, 0
1539682681.340, 0
1539682682.347, 26
1539682683.335, 26
1539682684.351, 26
1539682685.323, 26
1539682686.355, 0
1539682687.338, 0
1539682688.333, 0
1539682689.319, 26
1539682690.343, 0
1539682691.334, 26
1539682692.333, 0
1539682693.336, 0
1539682694.370, 0
1539682695.348, 0
1539682696.348, 0
1539682697.324, 0
1539682698.338, 0
1539682699.321, 26
1539682700.332, 0
1539682701.339, 26
1539682702.338, 0
1539682703.339, 0
1539682704.324, 26
1539682705.353, 0
1539682706.353, 0
1539682707.325, 0
1539682708.350, 0
1539682709.338, 26
1539682710.335, 0
1539682711.353, 0
1539682712.332, 0
1539682713.337, 0
1539682714.326, 26
1539682715.339, 26
1539682716.335, 0
1539682717.338, 0
1539682718.352, 0
1539682719.333, 0
1539682720.348, 0
1539682721.326, 0
1539682722.337, 0
1539682723.356, 0
1539682724.340, 0
1539682725.352, 26
1539682726.319, 0
1539682727.351, 0
1539682728.322, 0
1539682729.333, 0
1539682730.332, 0
1539682731.338, 0
1539682732.339, 0
1539682733.351, 0
1539682734.342, 0
1539682735.347, 0
1539682736.321, 26
1539682737.352, 0
1539682738.337, 0
1539682739.333, 0
1539682740.333, 26
1539682741.338, 0
1539682742.336, 0
1539682743.354, 0
1539682744.343, 0
1539682745.347, 0
1539682746.332, 0
1539682747.357, 0
1539682748.338, 0
1539682749.336, 0
1539682750.318, 0
1539682751.341, 0
1539682752.339, 26
1539682753.326, 0
1539682754.332, 26
1539682755.347, 0
1539682756.323, 0
1539682757.340, 0
1539682758.325, 0
1539682759.369, 0
1539682760.327, 0
1539682761.336, 0
1539682762.338, 26
1539682763.349, 26
1539682764.336, 26
1539682765.320, 0
1539682766.339, 0
1539682767.369, 0
1539682768.328, 0
1539682769.340, 0
1539682770.324, 0
1539682771.341, 0
1539682772.353, 0
1539682773.339, 0
1539682774.337, 0
1539682775.317, 26
1539682776.340, 0
1539682777.325, 0
1539682778.337, 26
1539682779.353, 0
1539682780.337, 0
1539682781.341, 0
1539682782.353, 0
1539682783.338, 0
1539682784.337, 0
1539682785.322, 26
1539682786.337, 0
1539682787.341, 0
1539682788.333, 26
1539682789.335, 0
1539682790.338, 0
1539682791.356, 26
1539682792.320, 0
1539682793.351, 26
1539682794.354, 0
1539682795.331, 0
1539682796.336, 0
1539682797.323, 0
1539682798.333, 0
1539682799.319, 26
1539682800.342, 0
1539682801.333, 26
1539682802.341, 26
1539682803.332, 0
1539682804.341, 0
1539682805.335, 0
1539682806.352, 0
1539682807.321, 0
1539682808.356, 26
1539682809.322, 26
1539682810.333, 0
1539682811.336, 0
1539682812.325, 0
1539682813.337, 0
1539682814.353, 0
1539682815.339, 26
1539682816.352, 0
1539682817.327, 26
1539682818.347, 26
1539682819.336, 0
1539682820.338, 0
1539682821.324, 26
1539682822.341, 26
1539682823.369, 0
1539682824.333, 26
1539682825.340, 0
1539682826.356, 0
1539682827.337, 26
1539682828.352, 0
1539682829.322, 0
1539682830.341, 0
1539682831.319, 0
1539682832.339, 0
1539682833.334, 0
1539682834.353, 26
1539682835.334, 26
1539682836.317, 26
1539682837.339, 0
1539682838.356, 0
1539682839.340, 0
1539682840.336, 26
1539682841.339, 0
1539682842.336, 0
1539682843.352, 26
1539682844.341, 0
1539682845.336, 0
1539682846.317, 0
1539682847.336, 26
1539682848.320, 0
1539682849.341, 26
1539682850.348, 0
1539682851.325, 0
1539682852.335, 26
1539682853.369, 0
1539682854.337, 26
1539682855.366, 0
1539682856.322, 0
1539682857.336, 26
1539682858.324, 0
1539682859.333, 26
1539682860.339, 26
1539682861.325, 26
1539682862.339, 0
1539682863.322, 0
1539682864.351, 0
1539682865.351, 0
1539682866.334, 26
1539682867.353, 0
1539682868.325, 0
1539682869.337, 26
1539682870.324, 0
1539682871.339, 26
1539682872.332, 0
1539682873.338, 0
1539682874.336, 0
1539682875.352, 0
1539682876.336, 0
1539682877.341, 0
1539682878.322, 0
1539682879.347, 0
1539682880.319, 26
1539682881.339, 0
1539682882.337, 26
1539682883.338, 0
1539682884.333, 0
1539682885.317, 0
1539682886.334, 26
1539682887.356, 0
1539682888.338, 0
1539682889.354, 26
