1542121951.000000, 1542121951.000000, 1542121951.000000
32.000000, 32.000000, 32.000000
-42,9,48
-42,9,48
-42,9,48
-42,9,48
-42,8,48
-42,8,48
-42,9,48
-42,9,48
-42,9,48
-42,8,48
-42,8,48
-42,9,48
-42,9,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,9,48
-42,9,48
-42,8,48
-42,8,48
-42,9,48
-42,8,48
-42,9,48
-42,9,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,9,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-42,8,48
-41,8,48
-42,9,48
-42,8,48
-42,8,48
-42,9,48
-42,8,48
-42,9,48
-42,8,48
-42,8,48
-42,9,48
-42,9,48
-42,9,48
-42,9,48
-42,8,48
-42,8,48
-42,8,48
-42,9,48
-42,9,48
-42,9,48
-43,9,48
-42,9,48
-42,9,48
-42,9,48
-43,9,48
-42,9,47
-43,9,47
-42,9,47
-42,9,48
-43,9,48
-42,9,47
-43,9,48
-43,9,48
-42,9,47
-43,9,47
-43,9,47
-43,9,48
-43,9,48
-43,9,47
-43,9,48
-43,9,47
-43,9,47
-43,8,48
-43,9,48
-42,9,47
-42,9,48
-43,9,48
-43,9,48
-43,9,47
-43,9,48
-42,9,48
-43,9,47
-43,9,47
-43,9,47
-43,9,48
-42,9,48
-43,9,47
-43,9,47
-43,9,47
-42,9,48
-43,9,47
-43,9,47
-43,9,47
-43,8,48
-43,9,47
-43,9,48
-42,9,47
-43,9,47
-43,9,47
-42,9,47
-43,9,47
-43,9,47
-43,9,47
-42,9,48
-43,9,48
-43,9,47
-43,9,47
-43,9,47
-43,9,47
-43,9,47
-43,9,47
-43,9,47
-43,9,47
-42,9,47
-42,9,49
-42,9,48
-42,9,48
-42,9,48
-42,8,48
-42,8,48
-42,9,49
-41,8,49
-41,7,49
-41,9,50
-41,8,49
-42,8,49
-42,8,50
-42,7,50
-40,6,51
-44,7,50
-44,6,47
-44,3,48
-43,4,49
-39,5,51
-35,3,50
-35,4,50
-37,4,46
-38,5,45
-40,7,43
-41,9,41
-40,11,44
-41,12,46
-46,16,50
-50,11,50
-50,9,46
-46,2,39
-49,4,38
-54,7,40
-49,7,43
-49,6,42
-50,7,43
-51,8,43
-49,7,42
-49,8,42
-49,8,42
-49,8,41
-47,8,41
-49,9,41
-49,9,41
-49,8,41
-50,8,42
-50,9,41
-50,9,40
-50,9,40
-48,8,41
-48,9,40
-51,8,42
-48,8,40
-48,8,40
-50,10,42
-50,9,41
-50,9,41
-48,9,41
-49,9,42
-48,8,42
-48,9,41
-49,8,41
-50,8,41
-49,8,41
-49,9,41
-49,9,41
-49,9,41
-49,9,41
-49,9,41
-49,9,41
-50,9,41
-50,8,42
-49,9,41
-49,9,41
-50,9,41
-50,9,41
-48,9,41
-49,9,41
-49,9,41
-49,8,41
-49,8,42
-49,9,41
-49,9,41
-49,9,41
-49,9,41
-49,9,41
-49,9,42
-48,9,41
-49,8,42
-50,9,42
-49,9,41
-49,9,41
-49,9,42
-49,9,41
-49,9,41
-49,9,42
-48,9,42
-48,8,41
-49,9,42
-49,9,42
-49,9,42
-49,9,42
-49,9,42
-49,8,42
-49,8,42
-48,9,42
-48,9,42
-49,9,41
-48,9,42
-48,8,42
-49,9,42
-49,8,42
-49,8,42
-48,8,42
-49,8,42
-49,9,42
-49,9,42
-48,9,42
-48,9,41
-49,8,42
-49,8,42
-49,9,42
-49,8,42
-49,8,42
-48,8,42
-48,8,42
-48,9,42
-48,8,41
-49,9,42
-48,8,42
-49,8,42
-49,8,42
-49,9,42
-48,8,42
-49,9,42
-49,9,42
-49,8,42
-49,9,42
-48,9,42
-49,8,42
-49,8,42
-49,9,42
-48,9,42
-49,9,42
-49,9,42
-49,8,42
-49,8,42
-49,9,42
-49,9,41
-49,9,41
-48,9,42
-48,8,42
-49,8,42
-49,8,42
-49,8,42
-49,8,42
-49,9,41
-48,9,42
-48,9,41
-49,8,42
-49,8,42
-49,8,42
-49,9,42
-49,9,42
-48,9,42
-49,9,42
-49,9,41
-48,9,42
-48,8,42
-48,9,42
-49,8,42
-49,9,42
-49,8,42
-49,9,42
-49,8,41
-49,8,42
-48,9,42
