Time, PoorSignal, Attention, Meditation
1545056376.570, 0, 84, 75
1545056377.572, 0, 81, 63
1545056378.570, 0, 50, 56
1545056379.586, 0, 38, 34
1545056380.553, 0, 35, 38
1545056381.569, 0, 27, 43
1545056382.585, 0, 51, 41
1545056383.574, 0, 60, 54
1545056384.570, 0, 75, 51
1545056385.583, 0, 66, 61
1545056386.566, 0, 53, 61
1545056387.589, 0, 53, 54
1545056388.565, 0, 51, 40
1545056389.575, 0, 67, 40
1545056390.569, 0, 63, 51
1545056391.570, 0, 56, 63
1545056392.553, 0, 30, 61
1545056393.586, 0, 41, 54
1545056394.585, 0, 48, 53
1545056395.585, 0, 56, 34
1545056396.585, 0, 81, 53
1545056397.589, 0, 75, 53
1545056398.574, 0, 77, 48
1545056399.579, 0, 67, 56
1545056400.568, 0, 64, 41
1545056401.573, 0, 51, 43
1545056402.571, 0, 50, 48
1545056403.572, 0, 60, 51
1545056404.570, 0, 56, 56
1545056405.569, 0, 67, 56
1545056406.567, 0, 69, 54
1545056407.585, 0, 61, 54
1545056408.573, 0, 56, 64
1545056409.585, 0, 61, 66
1545056410.572, 0, 54, 61
1545056411.568, 0, 67, 53
1545056412.571, 0, 78, 41
1545056413.572, 0, 61, 35
1545056414.580, 0, 80, 38
1545056415.565, 0, 61, 57
1545056416.586, 0, 54, 63
1545056417.555, 0, 57, 74
1545056418.584, 0, 41, 66
1545056419.582, 0, 53, 51
1545056420.565, 0, 69, 53
1545056421.587, 0, 93, 37
1545056422.574, 0, 90, 41
1545056423.586, 0, 94, 48
1545056424.573, 0, 77, 48
1545056425.569, 0, 64, 60
1545056426.589, 0, 78, 61
1545056427.558, 0, 61, 54
1545056428.570, 0, 66, 35
1545056429.571, 0, 74, 27
1545056430.574, 0, 54, 23
1545056431.586, 0, 69, 23
1545056432.559, 0, 74, 38
1545056433.570, 0, 66, 56
1545056434.570, 0, 75, 50
1545056435.567, 0, 63, 61
1545056436.573, 0, 56, 70
1545056437.568, 0, 50, 69
1545056438.583, 0, 67, 84
1545056439.572, 0, 80, 84
1545056440.568, 0, 96, 78
1545056441.577, 0, 100, 70
1545056442.565, 0, 96, 69
1545056443.574, 0, 80, 64
1545056444.559, 0, 75, 67
1545056445.573, 0, 70, 78
1545056446.584, 0, 77, 74
1545056447.575, 0, 64, 69
1545056448.583, 0, 50, 67
1545056449.569, 0, 43, 53
1545056450.570, 0, 16, 41
1545056451.585, 0, 35, 47
1545056452.570, 0, 29, 48
1545056453.588, 0, 44, 48
1545056454.568, 0, 67, 57
1545056455.585, 0, 74, 57
1545056456.580, 0, 96, 50
1545056457.575, 0, 91, 53
1545056458.586, 0, 97, 67
1545056459.573, 0, 100, 75
1545056460.589, 0, 100, 77
1545056461.573, 0, 100, 66
1545056462.575, 0, 91, 64
1545056463.558, 0, 93, 43
1545056464.572, 0, 77, 50
1545056465.587, 0, 88, 51
1545056466.581, 0, 78, 44
1545056467.574, 0, 84, 54
1545056468.585, 0, 88, 56
1545056469.557, 0, 69, 57
1545056470.601, 0, 88, 69
1545056471.572, 0, 74, 83
1545056472.568, 0, 90, 74
1545056473.574, 0, 91, 84
1545056474.566, 0, 74, 75
1545056475.572, 0, 78, 75
1545056476.566, 0, 77, 77
1545056477.572, 0, 74, 87
1545056478.550, 0, 87, 93
1545056479.567, 0, 90, 87
1545056480.589, 0, 70, 87
1545056481.585, 0, 80, 75
1545056482.574, 0, 78, 74
1545056483.559, 0, 69, 67
1545056484.565, 0, 66, 64
1545056485.603, 0, 63, 57
1545056486.559, 0, 64, 64
1545056487.569, 0, 67, 61
1545056488.558, 0, 91, 57
1545056489.570, 0, 87, 51
1545056490.560, 0, 91, 35
1545056491.570, 0, 84, 35
1545056492.582, 0, 70, 30
1545056493.559, 0, 75, 50
1545056494.573, 0, 64, 56
1545056495.585, 0, 66, 67
1545056496.596, 0, 64, 69
1545056497.583, 0, 47, 63
1545056498.566, 0, 44, 66
1545056499.571, 0, 50, 70
1545056500.555, 0, 56, 84
1545056501.575, 0, 75, 84
1545056502.555, 0, 87, 88
1545056503.571, 0, 83, 74
1545056504.564, 0, 54, 74
1545056505.558, 0, 53, 83
1545056506.564, 0, 47, 74
1545056507.588, 0, 43, 80
