Time, Value
1542294852.393, 83
1542294853.396, 70
1542294854.379, 69
1542294855.396, 53
1542294856.378, 60
1542294857.382, 75
1542294858.384, 81
1542294859.379, 78
1542294860.399, 70
1542294861.387, 70
1542294862.416, 54
1542294863.401, 69
1542294864.386, 83
1542294865.428, 90
1542294866.382, 94
1542294867.397, 75
1542294868.385, 66
1542294869.398, 27
1542294870.401, 23
1542294871.382, 47
1542294872.399, 37
1542294873.399, 75
1542294874.401, 78
1542294875.415, 64
1542294876.377, 81
1542294877.414, 60
1542294878.385, 50
1542294879.399, 57
1542294880.396, 56
1542294881.384, 69
1542294882.392, 93
1542294883.384, 75
1542294884.400, 47
1542294885.385, 41
1542294886.381, 14
1542294887.413, 4
1542294888.398, 10
1542294889.386, 1
1542294890.399, 8
1542294891.399, 20
1542294892.415, 24
1542294893.382, 37
1542294894.393, 16
1542294895.376, 29
1542294896.398, 29
1542294897.383, 37
1542294898.382, 66
1542294899.386, 69
1542294900.383, 74
1542294901.382, 56
1542294902.400, 47
1542294903.402, 47
1542294904.395, 47
1542294905.379, 50
1542294906.402, 48
1542294907.373, 34
1542294908.386, 37
1542294909.403, 35
1542294910.387, 48
1542294911.396, 67
1542294912.400, 66
1542294913.383, 70
1542294914.401, 81
1542294915.382, 78
1542294916.402, 75
1542294917.384, 66
1542294918.398, 54
1542294919.380, 35
1542294920.400, 48
1542294921.402, 61
1542294922.412, 54
1542294923.400, 66
1542294924.430, 60
1542294925.383, 51
1542294926.401, 48
1542294927.379, 60
1542294928.382, 69
1542294929.384, 77
1542294930.383, 83
1542294931.394, 81
1542294932.381, 69
1542294933.397, 66
1542294934.417, 66
1542294935.413, 50
1542294936.397, 64
1542294937.380, 66
1542294938.387, 61
1542294939.388, 70
1542294940.401, 61
1542294941.394, 63
1542294942.390, 63
1542294943.398, 57
1542294944.385, 61
1542294945.394, 48
1542294946.413, 48
1542294947.384, 64
1542294948.393, 61
1542294949.383, 57
1542294950.416, 61
1542294951.399, 40
1542294952.398, 35
1542294953.397, 44
1542294954.383, 48
1542294955.392, 61
1542294956.378, 63
1542294957.379, 75
1542294958.397, 63
1542294959.386, 63
1542294960.397, 64
1542294961.400, 70
1542294962.399, 87
1542294963.414, 77
1542294964.386, 75
1542294965.415, 56
1542294966.383, 41
