Time, PoorSignal, Attention, Meditation
1542294852.393, 0, 56, 83
1542294853.396, 0, 63, 70
1542294854.379, 0, 54, 69
1542294855.396, 0, 83, 53
1542294856.378, 0, 78, 60
1542294857.382, 0, 74, 75
1542294858.384, 0, 74, 81
1542294859.379, 0, 60, 78
1542294860.399, 0, 70, 70
1542294861.387, 0, 63, 70
1542294862.416, 0, 66, 54
1542294863.401, 0, 67, 69
1542294864.386, 0, 70, 83
1542294865.428, 0, 77, 90
1542294866.382, 0, 81, 94
1542294867.397, 0, 94, 75
1542294868.385, 0, 87, 66
1542294869.398, 0, 100, 27
1542294870.401, 0, 100, 23
1542294871.382, 0, 93, 47
1542294872.399, 0, 78, 37
1542294873.399, 0, 56, 75
1542294874.401, 0, 48, 78
1542294875.415, 0, 56, 64
1542294876.377, 0, 77, 81
1542294877.414, 0, 74, 60
1542294878.385, 0, 81, 50
1542294879.399, 0, 70, 57
1542294880.396, 0, 69, 56
1542294881.384, 0, 61, 69
1542294882.392, 0, 56, 93
1542294883.384, 0, 29, 75
1542294884.400, 0, 4, 47
1542294885.385, 0, 16, 41
1542294886.381, 0, 14, 14
1542294887.413, 0, 24, 4
1542294888.398, 0, 34, 10
1542294889.386, 0, 29, 1
1542294890.399, 0, 21, 8
1542294891.399, 0, 40, 20
1542294892.415, 0, 56, 24
1542294893.382, 0, 77, 37
1542294894.393, 0, 100, 16
1542294895.376, 0, 94, 29
1542294896.398, 0, 93, 29
1542294897.383, 0, 84, 37
1542294898.382, 0, 75, 66
1542294899.386, 0, 80, 69
1542294900.383, 0, 70, 74
1542294901.382, 0, 75, 56
1542294902.400, 0, 84, 47
1542294903.402, 0, 88, 47
1542294904.395, 0, 80, 47
1542294905.379, 0, 70, 50
1542294906.402, 0, 70, 48
1542294907.373, 0, 83, 34
1542294908.386, 0, 93, 37
1542294909.403, 0, 90, 35
1542294910.387, 0, 84, 48
1542294911.396, 0, 69, 67
1542294912.400, 0, 78, 66
1542294913.383, 0, 84, 70
1542294914.401, 0, 80, 81
1542294915.382, 0, 90, 78
1542294916.402, 0, 96, 75
1542294917.384, 0, 100, 66
1542294918.398, 0, 100, 54
1542294919.380, 0, 100, 35
1542294920.400, 0, 100, 48
1542294921.402, 0, 100, 61
1542294922.412, 0, 100, 54
1542294923.400, 0, 100, 66
1542294924.430, 0, 100, 60
1542294925.383, 0, 96, 51
1542294926.401, 0, 100, 48
1542294927.379, 0, 80, 60
1542294928.382, 0, 81, 69
1542294929.384, 0, 87, 77
1542294930.383, 0, 81, 83
1542294931.394, 0, 90, 81
1542294932.381, 0, 97, 69
1542294933.397, 0, 97, 66
1542294934.417, 0, 100, 66
1542294935.413, 0, 100, 50
1542294936.397, 0, 100, 64
1542294937.380, 0, 93, 66
1542294938.387, 0, 87, 61
1542294939.388, 0, 60, 70
1542294940.401, 0, 67, 61
1542294941.394, 0, 78, 63
1542294942.390, 0, 88, 63
1542294943.398, 0, 100, 57
1542294944.385, 0, 80, 61
1542294945.394, 0, 80, 48
1542294946.413, 0, 77, 48
1542294947.384, 0, 74, 64
1542294948.393, 0, 90, 61
1542294949.383, 0, 78, 57
1542294950.416, 0, 74, 61
1542294951.399, 0, 88, 40
1542294952.398, 0, 96, 35
1542294953.397, 0, 96, 44
1542294954.383, 0, 90, 48
1542294955.392, 0, 80, 61
1542294956.378, 0, 69, 63
1542294957.379, 0, 81, 75
1542294958.397, 0, 78, 63
1542294959.386, 0, 66, 63
1542294960.397, 0, 67, 64
1542294961.400, 0, 53, 70
1542294962.399, 0, 64, 87
1542294963.414, 0, 77, 77
1542294964.386, 0, 80, 75
1542294965.415, 0, 96, 56
1542294966.383, 0, 96, 41
1542294967.378, 0, 96, 53
1542294968.385, 0, 100, 51
1542294969.387, 0, 93, 66
1542294970.384, 0, 66, 81
1542294971.383, 0, 69, 78
1542294972.389, 0, 57, 84
1542294973.392, 0, 41, 77
1542294974.382, 0, 64, 63
1542294975.398, 0, 56, 63
1542294976.398, 0, 44, 60
1542294977.401, 0, 56, 64
1542294978.378, 0, 50, 56
1542294979.379, 0, 50, 48
1542294980.409, 0, 61, 51
1542294981.382, 0, 66, 43
1542294982.398, 0, 61, 60
1542294983.413, 0, 51, 61
1542294984.401, 0, 47, 64
1542294985.395, 0, 44, 69
1542294986.378, 0, 61, 53
1542294987.397, 0, 77, 47
1542294988.379, 0, 93, 30
1542294989.401, 0, 94, 38
1542294990.385, 0, 91, 57
1542294991.393, 0, 88, 57
1542294992.398, 0, 84, 61
1542294993.378, 0, 87, 56
1542294994.401, 0, 88, 53
1542294995.409, 0, 90, 60
1542294996.383, 0, 87, 56
1542294997.402, 0, 83, 54
1542294998.383, 0, 80, 53
1542294999.383, 0, 84, 44
1542295000.371, 0, 75, 67
1542295001.388, 0, 78, 70
1542295002.400, 0, 70, 69
1542295003.383, 0, 56, 75
1542295004.394, 0, 64, 54
1542295005.383, 0, 67, 54
1542295006.401, 0, 69, 63
1542295007.396, 0, 87, 67
1542295008.383, 0, 93, 67
1542295009.385, 0, 88, 63
1542295010.384, 0, 81, 60
1542295011.382, 0, 78, 63
1542295012.402, 0, 77, 60
1542295013.388, 0, 87, 43
1542295014.393, 0, 83, 44
1542295015.387, 0, 64, 38
1542295016.397, 0, 48, 38
1542295017.399, 0, 35, 63
1542295018.384, 0, 51, 67
1542295019.412, 0, 61, 75
1542295020.386, 0, 70, 77
1542295021.398, 0, 74, 66
1542295022.402, 0, 44, 56
1542295023.383, 0, 51, 57
1542295024.401, 0, 57, 61
1542295025.373, 0, 67, 66
1542295026.393, 0, 91, 56
1542295027.371, 0, 87, 47
1542295028.378, 0, 94, 47
1542295029.383, 0, 100, 37
1542295030.383, 0, 100, 40
1542295031.398, 0, 96, 40
1542295032.385, 0, 83, 40
1542295033.402, 0, 69, 57
1542295034.393, 0, 64, 63
1542295035.382, 0, 78, 74
1542295036.400, 0, 64, 87
1542295037.388, 0, 70, 75
1542295038.380, 0, 74, 81
1542295039.385, 0, 66, 74
1542295040.380, 0, 67, 77
1542295041.402, 0, 51, 80
1542295042.378, 0, 34, 74
1542295043.384, 0, 23, 67
1542295044.399, 0, 43, 47
1542295045.382, 0, 54, 35
1542295046.394, 0, 66, 30
1542295047.399, 0, 80, 23
1542295048.402, 0, 66, 8
1542295049.378, 0, 60, 16
1542295050.383, 0, 63, 1
1542295051.409, 0, 61, 14
1542295052.378, 0, 63, 37
1542295053.386, 0, 77, 34
1542295054.399, 0, 83, 47
1542295055.384, 0, 90, 43
1542295056.393, 0, 91, 30
1542295057.387, 0, 88, 16
1542295058.393, 0, 94, 7
1542295059.378, 0, 94, 8
1542295060.382, 0, 100, 17
1542295061.384, 0, 100, 29
1542295062.402, 0, 91, 40
1542295063.393, 0, 84, 29
1542295064.400, 0, 78, 26
1542295065.395, 0, 83, 27
1542295066.408, 0, 88, 37
1542295067.386, 0, 90, 47
1542295068.412, 0, 87, 43
1542295069.385, 0, 80, 60
1542295070.400, 0, 75, 54
1542295071.384, 0, 80, 51
1542295072.379, 0, 80, 69
1542295073.403, 0, 61, 50
1542295074.388, 0, 63, 57
1542295075.402, 0, 54, 47
1542295076.370, 0, 34, 37
1542295077.401, 0, 43, 40
1542295078.413, 0, 43, 24
1542295079.383, 0, 48, 43
1542295080.384, 0, 48, 50
1542295081.387, 0, 54, 56
1542295082.399, 0, 50, 64
1542295083.393, 0, 43, 51
1542295084.399, 0, 57, 37
1542295085.394, 0, 61, 20
1542295086.383, 0, 75, 20
1542295087.398, 0, 77, 30
1542295088.386, 0, 80, 43
1542295089.377, 0, 83, 51
1542295090.415, 0, 88, 47
1542295091.383, 0, 96, 43
1542295092.397, 0, 96, 38
1542295093.395, 0, 96, 43
1542295094.398, 0, 81, 57
1542295095.398, 0, 77, 57
1542295096.372, 0, 88, 51
1542295097.396, 0, 75, 40
1542295098.403, 0, 67, 21
1542295099.385, 0, 67, 20
1542295100.372, 0, 54, 17
1542295101.382, 0, 61, 11
1542295102.399, 0, 64, 34
1542295103.378, 0, 56, 27
1542295104.387, 0, 75, 38
1542295105.392, 0, 67, 56
1542295106.397, 0, 70, 44
1542295107.393, 0, 84, 44
1542295108.389, 0, 67, 44
1542295109.383, 0, 75, 56
1542295110.371, 0, 77, 57
1542295111.380, 0, 64, 63
1542295112.386, 0, 61, 69
1542295113.383, 0, 63, 60
1542295114.398, 0, 69, 51
1542295115.398, 0, 74, 51
1542295116.389, 0, 83, 34
1542295117.397, 0, 87, 34
1542295118.382, 0, 88, 41
1542295119.396, 0, 96, 27
1542295120.396, 0, 100, 24
1542295121.386, 0, 97, 35
1542295122.397, 0, 97, 30
1542295123.383, 0, 96, 48
1542295124.414, 0, 87, 51
1542295125.371, 0, 78, 37
1542295126.384, 0, 70, 34
1542295127.395, 0, 75, 16
1542295128.382, 0, 64, 21
1542295129.401, 0, 66, 27
1542295130.384, 0, 56, 37
