Time, Value
1542294852.393, 56
1542294853.396, 63
1542294854.379, 54
1542294855.396, 83
1542294856.378, 78
1542294857.382, 74
1542294858.384, 74
1542294859.379, 60
1542294860.399, 70
1542294861.387, 63
1542294862.416, 66
1542294863.401, 67
1542294864.386, 70
1542294865.428, 77
1542294866.382, 81
1542294867.397, 94
1542294868.385, 87
1542294869.398, 100
1542294870.401, 100
1542294871.382, 93
1542294872.399, 78
1542294873.399, 56
1542294874.401, 48
1542294875.415, 56
1542294876.377, 77
1542294877.414, 74
1542294878.385, 81
1542294879.399, 70
1542294880.396, 69
1542294881.384, 61
1542294882.392, 56
1542294883.384, 29
1542294884.400, 4
1542294885.385, 16
1542294886.381, 14
1542294887.413, 24
1542294888.398, 34
1542294889.386, 29
1542294890.399, 21
1542294891.399, 40
1542294892.415, 56
1542294893.382, 77
1542294894.393, 100
1542294895.376, 94
1542294896.398, 93
1542294897.383, 84
1542294898.382, 75
1542294899.386, 80
1542294900.383, 70
1542294901.382, 75
1542294902.400, 84
1542294903.402, 88
1542294904.395, 80
1542294905.379, 70
1542294906.402, 70
1542294907.373, 83
1542294908.386, 93
1542294909.403, 90
1542294910.387, 84
1542294911.396, 69
1542294912.400, 78
1542294913.383, 84
1542294914.401, 80
1542294915.382, 90
1542294916.402, 96
1542294917.384, 100
1542294918.398, 100
1542294919.380, 100
1542294920.400, 100
1542294921.402, 100
1542294922.412, 100
1542294923.400, 100
1542294924.430, 100
1542294925.383, 96
1542294926.401, 100
1542294927.379, 80
1542294928.382, 81
1542294929.384, 87
1542294930.383, 81
1542294931.394, 90
1542294932.381, 97
1542294933.397, 97
1542294934.417, 100
1542294935.413, 100
1542294936.397, 100
1542294937.380, 93
1542294938.387, 87
1542294939.388, 60
1542294940.401, 67
1542294941.394, 78
1542294942.390, 88
1542294943.398, 100
1542294944.385, 80
1542294945.394, 80
1542294946.413, 77
1542294947.384, 74
1542294948.393, 90
1542294949.383, 78
1542294950.416, 74
1542294951.399, 88
1542294952.398, 96
1542294953.397, 96
1542294954.383, 90
1542294955.392, 80
1542294956.378, 69
1542294957.379, 81
1542294958.397, 78
1542294959.386, 66
1542294960.397, 67
1542294961.400, 53
1542294962.399, 64
1542294963.414, 77
1542294964.386, 80
1542294965.415, 96
1542294966.383, 96
1542294967.378, 96
1542294968.385, 100
1542294969.387, 93
1542294970.384, 66
1542294971.383, 69
1542294972.389, 57
1542294973.392, 41
1542294974.382, 64
1542294975.398, 56
1542294976.398, 44
1542294977.401, 56
1542294978.378, 50
1542294979.379, 50
1542294980.409, 61
1542294981.382, 66
1542294982.398, 61
1542294983.413, 51
1542294984.401, 47
1542294985.395, 44
1542294986.378, 61
1542294987.397, 77
1542294988.379, 93
1542294989.401, 94
1542294990.385, 91
1542294991.393, 88
1542294992.398, 84
1542294993.378, 87
1542294994.401, 88
1542294995.409, 90
1542294996.383, 87
1542294997.402, 83
1542294998.383, 80
1542294999.383, 84
1542295000.371, 75
1542295001.388, 78
1542295002.400, 70
1542295003.383, 56
1542295004.394, 64
1542295005.383, 67
1542295006.401, 69
1542295007.396, 87
1542295008.383, 93
1542295009.385, 88
1542295010.384, 81
1542295011.382, 78
1542295012.402, 77
1542295013.388, 87
1542295014.393, 83
1542295015.387, 64
1542295016.397, 48
1542295017.399, 35
1542295018.384, 51
1542295019.412, 61
1542295020.386, 70
1542295021.398, 74
1542295022.402, 44
1542295023.383, 51
1542295024.401, 57
1542295025.373, 67
1542295026.393, 91
1542295027.371, 87
1542295028.378, 94
1542295029.383, 100
1542295030.383, 100
1542295031.398, 96
1542295032.385, 83
1542295033.402, 69
1542295034.393, 64
1542295035.382, 78
1542295036.400, 64
1542295037.388, 70
1542295038.380, 74
1542295039.385, 66
1542295040.380, 67
1542295041.402, 51
1542295042.378, 34
1542295043.384, 23
1542295044.399, 43
1542295045.382, 54
1542295046.394, 66
1542295047.399, 80
1542295048.402, 66
1542295049.378, 60
1542295050.383, 63
1542295051.409, 61
1542295052.378, 63
1542295053.386, 77
1542295054.399, 83
1542295055.384, 90
1542295056.393, 91
1542295057.387, 88
1542295058.393, 94
1542295059.378, 94
1542295060.382, 100
1542295061.384, 100
1542295062.402, 91
1542295063.393, 84
1542295064.400, 78
1542295065.395, 83
1542295066.408, 88
1542295067.386, 90
1542295068.412, 87
1542295069.385, 80
1542295070.400, 75
1542295071.384, 80
1542295072.379, 80
1542295073.403, 61
1542295074.388, 63
1542295075.402, 54
1542295076.370, 34
1542295077.401, 43
1542295078.413, 43
1542295079.383, 48
1542295080.384, 48
1542295081.387, 54
1542295082.399, 50
1542295083.393, 43
1542295084.399, 57
1542295085.394, 61
1542295086.383, 75
1542295087.398, 77
1542295088.386, 80
1542295089.377, 83
1542295090.415, 88
1542295091.383, 96
1542295092.397, 96
1542295093.395, 96
1542295094.398, 81
1542295095.398, 77
1542295096.372, 88
1542295097.396, 75
1542295098.403, 67
1542295099.385, 67
1542295100.372, 54
1542295101.382, 61
1542295102.399, 64
1542295103.378, 56
1542295104.387, 75
1542295105.392, 67
1542295106.397, 70
1542295107.393, 84
1542295108.389, 67
1542295109.383, 75
1542295110.371, 77
1542295111.380, 64
1542295112.386, 61
1542295113.383, 63
1542295114.398, 69
1542295115.398, 74
1542295116.389, 83
1542295117.397, 87
1542295118.382, 88
1542295119.396, 96
1542295120.396, 100
1542295121.386, 97
1542295122.397, 97
1542295123.383, 96
1542295124.414, 87
1542295125.371, 78
1542295126.384, 70
1542295127.395, 75
1542295128.382, 64
1542295129.401, 66
1542295130.384, 56
1542295131.399, 48
1542295132.387, 61
1542295133.386, 63
1542295134.394, 70
1542295135.394, 78
1542295136.400, 77
1542295137.387, 84
1542295138.382, 78
